premise	hypothesis	label	output	verbalized
These open-air markets are also the most interesting places to shop in Beijing.	The open-air markets in Beijing are the most interesting in the world.	neutral	neither. the statement does not compare the open-air markets in beijing to those in the rest of the world, so it cannot be determined if they are the most interesting in the world.	neutral
These open-air markets are also the most interesting places to shop in Beijing.	The strict laws in Beijing prohibit open-air markets within the city limits.	contradiction	true	entailment
The largest bay on the northwest coast makes a fine harbor, but both the water and the beach can be dirty.	The water and the beach are always clean.	contradiction	false	contradiction
The largest bay on the northwest coast makes a fine harbor, but both the water and the beach can be dirty.	The water and the beach may be dirty.	entailment	true	entailment
The largest bay on the northwest coast makes a fine harbor, but both the water and the beach can be dirty.	The water is dirty because of pollution.	neutral	true	entailment
Those skyscrapers are banks, and the street on which they stand has been nicknamed the Milla de Oro, or Golden Mile.	None of the skyscrapers on the Golden Mile are banks.	contradiction	false	contradiction
Those skyscrapers are banks, and the street on which they stand has been nicknamed the Milla de Oro, or Golden Mile.	The skyscrapers on the Golden Mile are banks.	entailment	true	entailment
Those skyscrapers are banks, and the street on which they stand has been nicknamed the Milla de Oro, or Golden Mile.	The skyscrapers on the Golden Mile are different types of businesses, including banks.	neutral	true	entailment
Natural enough, then, that involvement in World War II began with a British Commonwealth Air Training Plan, using Canada's safer skies to prepare pilots for combat.	Canada had safer skies.	entailment	true	entailment
Natural enough, then, that involvement in World War II began with a British Commonwealth Air Training Plan, using Canada's safer skies to prepare pilots for combat.	Canada's skies were free from missiles.	neutral	true	entailment
Natural enough, then, that involvement in World War II began with a British Commonwealth Air Training Plan, using Canada's safer skies to prepare pilots for combat.	Canada's skies were more dangerous.	contradiction	false. canada's skies were considered safer compared to the skies over europe during world war ii.	contradiction
And they remain tolerant and helpful, even though they know that their lovely coast is no longer just theirs.	They are bitter and resentful to everyone now that they have to share the coast.	contradiction	false	contradiction
And they remain tolerant and helpful, even though they know that their lovely coast is no longer just theirs.	They have to share the coast with other people now.	entailment	true	entailment
And they remain tolerant and helpful, even though they know that their lovely coast is no longer just theirs.	They used to own five hundred miles of coastal frontage.	neutral	true	entailment
Kublai Khan erected his own capital in 1279 on the shores of Beijing's Beihai Lake, where some of his imperial treasures remain on display today.	Kublai Khan erected a capital in Taiwan.	contradiction	false. kublai khan erected his capital in beijing, not taiwan.	contradiction
Kublai Khan erected his own capital in 1279 on the shores of Beijing's Beihai Lake, where some of his imperial treasures remain on display today.	Kublai Khan has treasures in Beijing.	entailment	true	entailment
Kublai Khan erected his own capital in 1279 on the shores of Beijing's Beihai Lake, where some of his imperial treasures remain on display today.	Kublai Khan was a well respected man.	neutral	true	entailment
Assimilating more easily with the Anglo community only Protestant schools accepted their children Eastern European Jews have  graduated  to wealthy Westmount or emigrated, again, to Toronto.	Eastern European Jews assimilate well with everyone.	contradiction	false.	contradiction
Assimilating more easily with the Anglo community only Protestant schools accepted their children Eastern European Jews have  graduated  to wealthy Westmount or emigrated, again, to Toronto.	The Jews are not wanted by the rest of the community.	neutral	true	entailment
Assimilating more easily with the Anglo community only Protestant schools accepted their children Eastern European Jews have  graduated  to wealthy Westmount or emigrated, again, to Toronto.	The Jews assimilated easier with the Anglo community.	entailment	false. the statement implies that jews assimilated easily with the anglo community, but it also mentions that only protestant schools accepted their children and that eastern european jews either graduated to wealthy westmount or emigrated to toronto. this suggests that there were barriers to full assimilation and that jews may have faced discrimination or exclusion in certain areas.	contradiction
If possible, familiarize yourself with the plot in advance.	Do not get into the plot in advance; it will spoil the fun later.	contradiction	true	entailment
If possible, familiarize yourself with the plot in advance.	Try to understand the plot in advance, if you can.	entailment	true	entailment
If possible, familiarize yourself with the plot in advance.	You will find the class easier if you understand the plot of the book.	neutral	true	entailment
His burial vaults, 27 m (88 ft) below ground, are made of marble and cover 1,200 sq m (13,000 sq ft).	He is buried more than 20m underground.	entailment	true	entailment
His burial vaults, 27 m (88 ft) below ground, are made of marble and cover 1,200 sq m (13,000 sq ft).	He was an important public figure.	neutral	true	entailment
His burial vaults, 27 m (88 ft) below ground, are made of marble and cover 1,200 sq m (13,000 sq ft).	His burial vaults are made from wood.	contradiction	false	contradiction
Remember to hide all portable possessions from the monkeys.	Hide your possessions from the monkeys.	entailment	true	entailment
Remember to hide all portable possessions from the monkeys.	The monkeys are very interested in many things, including your posessions.	neutral	true	entailment
Remember to hide all portable possessions from the monkeys.	You do not need to hide your possessions from the monkeys.	contradiction	false	contradiction
Some 1,400 years before the Palace of Estei was erected, Milreu was also the large country house of an eminent person.	Milreu was 10 miles from anything.	neutral	neither. the distance of milreu from anything is not provided in the information given.	neutral
Some 1,400 years before the Palace of Estei was erected, Milreu was also the large country house of an eminent person.	Milreu was out in the country.	entailment	true	entailment
Some 1,400 years before the Palace of Estei was erected, Milreu was also the large country house of an eminent person.	Milreu was right in the heart of the city.	contradiction	false	contradiction
Sea temperatures vary between 18e and 24e C (64-75e F).	Sea temperature are always changing, but they do not go below freezing temperature.	entailment	true	entailment
Sea temperatures vary between 18e and 24e C (64-75e F).	Sea temperatures are always at one fixed point all year-round.	contradiction	false	contradiction
Sea temperatures vary between 18e and 24e C (64-75e F).	See temperatures are higher during the day, when it is warmer.	neutral	true	entailment
The Kinabalu national park is just one of six protected regions in the state.	The Kinabalu national park has ten elephants and six rhinos.	neutral	neither	neutral
The Kinabalu national park is just one of six protected regions in the state.	The state has protected regions, which include the Kinabalu national park.	entailment	true	entailment
The Kinabalu national park is just one of six protected regions in the state.	There is a total of three protected regions in the state.	contradiction	false	contradiction
You'll see videos of Anne's story and of Amsterdam under occupation along with photographs and artifacts of the time.	You will not see photographs.	contradiction	false	contradiction
You'll see videos of Anne's story and of Amsterdam under occupation along with photographs and artifacts of the time.	You will see photographs.	entailment	true	entailment
You'll see videos of Anne's story and of Amsterdam under occupation along with photographs and artifacts of the time.	You will see some of the first photographs.	neutral	true	entailment
Treasure Beach is the only resort area to speak of, with just a handful of hotels stretching across three sandy bays.	There are not that many hotel options for people visiting Treasure Beach.	entailment	true	entailment
Treasure Beach is the only resort area to speak of, with just a handful of hotels stretching across three sandy bays.	There is one four star hotel available for tourist who visit Treasure Beach.	neutral	true	entailment
Treasure Beach is the only resort area to speak of, with just a handful of hotels stretching across three sandy bays.	Treasure Beach is one of the many resorts in the area.	contradiction	false	contradiction
Summer brings warm (but not hot) weather and warm sea temperatures, making it ideal for diving, snorkeling, and other water sports.	It is always 100 degrees or hotter in the summer.	contradiction	false	contradiction
Summer brings warm (but not hot) weather and warm sea temperatures, making it ideal for diving, snorkeling, and other water sports.	It's usually 75 in the summer.	neutral	true	entailment
Summer brings warm (but not hot) weather and warm sea temperatures, making it ideal for diving, snorkeling, and other water sports.	It's warm temperatures during the summer time.	entailment	true	entailment
Among the ponds is one inhabited by  Visitors toss in coins in the hope of bouncing one off a turtle's head, a sure way of achieving good fortune.	People never throw money in because it's bad luck.	contradiction	false. people throw money in with the belief that it will bring good luck.	contradiction
Among the ponds is one inhabited by  Visitors toss in coins in the hope of bouncing one off a turtle's head, a sure way of achieving good fortune.	People throw coins in even though the sign says not to.	neutral	true	entailment
Among the ponds is one inhabited by  Visitors toss in coins in the hope of bouncing one off a turtle's head, a sure way of achieving good fortune.	People throw coins into the water.	entailment	true	entailment
The port town of Nafplio makes the perfect base for touring the area, or perhaps a spot to have lunch while on your tour.	Nafplio has a good view.	neutral	true	entailment
The port town of Nafplio makes the perfect base for touring the area, or perhaps a spot to have lunch while on your tour.	Nafplio is a bad base.	contradiction	false. nafplio is described as a perfect base for touring the area, so it is not a bad base.	contradiction
The port town of Nafplio makes the perfect base for touring the area, or perhaps a spot to have lunch while on your tour.	Nafplio is a perfect base.	entailment	true	entailment
In Prinsengracht, Otto Frank and his family hid in the attic of their business premises for over two years before being discovered.	Otto Frank got captured on the second day.	contradiction	false. otto frank and his family were not captured on the second day, they were in hiding for over two years before being discovered.	contradiction
In Prinsengracht, Otto Frank and his family hid in the attic of their business premises for over two years before being discovered.	Otto Frank hid for more than 25 months.	entailment	true	entailment
In Prinsengracht, Otto Frank and his family hid in the attic of their business premises for over two years before being discovered.	Otto Frank hid until the Nazis found him.	neutral	true	entailment
Many state and local governments have additional audit requirements.	Local governments get to make up their own rules.	neutral	false. local governments must adhere to audit requirements set by state and federal laws. they do not have the authority to make up their own rules when it comes to audits.	contradiction
Many state and local governments have additional audit requirements.	Local governments have zero requirements.	contradiction	false.	contradiction
Many state and local governments have additional audit requirements.	There are additional audit requirements issues by local governments.	entailment	true	entailment
The information security group conducts between 8 and 12 sessions a month.	The security group averages 9 sessions a month.	neutral	true	entailment
The information security group conducts between 8 and 12 sessions a month.	The security group conducts a session every single day of the month.	contradiction	false. the security group conducts between 8 and 12 sessions a month, not necessarily one every day of the month.	contradiction
The information security group conducts between 8 and 12 sessions a month.	The security group conducts multiple sessions a year.	entailment	true	entailment
However, preliminary engineering was accomplished earlier.	Engineering had a preliminary period.	entailment	true	entailment
However, preliminary engineering was accomplished earlier.	Engineering occurred only in a final stage.	contradiction	false	contradiction
However, preliminary engineering was accomplished earlier.	Without a preliminary period, engineering will likely fail at the later stages.	neutral	true	entailment
Consequently, government decisionmakers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.	Government representatives are changing their approach.	entailment	true	entailment
Consequently, government decisionmakers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.	Government representatives are trying to increase their power by thinking differently.	neutral	neither	neutral
Consequently, government decisionmakers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.	Government representatives refuse to change their ways of life.	contradiction	false	contradiction
Case files may need to be translated for those clients who read a language other than English.	Case files are only allowed to be in English.	contradiction	false. case files may need to be translated for clients who read a language other than english.	contradiction
Case files may need to be translated for those clients who read a language other than English.	Case files can be put in Chinese or Russian.	neutral	true	entailment
Case files may need to be translated for those clients who read a language other than English.	Case files can be put in other languages.	entailment	true	entailment
Other efforts currently under way or planned include the	The majority of our efforts are already in motion.	neutral	true	entailment
Other efforts currently under way or planned include the	We have nothing else planned for the future.	contradiction	false	contradiction
Other efforts currently under way or planned include the	We have something planned.	entailment	true	entailment
Include such factors as short time frames, the deletion of original computer files, and the lack of access to needed documents.	They deleted the computer files from the IBM.	neutral	true.	entailment
Include such factors as short time frames, the deletion of original computer files, and the lack of access to needed documents.	They deleted the original computer files.	entailment	true	entailment
Include such factors as short time frames, the deletion of original computer files, and the lack of access to needed documents.	They kept all the original files.	contradiction	false.	contradiction
Then, the same representative who made the initial visit revisits the new provider to answer questions and discuss any problems noted in the claims sample.	The representative visited for an hour.	neutral	true	entailment
Then, the same representative who made the initial visit revisits the new provider to answer questions and discuss any problems noted in the claims sample.	There was a visit by a representative.	entailment	true	entailment
Then, the same representative who made the initial visit revisits the new provider to answer questions and discuss any problems noted in the claims sample.	We never got a visit.	contradiction	false	contradiction
Not only does saving affect the stock of wealth, but wealth in turn influences the choice to save.	The choice of whether or not a person will save is affected by their wealth.	entailment	true	entailment
Not only does saving affect the stock of wealth, but wealth in turn influences the choice to save.	Wealth and savings are not normally related in any way.	contradiction	false. wealth and savings are related, as wealth can influence the choice to save and saving can contribute to the accumulation of wealth.	contradiction
Not only does saving affect the stock of wealth, but wealth in turn influences the choice to save.	Wealthy people are more likely to save a larger portion of their income.	neutral	true	entailment
For example, one organization that we studied had experienced two mergers that required the company to quickly integrate the new businesses and restructure to meet growing business needs.	Even though there were two mergers, there was no need for the company to undergo a restructure of their company hierarchy.	contradiction	false.	contradiction
For example, one organization that we studied had experienced two mergers that required the company to quickly integrate the new businesses and restructure to meet growing business needs.	Merging two companies into one organization and restructuring resulted in a chaotic work environment.	neutral	true	entailment
For example, one organization that we studied had experienced two mergers that required the company to quickly integrate the new businesses and restructure to meet growing business needs.	We examined a company that experienced two mergers and had to quickly restructure to meet their business demands.	entailment	true	entailment
the design, we were concerned that payment would be authorized before verifying that the travel actually took place.	We knew the payment would take forever.	contradiction	true	entailment
the design, we were concerned that payment would be authorized before verifying that the travel actually took place.	We thought the payment might go through before verification.	entailment	true	entailment
the design, we were concerned that payment would be authorized before verifying that the travel actually took place.	We thought the payment might go too early and we'd get defrauded.	neutral	true.	entailment
Technology is highly integrated with the business processes in these organizations because technology is viewed as an enabler for the business, not just a tool.	Advanced scheduling software is one of the key technologies businesses focus on.	neutral	true.	entailment
Technology is highly integrated with the business processes in these organizations because technology is viewed as an enabler for the business, not just a tool.	Technology is just a tool and not a business enabler.	contradiction	false. technology is often viewed as a business enabler because it can help organizations streamline processes, improve efficiency, enhance communication, and drive innovation. it is not just a tool, but a strategic asset that can help businesses achieve their goals and stay competitive in the market.	contradiction
Technology is highly integrated with the business processes in these organizations because technology is viewed as an enabler for the business, not just a tool.	These businesses place a great emphasis on technology.	entailment	true	entailment
Two concepts that appear often in the literature may be useful in informing future research.	The literature can change how we test samples.	neutral	true. the concepts that appear often in the literature can influence the methods and approaches used in testing samples, leading to improvements in research practices.	entailment
Two concepts that appear often in the literature may be useful in informing future research.	The literature can change the research in the future.	entailment	true	entailment
Two concepts that appear often in the literature may be useful in informing future research.	There's nothing else to do in terms of changing research.	contradiction	false. there is always room for improvement and new perspectives in research, and considering new concepts can help inform future research directions.	contradiction
The lines composed of boxes show the welfare level of all mailers combined and the lines composed of diamonds show the technical losses (if negative) of shifting the work to another party.	The lines calculate that the welfare level of the mailers is 10%.	neutral	false. the lines do not provide enough information to determine the exact welfare level of the mailers.	contradiction
The lines composed of boxes show the welfare level of all mailers combined and the lines composed of diamonds show the technical losses (if negative) of shifting the work to another party.	The lines don't show anything other than the route.	contradiction	false. the lines show the welfare level and technical losses associated with shifting the work to another party.	contradiction
The lines composed of boxes show the welfare level of all mailers combined and the lines composed of diamonds show the technical losses (if negative) of shifting the work to another party.	The lines show how much welfare is in all the mailers.	entailment	true	entailment
Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.	Centrelink didn't how how to address the problem.	contradiction	false. centrelink developed specific prevention strategies to address the problem.	contradiction
Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.	Centrelink had a lot of strategies to teach people how to report income because the government was losing a lot of money in mistakes.	neutral	true	entailment
Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.	Centrelink had a lot of strategies to teach people how to report income.	entailment	true	entailment
This allowed demonstrations of the design before the companies made more costly investments in manufacturing equipment and tooling to build production representative prototypes for the demonstration phase.	Then they could show how the design worked.	entailment	true	entailment
This allowed demonstrations of the design before the companies made more costly investments in manufacturing equipment and tooling to build production representative prototypes for the demonstration phase.	They could show the company that it wasn't smart to build new factories.	neutral	false. the purpose of the demonstrations was to show the design feasibility and potential benefits of the new product, not to dissuade the company from building new factories.	contradiction
This allowed demonstrations of the design before the companies made more costly investments in manufacturing equipment and tooling to build production representative prototypes for the demonstration phase.	They had no idea how to demonstrate the impact of investments.	contradiction	false	contradiction
South Carolina's collaborative efforts produced another success the following year.	No one in South Carolina worked together.	contradiction	false	contradiction
South Carolina's collaborative efforts produced another success the following year.	SC worked together.	entailment	true	entailment
South Carolina's collaborative efforts produced another success the following year.	The democrats and republicans in South Carolina are working together.	neutral	true	entailment
According to a Board official, the Board's section 605(b) certifications were not provided separately to the Small Business Administration (SBA) Chief Counsel for Advocacy.	The Board didn't give the SBA certifications and they left that up to the assessor's office.	neutral	false. the board did not provide the certifications separately to the sba chief counsel for advocacy.	contradiction
According to a Board official, the Board's section 605(b) certifications were not provided separately to the Small Business Administration (SBA) Chief Counsel for Advocacy.	The Board didn't give the SBA certifications.	entailment	true	entailment
According to a Board official, the Board's section 605(b) certifications were not provided separately to the Small Business Administration (SBA) Chief Counsel for Advocacy.	The Board handed out SBA certifications every day to whoever asks for one.	contradiction	false. the board did not provide section 605(b) certifications separately to the sba chief counsel for advocacy.	contradiction
When a match occurs for hotel and certain other charges, a verification of the actual trip would be made.	Most national hotel chains accept credit card payments.	neutral	true	entailment
When a match occurs for hotel and certain other charges, a verification of the actual trip would be made.	The trip itself would be verified using hotel charges.	entailment	true	entailment
When a match occurs for hotel and certain other charges, a verification of the actual trip would be made.	There is no way to verify if a trip actually occurred or not.	contradiction	false. a trip can be verified through various means such as checking flight records, hotel bookings, credit card transactions, and other documentation.	contradiction
For example, one state capital that we visited is home to over 600 software companies.	Capital cities are the best places for software companies.	neutral	neither	neutral
For example, one state capital that we visited is home to over 600 software companies.	One capital has a ton of software companies.	entailment	true	entailment
For example, one state capital that we visited is home to over 600 software companies.	Software companies avoid capitals for legal reasons.	contradiction	false. software companies do not necessarily avoid state capitals for legal reasons.	contradiction
In measuring effectiveness, perfection is unattainable.	You can be perfect if you try hard enough.	contradiction	false	contradiction
In measuring effectiveness, perfection is unattainable.	You can never be perfect.	entailment	true	entailment
In measuring effectiveness, perfection is unattainable.	You can't be perfect because we are all deeply flawed people.	neutral	true	entailment
The housemate who rented the room to Hazmi and Mihdhar during 2000 is an apparently law-abiding citizen with long-standing, friendly contacts among local police and FBI personnel.	Hazmi and Mihdhar bought a home and had no contact with anyone.	contradiction	false.	contradiction
The housemate who rented the room to Hazmi and Mihdhar during 2000 is an apparently law-abiding citizen with long-standing, friendly contacts among local police and FBI personnel.	Hazmi and Mihdhar rented a room for the whole year, for $500 a day.	neutral	false. the statement mentions that the housemate rented the room to hazmi and mihdhar during 2000, but it does not specify the duration or cost of the rental.	contradiction
The housemate who rented the room to Hazmi and Mihdhar during 2000 is an apparently law-abiding citizen with long-standing, friendly contacts among local police and FBI personnel.	Hazmi and Mihdhar rented a room.	entailment	true	entailment
For their travel to Bosnia, see Intelligence report, interrogation of Saudi al Qaeda member, Oct. 3, 2001.	An al Qaeda member went to Bosnia 18 times in 2001.	neutral	true	entailment
For their travel to Bosnia, see Intelligence report, interrogation of Saudi al Qaeda member, Oct. 3, 2001.	An al Qaeda member went to Bosnia.	entailment	true	entailment
For their travel to Bosnia, see Intelligence report, interrogation of Saudi al Qaeda member, Oct. 3, 2001.	There was no evidence of an al Quaeda member going to Bosnia.	contradiction	false. the intelligence report mentioned in the statement indicates that a saudi al qaeda member traveled to bosnia.	contradiction
Jane asked the New York agent assigned to the Mihdhar search to sign a FISA acknowledgment form indicating the agent understood how he had to treat FISA information.	Jane asked for a FISA acknowledgement form to be signed by a federal judge.	neutral	false	contradiction
Jane asked the New York agent assigned to the Mihdhar search to sign a FISA acknowledgment form indicating the agent understood how he had to treat FISA information.	Jane asked for a FISA acknowledgement form to be signed.	entailment	true	entailment
Jane asked the New York agent assigned to the Mihdhar search to sign a FISA acknowledgment form indicating the agent understood how he had to treat FISA information.	Jane said no FISA acknowledgement was necessary.	contradiction	false. jane did ask the agent to sign a fisa acknowledgment form, indicating that it was necessary in this situation.	contradiction
Nothing stands out about any of them with respect to the only security layer that was relevant to the actual  checkpoint screening.	Alarming evidence was discovered during the checkpoint screening.	contradiction	false	contradiction
Nothing stands out about any of them with respect to the only security layer that was relevant to the actual  checkpoint screening.	Checkpoint screenings rely entirely on the intuition of the customs agent performing the screening.	neutral	false. checkpoint screenings rely on a combination of factors, including intelligence, technology, and training, in addition to the intuition of the customs agent.	contradiction
Nothing stands out about any of them with respect to the only security layer that was relevant to the actual  checkpoint screening.	The checkpoint screening was not able to discover any evidence against them.	entailment	true	entailment
Khallad has provided a second version, namely that all three traveled together to Karachi.	Khallad said he knew nothing about the three of them.	contradiction	false. khallad's second version contradicts his initial statement that he did not know anything about the three individuals.	contradiction
Khallad has provided a second version, namely that all three traveled together to Karachi.	Khallad said the three could have traveled together.	entailment	true	entailment
Khallad has provided a second version, namely that all three traveled together to Karachi.	Khallad said there was a 50% chance the three went to Karachi together in October.	neutral	true	entailment
Intelligence report, interrogation of Binalshibh, Oct. 1, 2002.	Binalshibh was interrogated by an FBI task force.	neutral	true	entailment
Intelligence report, interrogation of Binalshibh, Oct. 1, 2002.	Binalshibh was interrogated in 2002.	entailment	true	entailment
Intelligence report, interrogation of Binalshibh, Oct. 1, 2002.	Binalshibh was never spoken to, and he disappeared.	contradiction	true.	entailment
Mihdhar received a new U.S. visa two days after the CIA-FBI meeting in New York.	Mihdhar had a US Visa to enter the country.	entailment	true	entailment
Mihdhar received a new U.S. visa two days after the CIA-FBI meeting in New York.	Mihdhar never got a visa, so he never came to the us.	contradiction	false. mihdhar did receive a new u.s. visa, so he did come to the u.s.	contradiction
Mihdhar received a new U.S. visa two days after the CIA-FBI meeting in New York.	Mihdhar was given a Visa because he was not a threat.	neutral	false. mihdhar was given a visa despite being a known threat, as the cia and fbi had identified him as a potential terrorist.	contradiction
Despite two years of investigation, the FBI was unable to find the co-worker or determine his true identity.	The FBI could never even find the man after he left Florida in 2001.	neutral	true	entailment
Despite two years of investigation, the FBI was unable to find the co-worker or determine his true identity.	The FBI couldn't find out who the guy was.	entailment	true	entailment
Despite two years of investigation, the FBI was unable to find the co-worker or determine his true identity.	The FBI figured out who he was and threw him in prison	contradiction	false	contradiction
In the case of American 11, the last normal communication from the plane was at 8:13 A.M.	There was communication coming from American 11.	entailment	true	entailment
In the case of American 11, the last normal communication from the plane was at 8:13 A.M.	There was communication from American 11 every 5 minuts.	neutral	false. the last normal communication from american 11 was at 8:13 a.m., and there was no communication every 5 minutes.	contradiction
In the case of American 11, the last normal communication from the plane was at 8:13 A.M.	There was never any communication from American 11.	contradiction	false. the statement is false as there was communication from american 11 at 8:13 a.m.	contradiction
Discovering it would have required quick and very substantial cooperation from the German government, which might well have been difficult to obtain.	If completed the investigation might have revealed the location of three fugitives.	neutral	true	entailment
Discovering it would have required quick and very substantial cooperation from the German government, which might well have been difficult to obtain.	The German government might have had difficultly performing a quick and thorough investigation.	entailment	true	entailment
Discovering it would have required quick and very substantial cooperation from the German government, which might well have been difficult to obtain.	The investigation would be quite simple and easy for the government to conduct.	contradiction	false.	contradiction
These capabilities were insufficient, but little was done to expand or reform them.	They didn't change their surveillance program much.	neutral	true	entailment
These capabilities were insufficient, but little was done to expand or reform them.	They didn't do much to change things.	entailment	true	entailment
These capabilities were insufficient, but little was done to expand or reform them.	They went to great lengths to overhaul everything.	contradiction	false	contradiction
The analyst's email, however, reflects that she was confusing a broad array of caveats and legal barriers to information sharing and rules governing criminal agents' use of information gathered through intelligence channels.	The analyst presented a crystal-clear analysis.	contradiction	false	contradiction
The analyst's email, however, reflects that she was confusing a broad array of caveats and legal barriers to information sharing and rules governing criminal agents' use of information gathered through intelligence channels.	The analyst was not clear on a lot of things.	entailment	true	entailment
The analyst's email, however, reflects that she was confusing a broad array of caveats and legal barriers to information sharing and rules governing criminal agents' use of information gathered through intelligence channels.	The analyst's report was so messed up that no one could read it.	neutral	false. the statement in the question does not accurately reflect the information provided in the passage. the passage states that the analyst's email reflected confusion about caveats and legal barriers, not that the report was unreadable.	contradiction
Some officers were then assigned to assist in stairwell evacuations; others were assigned to expedite evacuation in the plaza, concourse, and PATH station.	Officers got their own assignments.	entailment	true	entailment
Some officers were then assigned to assist in stairwell evacuations; others were assigned to expedite evacuation in the plaza, concourse, and PATH station.	Officers just randomly ran where they were needed.	contradiction	false. officers were assigned specific tasks to assist in different areas of the building for evacuation.	contradiction
Some officers were then assigned to assist in stairwell evacuations; others were assigned to expedite evacuation in the plaza, concourse, and PATH station.	Officers were assigned based on seniority.	neutral	false	contradiction
On September 9, dramatic news arrived from Afghanistan.	We got news from Afghanistan.	entailment	true	entailment
On September 9, dramatic news arrived from Afghanistan.	We heard nothing from Afghanistan until October.	contradiction	false	contradiction
On September 9, dramatic news arrived from Afghanistan.	We were told about the impending attack on Septemeber 9.	neutral	true	entailment
The inability to communicate was a critical element at the World Trade Center, Pentagon, and Somerset County, Pennsylvania, crash sites, where multiple agencies and multiple jurisdictions responded.	Communication worked really well on 9/11.	contradiction	false	contradiction
The inability to communicate was a critical element at the World Trade Center, Pentagon, and Somerset County, Pennsylvania, crash sites, where multiple agencies and multiple jurisdictions responded.	People had a hard time communicating at the World Trade Center because the power was out and phone lines were down.	neutral	true	entailment
The inability to communicate was a critical element at the World Trade Center, Pentagon, and Somerset County, Pennsylvania, crash sites, where multiple agencies and multiple jurisdictions responded.	People had a hard time communicating at the World Trade Center.	entailment	true	entailment
Searches of readily available databases could have unearthed the driver's licenses, the car registration, and the telephone listing.	Investigators also requested access to professional databases.	neutral	true	entailment
Searches of readily available databases could have unearthed the driver's licenses, the car registration, and the telephone listing.	Several types of information were available from existing databases.	entailment	true	entailment
Searches of readily available databases could have unearthed the driver's licenses, the car registration, and the telephone listing.	There was no way to find any information about the subjects using existing sources.	contradiction	false	contradiction
Claiming to have been suspicious of the entire transaction, the administrator distanced himself from Hazmi and Mihdhar, but not before they had received the assistance they needed.	The administrator immediately contacted the authorities and refused to assist in this case.	contradiction	false	contradiction
Claiming to have been suspicious of the entire transaction, the administrator distanced himself from Hazmi and Mihdhar, but not before they had received the assistance they needed.	The administrator provided assistance despite his misgivings.	entailment	true	entailment
Claiming to have been suspicious of the entire transaction, the administrator distanced himself from Hazmi and Mihdhar, but not before they had received the assistance they needed.	The assistance consisted of cash and help procuring travel documents.	neutral	true	entailment
In 2003, these designations were eliminated; all international terrorism matters now receive the same designation, 315.	All terrorism matters are given the top label for importance.	neutral	true	entailment
In 2003, these designations were eliminated; all international terrorism matters now receive the same designation, 315.	All terrorism matters get the same label.	entailment	true	entailment
In 2003, these designations were eliminated; all international terrorism matters now receive the same designation, 315.	Each terrorism matter is judged and graded independently.	contradiction	false.	contradiction
This officer, who had observed the South Tower collapse, reported it to ESU units in the North Tower in his evacuation instruction.	Nobody remained in the North Tower after the South Tower collapsed.	contradiction	true	entailment
This officer, who had observed the South Tower collapse, reported it to ESU units in the North Tower in his evacuation instruction.	The South Tower collapsed 30 minutes before the officer talked to ESU units in the North Tower.	neutral	false. the south tower collapsed approximately 56 minutes before the officer talked to esu units in the north tower.	contradiction
This officer, who had observed the South Tower collapse, reported it to ESU units in the North Tower in his evacuation instruction.	The officer witnessed the collapse of the South Tower.	entailment	true	entailment
Indianapolis is truly one of the best places for actors to work for many	Actors love Indianapolis because of all the casting agencies there.	neutral	false.	contradiction
Indianapolis is truly one of the best places for actors to work for many	If you're an actor, you should consider moving to Indianapolis.	entailment	true	entailment
Indianapolis is truly one of the best places for actors to work for many	It's hard to find work in Indianapolis if you're in the movie and theatre business, as it's mostly a technology town.	contradiction	false. indianapolis has a thriving arts and entertainment scene, with many opportunities for actors in both film and theatre.	contradiction
We provide help by phone 24 hours a day, 7 days a week through the Prevention Information Resource Center &amp; Parent Help line.	People can only contact us via mail or using email.	contradiction	false.	contradiction
We provide help by phone 24 hours a day, 7 days a week through the Prevention Information Resource Center &amp; Parent Help line.	We are reachable by phone, any time of the day.	entailment	true	entailment
We provide help by phone 24 hours a day, 7 days a week through the Prevention Information Resource Center &amp; Parent Help line.	We receive over a hundred calls every Monday and Friday.	neutral	true	entailment
For these boxes will remain in their wrappings long after all of the other presents are opened.	These boxes contain dangerous bombs.	neutral	true	entailment
For these boxes will remain in their wrappings long after all of the other presents are opened.	These boxes will be opened before the other presents.	contradiction	false	contradiction
For these boxes will remain in their wrappings long after all of the other presents are opened.	These boxes will remain unopened for a while.	entailment	true	entailment
If we keep our prices low, we need to come to you, our audience members, to ask for a small contribution in order to help us meet this mission.	In order to keep our ticket prices under $10, we would need all of our audience members to donate $25.	neutral	false. if all audience members donated $25, it would likely exceed the amount needed to keep ticket prices under $10.	contradiction
If we keep our prices low, we need to come to you, our audience members, to ask for a small contribution in order to help us meet this mission.	We could keep our prices low if we really wanted, without your money, but our boss likes his luxuries.	contradiction	true. if the company's prices are low but the boss still wants luxuries, it suggests that the prices could potentially be even lower without the need for audience contributions.	entailment
