premise	hypothesis	label	opus	prompt	verbalized
Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.	Dhukaasni mana kootti dhihoo waan tureef ala ba'uuf na sodaachisa.	neutral	"[textblock(text=""true.\n\nsababni isaas:\n- dhukaasni daandii saffisaa mana isaanii irraa gara bilookii sadii fagaatu irratti baname.\n- dhukaasni baayyee hamaa waan ta'eef ala ba'uun sodaachisaa ta'a.\n\nkanaafuu, dhukaasni mana isaaniitti dhihoo waan tureef ala ba'uuf isaan sodaachisuu himni armaan olii ni ibsa."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.\nQuestion: Dhukaasni mana kootti dhihoo waan tureef ala ba'uuf na sodaachisa. True, False, or Neither?\nAnswer:""}]}]"	entailment
Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.	Naannoo mana kootti dhukaasni baname, dhuguma naannoo kana keessa gaarii miti.	entailment	"[textblock(text='true.\n\nsababni isaas:\n1. dubbiin ""bakki kun dhugumatti baayyee hamaadha"" jedhu naannoon sun gaarii akka hin taane agarsiisa.\n2. daandiin saffisaan mana isaanii irraa gara bilookii sadii fagaatu irratti dhukaasni akka baname ibsameera. kunis naannoo isaanii keessatti dhukaasni akka baname mul\'isa.\n\nkanaafuu, naannoo mana isaanii keessatti dhukaasni banamuu fi iddoon sun gaarii ta\'uu dhabuu irraa kan ka\'e, deebiin ""true"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.\nQuestion: Naannoo mana kootti dhukaasni baname, dhuguma naannoo kana keessa gaarii miti. True, False, or Neither?\nAnswer:'}]}]	entailment
ah-hah sun dhugaadha dhuguma ah walsimaa miti.	Ani si waliin walii hin galu, baay'ee walsima.	contradiction	"[textblock(text='ani deebii ""neither"" filachuuf sababa qaba:\n\ngaaffiin ""ah-hah sun dhugaadha dhuguma ah walsimaa miti"" jechuun yaada ifa ta\'e hin qabu. kanaafuu dhugaa ykn sobaa ta\'uu isaa murteessuun hin danda\'amu.\n\ngaaffiin lammataa ""ani si waliin walii hin galu, baay\'ee walsima"" kan jedhu yaada ifa ta\'e qaba. garuu deebiin isaa nama irratti hundaa\'a waan ta\'eef, dhugaa ykn sobaa jechuun hin danda\'amu. namni tokko yaada kana waliin gala, kan biraa immoo miti. kanaaf deebii murta\'aa kennuuf hin mijatu.\n\nwaan kana ta\'eef, gaaffilee lamaanuu deebii ""dhugaa"" ykn ""sobaa"" hin fudhatan. isaan ifa hin taane ykn yaada dhuunfaa irratti kan hundaa\'an waan ta\'aniif deebiin isaanii ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""ah-hah sun dhugaadha dhuguma ah walsimaa miti.\nQuestion: Ani si waliin walii hin galu, baay'ee walsima. True, False, or Neither?\nAnswer:""}]}]"	neutral
ah-hah sun dhugaadha dhuguma ah walsimaa miti.	Waa'ee walsimannaa isaa sirrii ta'uu dandeessa jedheen yaada.	neutral	"[textblock(text='deebiin sirrii ta\'e ""neither"" dha. gaaffiin kun yaada nama tokkoo ibsa malee dhugaa ykn sobaa ta\'uu isaa hin mirkaneessu. kanaafuu deebiin ""true"" ykn ""false"" ta\'uu hin dandeessu.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""ah-hah sun dhugaadha dhuguma ah walsimaa miti.\nQuestion: Waa'ee walsimannaa isaa sirrii ta'uu dandeessa jedheen yaada. True, False, or Neither?\nAnswer:""}]}]"	contradiction
ah-hah sun dhugaadha dhuguma ah walsimaa miti.	Waa'ee isaa ati sirrii dha wal hin simne.	entailment	"[textblock(text='deebiin sirrii ta\'e ""true"" dha. gaaffii fi deebii keessatti wanti wal faallessu hin jiru. gaaffiin ""waa\'ee isaa ati sirrii dha wal hin simne"" jedha, deebiin immoo ""ah-hah sun dhugaadha dhuguma ah walsimaa miti"" jechuun gaaffii kana ni mirkaneessa. kanaafuu, gaaffii fi deebiin sun wal ni sima, ""true"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""ah-hah sun dhugaadha dhuguma ah walsimaa miti.\nQuestion: Waa'ee isaa ati sirrii dha wal hin simne. True, False, or Neither?\nAnswer:""}]}]"	entailment
Achuma obsaan turuuf yaalaan jira	Ani fannifamuu yaalaan jira.	entailment	"[textblock(text='neither.\n\ndubbiin ""achuma obsaan turuuf yaalaan jira"" jechuun obsaan turuuf yaaluu ibsa malee fannifamuu yaalu hin ibsu. kanaafuu deebiin ""true"" ykn ""false"" ta\'uu hin danda\'u. deebiin sirrii ta\'e ""neither"" dha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Achuma obsaan turuuf yaalaan jira\nQuestion: Ani fannifamuu yaalaan jira. True, False, or Neither?\nAnswer:'}]}]	neutral
Achuma obsaan turuuf yaalaan jira	Dhuguma waanan danda'u hunda gochaan jira.	neutral	"[textblock(text='neither.\n\nthe given statement ""achuma obsaan turuuf yaalaan jira"" translates to ""i am trying to stay there patiently."" this expresses an intention or effort to remain patient in a certain situation or place.\n\nthe question statement ""dhuguma waanan danda\'u hunda gochaan jira"" translates to ""i am truly doing everything i can."" this asserts that the speaker is putting in their full effort and doing all that is within their capability.\n\nwhile both statements relate to making an effort, they express different ideas. the first is about trying to be patient, while the second is about doing everything possible. neither statement directly confirms or denies the other. there is not enough information to determine if the statements are true or false in relation to each other. therefore, the most appropriate answer is neither.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Achuma obsaan turuuf yaalaan jira\nQuestion: Dhuguma waanan danda'u hunda gochaan jira. True, False, or Neither?\nAnswer:""}]}]"	neutral
Achuma obsaan turuuf yaalaan jira	Ani gadhiisa malee of duuba hin ilaalu.	contradiction	"[textblock(text='neither.\n\nkeeyyanni ""achuma obsaan turuuf yaalaan jira"" jechuun waa\'ee of duuba ilaaluu ykn of duuba hin ilaalin jechuun hin ibsu. kanaafuu deebiin ""true"" ykn ""false"" ta\'uu hin danda\'u. keeyyanni kun waa\'ee obsaan itti fufuu yaaluu qofa dubbata malee waa\'ee of duuba ilaaluu miti.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Achuma obsaan turuuf yaalaan jira\nQuestion: Ani gadhiisa malee of duuba hin ilaalu. True, False, or Neither?\nAnswer:'}]}]	contradiction
Seensa karra teeknooloojiitti gara egeree nii seenna.	Dursitoota egeree teeknooloojiif barbaachisan ijaaraa jirra.	entailment	"[textblock(text='deebiin ""neither"" ta\'uu danda\'a. sababni isaas:\n\n1. teeknooloojiin gara fuulduraatti baay\'ee guddachuu danda\'a. garuu akkamitti guddachuu akka danda\'u amma sirriitti beekuu hin dandeenyu. \n\n2. wanti amma hojjachaa jirru teeknooloojii gara fuulduraatti nu geessu ta\'uu danda\'a. garuu kana ""dursitoota egeree teeknooloojii ijaaraa jirra"" jechuu hin dandeenyu. teeknooloojiin egeree maal akka ta\'e ammatti beekuu hin dandeenyu.\n\n3. yaadni kun kallattiidhaan ""dursitoota egeree teeknooloojii"" ijaarra jechuu miti. waa\'ee guddina teeknooloojii gara fuulduraa dubbata.\n\nkanaaf, yaadni kun guutummaatti dhugaa ykn sobaa ta\'uu isaa murteessuu hin danda\'amu. deebiin isaa ""neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Seensa karra teeknooloojiitti gara egeree nii seenna.\nQuestion: Dursitoota egeree teeknooloojiif barbaachisan ijaaraa jirra. True, False, or Neither?\nAnswer:'}]}]	neutral
Seensa karra teeknooloojiitti gara egeree nii seenna.	Tiraanzistara ni ijaarra, kanaaf egereen keenya sammuu namtolcheen kan hoogganamu ta'a.	neutral	"[textblock(text='deebiin gaaffii kanaaf ""neither"" ta\'a. sababni isaas:\n\n1. tiraanzistara ijaarruun egeree keenyaaf bu\'aa qaba. garuu, tiraanzistara qofa ijaarra jechuun egereen keenya sammuu namtolcheen kan hoogganamu ta\'a jechuu miti. tiraanzistara ijaarruun bu\'aa qabaachuu danda\'a, garuu wanti biraa hedduun egeree keenya irratti dhiibbaa qabaachuu danda\'u.\n\n2. egereen keenya sammuu namtolcheen kan hoogganamu ta\'a kan jedhu sirrii ta\'uu ni danda\'a, garuu tiraanzistara ijaarruun qofa kanaan wal hin qabatu. egereen sammuu namtolcheen kan hoogganamu yoo ta\'e, sababni isaa tiraanzistara ijaarruu qofa osoo hin taane, sababoota biroo kan akka barnootaa, qorannoo, dagaagina diinagdee fi kkf of keessaa qabata. \n\nkanaaf, tiraanzistara ijaarruun egeree keenya sammuu namtolcheen kan hoogganamu akka ta\'u murteessuuf gahaa miti. dhugaa ykn sobaa ta\'uu isaa mirkaneeffachuuf ragaalee dabalataa barbaachisa.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Seensa karra teeknooloojiitti gara egeree nii seenna.\nQuestion: Tiraanzistara ni ijaarra, kanaaf egereen keenya sammuu namtolcheen kan hoogganamu ta'a. True, False, or Neither?\nAnswer:""}]}]"	neutral
Seensa karra teeknooloojiitti gara egeree nii seenna.	Teeknooloojiin akka hin milkoofne ittisuu barbaanna.	contradiction	"[textblock(text='neither.\n\ndeebiin ""neither"" ta\'uu qaba sababni isaas:\n\nteeknooloojiin akka hin milkoofne ittisuu hin barbaannu. teeknooloojiin akka fooyya\'u, guddatu fi gara fuula duraatti akka tarkaanfatu barbaanna malee akka hin milkoofne ittisuu miti. \n\nteeknooloojiin jireenya namootaa fooyyesuuf, hojii salphisuuf, walqunnamtii mijeessuuf fi beekumsa namootaa dabaluuf gahee guddaa qaba. kanaafuu, teeknooloojiin akka itti fufee guddatu fi gara fuula duraatti tarkaanfatu barbaachisaa dha.\n\nhaa ta\'u malee, teeknooloojiin faayidaa qofa osoo hin taane miidhaa fidu ni danda\'a. fakkeenyaaf, teeknooloojiin namoota hojii irraa ari\'uu, naannoo balleessuu, dhukkuboota adda addaa fiduu fi kkf ni danda\'a. kanaafuu, teeknooloojii sirriitti to\'achuun, faayidaa fi miidhaa isaa madaaluun barbaachisaa dha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Seensa karra teeknooloojiitti gara egeree nii seenna.\nQuestion: Teeknooloojiin akka hin milkoofne ittisuu barbaanna. True, False, or Neither?\nAnswer:'}]}]	neutral
Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.	Yoo baay’ate, jiiniiwwan walakkaa qofti diimaa-cuqulisatti jijjiiramuu danda’u.	contradiction	"[textblock(text='false.\n\nfakkeenyaaf, yoo baay\'ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu jedha. kanaafuu, jiiniiwwan walakkaa qofa osoo hin taane, jiiniiwwan hundumtuu diimaa-cuqulisatti jijjiiramuu danda\'u. deebiin ""false"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.\nQuestion: Yoo baay’ate, jiiniiwwan walakkaa qofti diimaa-cuqulisatti jijjiiramuu danda’u. True, False, or Neither?\nAnswer:'}]}]	contradiction
Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.	Jiiniiwwaniif halluu jijjiiruun ni danda'ama.	entailment	"[textblock(text='deebiin ""neither"" ta\'a. sababni isaas:\n\nfakkeenyaaf, yoo baay\'ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu jedha. kana jechuun jiiniiwwan hundumtuu diimaa-cuqulisatti jijjiiramu jechuudha. garuu, jiiniiwwan muraasni osoo hin jijjiiramiin hafa. kanaafuu, ""jiiniiwwan hundinuu"" jedhamee waan ibsameef deebiin ""true"" ta\'uu hin danda\'u.\n\ngaruu, gaaffiin ""jiiniiwwaniif halluu jijjiiruun ni danda\'ama"" kan jedhu waa\'ee dandeettii jijjiiramuu jiiniiwwanii gaafata malee jiiniiwwan hundi jijjiiramuu isaanii miti. jiiniiwwan tokko tokko halluu jijjiirachuu danda\'u, garuu hundi isaanii osoo hin taane. kanaafuu, gaaffiif deebiin ""true"" ykn ""false"" kennuun hin danda\'amu. \n\nwaan kana ta\'eef, gaaffii kanaaf deebiin sirrii ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.\nQuestion: Jiiniiwwaniif halluu jijjiiruun ni danda'ama. True, False, or Neither?\nAnswer:""}]}]"	neutral
Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.	Yeroo tokko tokko jiiniin sunis gara halluu cuqulisaas ta’uu danda’a.	neutral	"[textblock(text=""true. fakkeenyaaf, yeroo adda addaatti jiiniin sunis gara halluu cuqulisaatti jijjiiramuu danda'a. kunis kan ta'u yeroo jiiniin sunis waan adda addaatiin haguugamu. fakkeenyaaf, yeroo jiiniin sunis waan adda addaa akka suphaa, dhooqaa fi kkf qabuun haguugamu, halluu ta'uu danda'a."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.\nQuestion: Yeroo tokko tokko jiiniin sunis gara halluu cuqulisaas ta’uu danda’a. True, False, or Neither?\nAnswer:'}]}]	entailment
Daani'eel Yaamiins dargaggeessa ogeessa herregaa qaroodha.	Obbo Yamins herrega irratti gaariidha.	entailment	"[textblock(text='deebiin ""true"" dha. keeyyanni ""daani\'eel yaamiins dargaggeessa ogeessa herregaa qaroodha"" jedhu akka obbo yaamiins herrega irratti gaarii ta\'e agarsiisa.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Daani'eel Yaamiins dargaggeessa ogeessa herregaa qaroodha.\nQuestion: Obbo Yamins herrega irratti gaariidha. True, False, or Neither?\nAnswer:""}]}]"	entailment
Daani'eel Yaamiins dargaggeessa ogeessa herregaa qaroodha.	Xiyyeeffannaan Obbo Yamins ji'oomeetirii aljebraa ti.	neutral	"[textblock(text='neither.\n\nsababni isaas, yaadni keessatti ibsame daani\'eel yaamiins dargaggeessa ogeessa herregaa qaroodha jedha malee xiyyeeffannaan isaa ji\'oomeetirii aljebraa ti jechuun hin ibsamne. kanaafuu deebiin ""true"" ykn ""false"" ta\'uu hin dandeenye, odeeffannoon gahaan hin jiru.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Daani'eel Yaamiins dargaggeessa ogeessa herregaa qaroodha.\nQuestion: Xiyyeeffannaan Obbo Yamins ji'oomeetirii aljebraa ti. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Daani'eel Yaamiins dargaggeessa ogeessa herregaa qaroodha.	Kan Obbo Yamins artistii guddaadha, garuu ogeessa herregaa sodaachisaadha..	contradiction	"[textblock(text=""neither. keeyyanni hin ibsu obbo daani'eel yaamiins artistii guddaa ta'uu isaa. keeyyanni waa'ee ogummaa isaa kan herregaa irratti qofa dubbata, garuu isa sodaachisaa ykn hinqabeessa ta'uu isaa hin ibsu."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Daani'eel Yaamiins dargaggeessa ogeessa herregaa qaroodha.\nQuestion: Kan Obbo Yamins artistii guddaadha, garuu ogeessa herregaa sodaachisaadha.. True, False, or Neither?\nAnswer:""}]}]"	neutral
Akkas yoo taʼe immoo, yeroo baayʼee daangaa sanatti dhihoo jiruu?	Gonkumaa daangaatti dhihoo akka isaan hin imalle nan beeka.	contradiction	"[textblock(text='neither.\n\nkeeyyanni ""akkas yoo taʼe immoo, yeroo baayʼee daangaa sanatti dhihoo jiruu?"" jedhu deebii ""eeyye"" ykn ""lakki"" ifa taʼe hin qabu. gaaffiin kun akkaataa gaaffii ""gonkumaa daangaatti dhihoo akka isaan hin imalle nan beeka"" jedhuuf deebii kennuu hin dandeenye. kanaafuu, gaaffii kanaaf deebiin ""true"" ykn ""false"" ta\'uu hin danda\'u. odeeffannoo dabalataa malee deebii murteessaa kennuun hin danda\'amu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akkas yoo taʼe immoo, yeroo baayʼee daangaa sanatti dhihoo jiruu?\nQuestion: Gonkumaa daangaatti dhihoo akka isaan hin imalle nan beeka. True, False, or Neither?\nAnswer:'}]}]	contradiction
Akkas yoo taʼe immoo, yeroo baayʼee daangaa sanatti dhihoo jiruu?	Ani beekuun barbaada, yeroo baayyee biyya Ingilizii keessa jiruu?	neutral	"[textblock(text='neither.\n\ngaaffiin kun deebii ""true"" ykn ""false"" hin qabu. gaaffiin waa\'ee biyya ingilizii keessa yeroo baay\'ee jiraachuu koo kan gaafate miti. gaaffiin inni gaafate waa\'ee daangaa biraatti yeroo baay\'ee dhihaachuu koo kan ilaallatu dha. kanaafuu deebiin sirrii ta\'e ""neither"" dha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akkas yoo taʼe immoo, yeroo baayʼee daangaa sanatti dhihoo jiruu?\nQuestion: Ani beekuun barbaada, yeroo baayyee biyya Ingilizii keessa jiruu? True, False, or Neither?\nAnswer:'}]}]	neutral
Akkas yoo taʼe immoo, yeroo baayʼee daangaa sanatti dhihoo jiruu?	Dubbi himaan kun yeroo meeqa akka gara daangaatti deeman ibsa barbaadee ture.	entailment	"[textblock(text='dubbi himaan kun yeroo meeqa akka gara daangaatti deeman ibsa hin barbaadu. kanaafuu deebiin ""false"" ta\'a.\n\ndubbi himaan kun ""yeroo baay\'ee daangaa sanatti dhihoo jiru"" jechuun ibsa waan kenneef malee yeroo meeqa akka gara daangaatti deeman hin ibsu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akkas yoo taʼe immoo, yeroo baayʼee daangaa sanatti dhihoo jiruu?\nQuestion: Dubbi himaan kun yeroo meeqa akka gara daangaatti deeman ibsa barbaadee ture. True, False, or Neither?\nAnswer:'}]}]	contradiction
Akkasumas, akkan yaadutti, baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal'achaa jiruuf sirna lubbuun jiraachuu keessatti itti fufinsaan of ijaaraa akka jiru kan agarsiisu ragaa xiqqoo molakiyuulaa jira.	Baayoosfiiriin baayyee jijjiirama.	entailment	"[textblock(text='deebiin sirrii ta\'e ""neither"" dha. keeyyanni kenname baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal\'achaa jiraachuu isaa ibsa malee baayoosfiiriin baayyee jijjiirama ykn hin jijjiiramu jechuun hin ibsamne. kanaafuu, odeeffannoo kenname irraa ka\'uudhaan ""baayoosfiiriin baayyee jijjiirama"" jechuun deebii ""true"" ykn ""false"" kennuuf ragaan gahaan hin jiru.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Akkasumas, akkan yaadutti, baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal'achaa jiruuf sirna lubbuun jiraachuu keessatti itti fufinsaan of ijaaraa akka jiru kan agarsiisu ragaa xiqqoo molakiyuulaa jira.\nQuestion: Baayoosfiiriin baayyee jijjiirama. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Akkasumas, akkan yaadutti, baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal'achaa jiruuf sirna lubbuun jiraachuu keessatti itti fufinsaan of ijaaraa akka jiru kan agarsiisu ragaa xiqqoo molakiyuulaa jira.	Baayoosfiiriin akkaataa ho’aatti jijjiirama.	neutral	"[textblock(text='neither.\n\nkeeyyanni kenname baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal\'achaa jiruuf sirna lubbuun jiraachuu keessatti itti fufinsaan of ijaaraa akka jiru kan agarsiisu ragaa xiqqoo molakiyuulaa akka jiru dubbata. garuu, baayoosfiiriin akkaataa ho\'aatti jijjiirama moo hin jijjiiramu kan jedhuu hin ibsu. kanaafuu, deebiin ""baayoosfiiriin akkaataa ho\'aatti jijjiirama"" jedhuuf ""true"" ykn ""false"" ta\'uu hin danda\'u. odeeffannoon dabalataa barbaachisaadha.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Akkasumas, akkan yaadutti, baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal'achaa jiruuf sirna lubbuun jiraachuu keessatti itti fufinsaan of ijaaraa akka jiru kan agarsiisu ragaa xiqqoo molakiyuulaa jira.\nQuestion: Baayoosfiiriin akkaataa ho’aatti jijjiirama. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Akkasumas, akkan yaadutti, baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal'achaa jiruuf sirna lubbuun jiraachuu keessatti itti fufinsaan of ijaaraa akka jiru kan agarsiisu ragaa xiqqoo molakiyuulaa jira.	Baayoosfiiriin gonkumaa hin jijjiiramu.	contradiction	"[textblock(text='false.\n\nkeeyyata kana keessatti, ""baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal\'achaa jiruuf sirna lubbuun jiraachuu keessatti itti fufinsaan of ijaaraa akka jiru kan agarsiisu ragaa xiqqoo molakiyuulaa jira"" jedha. kana jechuun, baayoosfiiriin yeroo darbe irraa kaasee jijjiirama xiqqoo agarsiisuusaa ibsa. kanaafuu, baayoosfiiriin gonkumaa hin jijjiiramu jechuun deebii sirrii miti. deebiin ""false"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Akkasumas, akkan yaadutti, baayoosfiiriin tuuta hidda dhalootaa itti fufiinsaan babal'achaa jiruuf sirna lubbuun jiraachuu keessatti itti fufinsaan of ijaaraa akka jiru kan agarsiisu ragaa xiqqoo molakiyuulaa jira.\nQuestion: Baayoosfiiriin gonkumaa hin jijjiiramu. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Utaalcha sanaan, kiristaalli idilee odeeffannoo baay’ee koodii hin danda’u.	Kiristaalonni idilee meeshaa odeeffannoo kuusaa baay’ee ol’aanaa dha.	contradiction	"[textblock(text=""false.\n\nkiristaalonni idilee odeeffannoo baay'ee koodii hin danda'u jechuun himamee jira. kanaafuu, kiristaalonni idilee meeshaa odeeffannoo kuusaa baay'ee ol'aanaa dha jechuun deebiin sirrii miti."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Utaalcha sanaan, kiristaalli idilee odeeffannoo baay’ee koodii hin danda’u.\nQuestion: Kiristaalonni idilee meeshaa odeeffannoo kuusaa baay’ee ol’aanaa dha. True, False, or Neither?\nAnswer:'}]}]	contradiction
Utaalcha sanaan, kiristaalli idilee odeeffannoo baay’ee koodii hin danda’u.	Kiristaalonni idilee odeeffannoo koodii  gochuuf baay’ee faayidaa hin qaban.	entailment	"[textblock(text='true.\n\nhiikkaan keenya akkas jedha: ""kiristaalonni idilee odeeffannoo baay\'ee koodii hin danda\'u."" kana jechuun, kiristaalonni idilee odeeffannoo koodii gochuuf baay\'ee faayidaa hin qaban jechuudha. kanaafuu, deebiin ""true"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Utaalcha sanaan, kiristaalli idilee odeeffannoo baay’ee koodii hin danda’u.\nQuestion: Kiristaalonni idilee odeeffannoo koodii  gochuuf baay’ee faayidaa hin qaban. True, False, or Neither?\nAnswer:'}]}]	entailment
Utaalcha sanaan, kiristaalli idilee odeeffannoo baay’ee koodii hin danda’u.	Kiristaalonni gosa biroo kanneen odeeffannoo teessuma lafaa ifa laayizerii fayyadamuun koodii gochuuf baay’ee faayidaa qaban jiru.	neutral	"[textblock(text='deebiin gaaffii kanaaf ""neither"" ta\'a. sababni isaas, odeeffannoon kenname gahaa miti. kiristaalonni gosa adda addaa odeeffannoo teessuma lafaa koodii gochuuf fayyadaman akka jiran ibsameera, garuu gosa kamtu akkanatti fayyadama kan jedhu hin ibsamne. kanaafuu deebii ""true"" ykn ""false"" kennuuf ragaan gahaan hin jiru.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Utaalcha sanaan, kiristaalli idilee odeeffannoo baay’ee koodii hin danda’u.\nQuestion: Kiristaalonni gosa biroo kanneen odeeffannoo teessuma lafaa ifa laayizerii fayyadamuun koodii gochuuf baay’ee faayidaa qaban jiru. True, False, or Neither?\nAnswer:'}]}]	contradiction
Kanarraa kan ka’e, ga’eessonni daa’imman mana barumsaa duraa tapha fakkeessaatiin barsiisuu hin barbaachisan, akkuma yeroo tokko tokko yeroo isaan gargaaran hibboo ykn hojiiwwan kana fakkaatan adda baasuuf godhan.	Daa’imman mana barumsaa duraa uumamaan tapha fakkeessaa taphachuu caalaa hibboo furuu irratti fooyya’oodha.	contradiction	"[textblock(text='deebiin gaaffii kanaaf ""neither"" ta\'a. sababni isaas:\n\n1. yaadni kanarraa ka\'e daa\'imman mana barumsaa duraa tapha fakkeessaa taphachuu hin barbaachisan jechuun sirrii miti. daa\'imman uumamaan tapha fakkeessaa taphachuuf hawwii qaban. \n\n2. garuu, yaadni daa\'imman mana barumsaa duraa hibboo furuu irratti tapha fakkeessaa caalaa fooyya\'oo akka ta\'an ibsu hin jiru.\n\nkanaafuu, yaadni kun daa\'imman tapha fakkeessaa taphachuu hin barbaachisan jechuun dogoggora. akkasumas, daa\'imman hibboo furuu irratti tapha fakkeessaa caalaa fooyya\'oo ta\'uu isaanii hin ibsu. kanaaf deebiin ""neither"" ta\'a - yaada lamaan keessaa tokkollee sirrii miti.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kanarraa kan ka’e, ga’eessonni daa’imman mana barumsaa duraa tapha fakkeessaatiin barsiisuu hin barbaachisan, akkuma yeroo tokko tokko yeroo isaan gargaaran hibboo ykn hojiiwwan kana fakkaatan adda baasuuf godhan.\nQuestion: Daa’imman mana barumsaa duraa uumamaan tapha fakkeessaa taphachuu caalaa hibboo furuu irratti fooyya’oodha. True, False, or Neither?\nAnswer:'}]}]	neutral
