premise	hypothesis	label	opus	prompt
To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.	To'annaa Qawweetiif karaan hundarra gaariin miila lamaan fayyadamuudha.	contradiction	"[TextBlock(text='Kuni kontiraadikshiniidha. Pireemisiin ""to\'annoo qawwee jechuun harka lama fayyadamuu jechuudha"" jedha, kunis hipoteesisii ""to\'annaa qawweetiif karaan hundarra gaariin miila lamaan fayyadamuudha"" jedhurraa adda ta\'a. Pireemisiin harka lama fayyadamuu irratti xiyyeeffata yoo ta\'u, hipoteesisiin garuu miila lama fayyadamuu irratti xiyyeeffata.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.\nHypothesis: To'annaa Qawweetiif karaan hundarra gaariin miila lamaan fayyadamuudha.\nIs this an entailment, contradiction, or neutral?""}]}]"
To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.	Yoo to'annoo qawwee shaakaluu barbaadde harka lamaan fayyadami.	entailment	"[TextBlock(text=""Kun contradiction dha. \n\nPremise: To'annoo qawwee jechuun harka lama fayyadamuu jechuudha. (To'annoo qawwee jechuun harka tokkoon fayyadamuu jechuudha.)\n\nHypothesis: Yoo to'annoo qawwee shaakaluu barbaadde harka lamaan fayyadami. \n\nPremisiin to'annoo qawwee gochuuf harka tokkoon fayyadamuun ibsameera. Garuu hypothesisiin to'annoo qawwee shaakaluuf harka lamaan fayyadamuun ibsameera. Kanaafuu, premisii fi hypothesis walitti fufaa miti. Isaan wal-didan."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.\nHypothesis: Yoo to'annoo qawwee shaakaluu barbaadde harka lamaan fayyadami.\nIs this an entailment, contradiction, or neutral?""}]}]"
Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.	Eessaa akka dhufe hin beeku garuu saffisaa dha.	entailment	"[TextBlock(text='Kana contradiction (mormiidha). Premise keessatti ""eessaa akka dhufe hin beeku"" jedha, garuu hypothesis keessatti ""saffisaa dha"" jedha. Kuni wal-dhabbiidha, sababni isaa yoo eessaa akka dhufe hin beekne ta\'e, saffisaa akka ta\'e hin beeknu waan ta\'eef.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.\nHypothesis: Eessaa akka dhufe hin beeku garuu saffisaa dha.\nIs this an entailment, contradiction, or neutral?'}]}]
Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.	Saffisaan dhufa garuu eessaa dhufuu akka malu akkanatti beeka.	neutral	[TextBlock(text='Contradiction', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.\nHypothesis: Saffisaan dhufa garuu eessaa dhufuu akka malu akkanatti beeka.\nIs this an entailment, contradiction, or neutral?'}]}]
Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.	Suutan dhufa yeroo itti dhufu sirriitti nan beeka.	contradiction	"[TextBlock(text='Kana contradiction dha. Premisiin ""eessaa akka dhufe hin beeku"" jedha, garuu hypothesis-iin ""Suutan dhufa yeroo itti dhufu sirriitti nan beeka"" jedha. Kuni walitti bu\'iinsa uuma.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.\nHypothesis: Suutan dhufa yeroo itti dhufu sirriitti nan beeka.\nIs this an entailment, contradiction, or neutral?'}]}]
Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.	Waa'ee sanaa waan baay'ee hin beeku.	entailment	"[TextBlock(text='Kuni entailment dha. Premisiin ""Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku"" kan jedhu yoo ta\'u, kunis nama premisii waa\'ee wanticha beekumsa gahaa hin qabne ta\'uu agarsiisa. Hypothesis ""Waa\'ee sanaa waan baay\'ee hin beeku"" jechuun yaada kana cimseera. Kanaafuu, premisiin hypothesis kana hammata (entails).', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.\nHypothesis: Waa'ee sanaa waan baay'ee hin beeku.\nIs this an entailment, contradiction, or neutral?""}]}]"
Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.	Dhimma jaalalaa keessatti ani wallaalaadha.	neutral	"[TextBlock(text=""Kana irratti bu'uura kennameera, kaayyoon isaas kan walitti bu'u miti. Sababni isaas:\n\nWanti duraan kenname waa'ee dhugaa dubbachuu fi waan namni beeku ykn hin beekne irratti kan xiyyeeffatedha. Garuu kaayyoon kenname waa'ee dhimma jaalalaati. Dhimmi jaalalaas dhimma adda ta'eedha, dhimma dhugaa dubbachuu waliin walitti hin fidamu. \n\nKanaafuu, wanti duraan kenname fi kaayyoon wal hin caalchisan, wal hin faallessan, garuu walitti bu'iinsa (neutral) qaba jechuudha. Sababni isaas mata duree garaagaraa irratti kan xiyyeeffataniidha."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.\nHypothesis: Dhimma jaalalaa keessatti ani wallaalaadha.\nIs this an entailment, contradiction, or neutral?'}]}]
Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.	Waggootaaf qo'achaan jira.	contradiction	"[TextBlock(text='Kana irratti hundaa\'uun, kaayyoon fi yaanni armaan olitti kenname walitti hin dhufu. Sababni isaas, yaanni ""Waggootaaf qo\'achaan jira"" kan jedhu waa\'ee yeroo dheeraa haala qo\'annoo keessa jiraachuu ibsa. Garuu kaayyoon ""Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu"" kan jedhu waa\'ee wantoota beekuu fi hin beekne dubbata malee yeroo dheeraa qo\'annoo geggeessuu irratti hin xiyyeeffatu. Kanaafuu, deebiin ""neutral"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.\nHypothesis: Waggootaaf qo'achaan jira.\nIs this an entailment, contradiction, or neutral?""}]}]"
Eeyyen isheen baayyee gaarii turte ishee beekta.	Isheen nama dinqisiistuu akka turte waan beektu natti fakkaata.	neutral	"[TextBlock(text='Kana entailment (kan wal-caaluu) dha. Sababni isaas:\n\nPremise keessatti ""Eeyyen isheen baayyee gaarii turte ishee beekta"" jedha. Kana jechuun isheen gaarii akka turte ni beeka jechuudha.\n\nHypothesis keessatti immoo ""Isheen nama dinqisiistuu akka turte waan beektu natti fakkaata"" jedha. Nama dinqisiisuu jechuun gaarii ta\'uu kan agarsiisudha. \n\nKanaafuu, premise fi hypothesis keessatti yaadni wal-fakkaatu jira. Premisen isheen gaarii akka turte ibsiti. Hypothesis isheen nama dinqisiistuu (gaarii) akka turte agarsiifti. Kanaafuu premise yaada hypothesis keessaa caalee ibsiti. Kunis entailment (wal-caaluu) ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Eeyyen isheen baayyee gaarii turte ishee beekta.\nHypothesis: Isheen nama dinqisiistuu akka turte waan beektu natti fakkaata.\nIs this an entailment, contradiction, or neutral?'}]}]
Eeyyen isheen baayyee gaarii turte ishee beekta.	Lakki isheen gara-jabeettii turte.	contradiction	"[TextBlock(text='Kuni kontiraadikshiniidha. Pireemisiin ""Eeyyen isheen baayyee gaarii turte"" jedha, kun immoo haypootheesisii ""Lakki isheen gara-jabeettii turte"" jedhuun wal-dhabamsiisa. Pireemisiin isheen gaarii akka turte ibsitu yoo ta\'u, haypootheesisiin garuu isheen gara-jabeettii akka turte ibsiti. Kanaafuu, pireemisii fi haypootheesisiin wal-dhabamoo dha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Eeyyen isheen baayyee gaarii turte ishee beekta.\nHypothesis: Lakki isheen gara-jabeettii turte.\nIs this an entailment, contradiction, or neutral?'}]}]
Eeyyen isheen baayyee gaarii turte ishee beekta.	Eeyyee baayyee gaarii turte.	entailment	"[TextBlock(text=""Kana deebisuu hin danda'u, sababa afaan Oromoo hin beekneef. Gaaffii kana afaan Ingiliffaatti yoo naaf jijjiirtan nan ilaala."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Eeyyen isheen baayyee gaarii turte ishee beekta.\nHypothesis: Eeyyee baayyee gaarii turte.\nIs this an entailment, contradiction, or neutral?'}]}]
Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.	Iddoo duwwaa bitachuuf yaada dhiheesse.	contradiction	"[TextBlock(text=""Kana contradiction (mormiidha). Sababni isaas:\n\nPremise keessatti, eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse jedha. Kunis iddoo duwwaa bitachuu osoo hin taane, iddoo fayyadamaa jiru irratti waan dabalataa argachuu akka yaada dhiyeeffame agarsiisa.\n\nGaruu hypothesis keessatti immoo, iddoo duwwaa bitachuuf yaada akka dhiyeeffame ibsameera. \n\nKanaafuu, premise fi hypothesis waliin mormu (contradict). Premise keessatti iddoo fayyadamaa jiru irratti waan dabalataa argachuu yaada dhiyeeffame yoo ta'u, hypothesis keessatti garuu iddoo haaraa duwwaa bitachuu yaada dhiyeeffame."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.\nHypothesis: Iddoo duwwaa bitachuuf yaada dhiheesse.\nIs this an entailment, contradiction, or neutral?'}]}]
Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.	Innis Haxooftuu barbaaduuf yaada dhiheesse.	entailment	"[TextBlock(text='Kana xiinxaluuf, premise fi hypothesis keessatti waan ibsame ilaaluu qabna.\n\nPremise: Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.\nKana jechuun namichi yaada haxooftuu argachuu ibsuu isaa agarsiisa.\n\nHypothesis: Innis Haxooftuu barbaaduuf yaada dhiheesse.\nKunis namichi haxooftuu barbaaduu isaa ibsa.\n\nPremise fi hypothesis lamaanuu namichi haxooftuu barbaaduu/argachuu yaada dhiheessuu isaa ibsu. Kanaafuu, premise hypothesis kana cimsa (entails). Deebiin ""entailment"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.\nHypothesis: Innis Haxooftuu barbaaduuf yaada dhiheesse.\nIs this an entailment, contradiction, or neutral?'}]}]
Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.	Dhiiga sana Haxooftuudhan qulqulleessuu barbaade.	neutral	"[TextBlock(text=""Kana irratti hundaa'uun, kaayyoon kee fi yaanni dhiheessite wal-qabatee hin mul'atu. Kanaafuu, deebiin 'neutral' ta'a. Sababni isaas:\n\n1. Premisiin waa'ee fayyadama uh um a uh um haxooftuu ibsa, garuu dhiiga qulqulleessuu irratti waan hin ibsineef. \n\n2. Hipoteesisiin garuu waa'ee dhiiga haxooftuutiin qulqulleessuu barbaachuu ibsa, kan premisii waliin kallattiidhaan wal-hin simuuf.  \n\nWaan premisii fi hipoteesisiin wal-sime ykn wal-dide ibsu hin qabu, deebiin isaanii 'neutral' ta'a."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.\nHypothesis: Dhiiga sana Haxooftuudhan qulqulleessuu barbaade.\nIs this an entailment, contradiction, or neutral?'}]}]
Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.	Dhukaasni kun yoo xiqqaate bakka ani jiraadhu irraa fageenya maayilii 100 irratti ture.	contradiction	"[TextBlock(text='Kun kontiraadikishiniidha. Pireemisiin ""daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname"" jedha. Bilookiin sadii maayilii 100 caalaa xiqqaadha. Kanaafuu, hipoteesisiin ""Dhukaasni kun yoo xiqqaate bakka ani jiraadhu irraa fageenya maayilii 100 irratti ture"" kan jedhu pireemisicha morma.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.\nHypothesis: Dhukaasni kun yoo xiqqaate bakka ani jiraadhu irraa fageenya maayilii 100 irratti ture.\nIs this an entailment, contradiction, or neutral?'}]}]
Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.	Dhukaasni mana kootti dhihoo waan tureef ala ba'uuf na sodaachisa.	neutral	"[TextBlock(text=""Kuni dhugumatti entailment dha. Waliigaltee keessatti, dhukaasni daandii saffisaa irratti baname mana isaanii irraa bilookii sadii fagaata. Hypothesis keessatti, dhukaasni mana isaaniitti dhihoo waan tureef ala ba'uuf isaan sodaachisa. Kanaafuu, hypothesis sun waliigaltee irraa kallattiidhaan hordofama."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.\nHypothesis: Dhukaasni mana kootti dhihoo waan tureef ala ba'uuf na sodaachisa.\nIs this an entailment, contradiction, or neutral?""}]}]"
Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.	Naannoo mana kootti dhukaasni baname, dhuguma naannoo kana keessa gaarii miti.	entailment	"[TextBlock(text='Kuni dhuguma (entailment) dha. Pireemisiin ""Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname"" jedha. Kuni hipoteesisa ""Naannoo mana kootti dhukaasni baname, dhuguma naannoo kana keessa gaarii miti"" kan jedhu ni cimsa. Pireemisii fi hipooteesisiin lamaanuu naannoon sun akka gaarii hin taane ibsu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.\nHypothesis: Naannoo mana kootti dhukaasni baname, dhuguma naannoo kana keessa gaarii miti.\nIs this an entailment, contradiction, or neutral?'}]}]
ah-hah sun dhugaadha dhuguma ah walsimaa miti.	Ani si waliin walii hin galu, baay'ee walsima.	contradiction	"[TextBlock(text=""Ani afaan Oromoo hin beeku, kanaafuu gaaffii kee deebisuu hin danda'u. Dhiifama naaf godhi.\n\nTranslation: I don't know the Oromo language, so I cannot answer your question. My apologies."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: ah-hah sun dhugaadha dhuguma ah walsimaa miti.\nHypothesis: Ani si waliin walii hin galu, baay'ee walsima.\nIs this an entailment, contradiction, or neutral?""}]}]"
ah-hah sun dhugaadha dhuguma ah walsimaa miti.	Waa'ee walsimannaa isaa sirrii ta'uu dandeessa jedheen yaada.	neutral	"[TextBlock(text='Kana irratti hundaa\'uun, kaayyoon fi yaanni armaan olii wal-dhabdee (contradiction) fakkaata. Sababni isaas, yaanni ""Waa\'ee walsimannaa isaa sirrii ta\'uu dandeessa"" jechuun walsimni sirrii ta\'uu akka danda\'u agarsiisa. Garuu, kaayyoon ""ah-hah sun dhugaadha dhuguma ah walsimaa miti"" jechuun walsimni dhugaa akka hin taane ibsa. Kanaafuu, kaayyoo fi yaanni kun wal-dhabdee qabu.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: ah-hah sun dhugaadha dhuguma ah walsimaa miti.\nHypothesis: Waa'ee walsimannaa isaa sirrii ta'uu dandeessa jedheen yaada.\nIs this an entailment, contradiction, or neutral?""}]}]"
ah-hah sun dhugaadha dhuguma ah walsimaa miti.	Waa'ee isaa ati sirrii dha wal hin simne.	entailment	"[TextBlock(text='Waa\'ee kana irratti odeeffannoo gahaa hin qabu, garuu akka yaada kiyyatti ""neutral"" ta\'a. Sababni isaas, premise fi hypothesis gidduutti walitti dhufeenya ifa ta\'e hin mul\'atu. Premise keessatti wanti dhugaa fi dhugaa hin taane jiraachuu isaa ibsameera, garuu hypothesis keessatti waa\'ee walsimuu ykn wal simsiisuurratti ka\'ameera. Kanaafuu, premise hypothesis hin cimsu, hin falmus (hin mormu).', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: ah-hah sun dhugaadha dhuguma ah walsimaa miti.\nHypothesis: Waa'ee isaa ati sirrii dha wal hin simne.\nIs this an entailment, contradiction, or neutral?""}]}]"
Achuma obsaan turuuf yaalaan jira	Ani fannifamuu yaalaan jira.	entailment	"[TextBlock(text='Kuni kan agarsiisu ""neutral"" dha. Sababni isaas:\n\nPremise: Achuma obsaan turuuf yaalaan jira (Achitti obsaan turuu yaalaa jiru) jechuun achitti rakkina tokko obsaan furuuf yaalaa akka jiran agarsiisa. \n\nHypothesis: Ani fannifamuu yaalaan jira jechuun garuu ofii isaanii miidhamuu/rakkachuu/gidirfamuu yaalu jechuu dha.\n\nKanaafuu, premise fi hypothesis wal hin madaalani. Premise keessatti achitti obsaan rakkoo furuu yaalu jechuudha, hypothesis keessatti garuu ofii isaanii miidhamuu/rakkachuu yaalu jechuudha. Kanaafuu, premise hypothesis hin madaalu, hin mormus (neutral).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Achuma obsaan turuuf yaalaan jira\nHypothesis: Ani fannifamuu yaalaan jira.\nIs this an entailment, contradiction, or neutral?'}]}]
Achuma obsaan turuuf yaalaan jira	Dhuguma waanan danda'u hunda gochaan jira.	neutral	"[TextBlock(text='Kuni kan agarsiisu wanti hiikaan ibsame fi wanti hiikaan himame wal-dhufeenyaa qabaachuu isaati (entailment). Sababni isaas, hiikaan ""Achuma obsaan turuuf yaalaan jira"" jechuun waan nama danda\'amu hunda gochuuf yaaluu kan ibsuudha. Kunis, hiikoo ""Dhuguma waanan danda\'u hunda gochaan jira"" jedhu ni cimsa. Kanaafuu, hiikaan jalqabaa kan lammataa ni mirkaneessa jechuudha.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Achuma obsaan turuuf yaalaan jira\nHypothesis: Dhuguma waanan danda'u hunda gochaan jira.\nIs this an entailment, contradiction, or neutral?""}]}]"
Achuma obsaan turuuf yaalaan jira	Ani gadhiisa malee of duuba hin ilaalu.	contradiction	"[TextBlock(text='Kuni kan agarsiisu wanti tokko kan biraa wajjin wal-qabatee akka hin taane dha (neutral). Sababni isaas:\n\nAchuma obsaan turuuf yaalaan jira (premise) jechuun nama tokko rakkoo ykn haala isa mudateef obsaan akka furmaata barbaadu agarsiisa. \n\nAni gadhiisa malee of duuba hin ilaalu (hypothesis) garuu jechuun, namni sun waan darbe irraatti akka hin xiyyeeffanne fi fuula duraatti akka ilaaluu qabu agarsiisa.\n\nKanaafuu, yaadni ijoon (premise) waan darbe irratti akka hin xiyyeeffanne kan hin ibsine waan ta\'eef, yaada lammaffaa (hypothesis) bifa kallattiin hin deeggaruu (entailment miti). Akkasumas, yaadni lamaan bifa kallattiin wal-hin faallessan (contradiction miti). Kanaafuu, wal-qabatee dhabuu ""neutral"" ta\'uu agarsiisa.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Achuma obsaan turuuf yaalaan jira\nHypothesis: Ani gadhiisa malee of duuba hin ilaalu.\nIs this an entailment, contradiction, or neutral?'}]}]
Seensa karra teeknooloojiitti gara egeree nii seenna.	Dursitoota egeree teeknooloojiif barbaachisan ijaaraa jirra.	entailment	"[TextBlock(text='Kana irratti hundaa\'uun, kaayyoon fi yaanni guddaan akka waliigalaatti wal-simachuu danda\'a, garuu yaanni guddaan sun kallattiidhaan yaada guddaa irraa hin maddu. Kanaafuu, deebiin ""neutral"" ta\'a. Sababni isaas, yaanni guddaan sun akkaataa itti yaada guddaa keessaa madduun ifa miti.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Seensa karra teeknooloojiitti gara egeree nii seenna.\nHypothesis: Dursitoota egeree teeknooloojiif barbaachisan ijaaraa jirra.\nIs this an entailment, contradiction, or neutral?'}]}]
Seensa karra teeknooloojiitti gara egeree nii seenna.	Tiraanzistara ni ijaarra, kanaaf egereen keenya sammuu namtolcheen kan hoogganamu ta'a.	neutral	"[TextBlock(text=""Kuni kan agarsiisu wanti premise keessatti ibsame hypothesis waliin wal-qabatee akka hin jirre ykn neutral akka ta'e dha. Sababni isaas:\n\nPremise keessatti waa'ee teeknooloojiitti gara egeree akka seenan ibsameera, garuu waa'ee tiraanzistara ijaarsuu ykn egereen keenya sammuu namtolcheen kan hoogganamu ta'u hin ibsamin jira. \n\nHypothesis keessatti garuu waa'ee tiraanzistara ijaarsuu fi egereen sammuu namtolcheen kan hoogganamu ta'u ibsameera. \n\nKanaaf, premise fi hypothesis gidduu wal-qabanni kallattii hin jiru. Premise keessatti wanti hypothesis keessatti ibsame hin caalamu (entailment miti) ykn hin faalleessu (contradiction miti). Kanaaf, deebiin 'neutral' ta'a."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Seensa karra teeknooloojiitti gara egeree nii seenna.\nHypothesis: Tiraanzistara ni ijaarra, kanaaf egereen keenya sammuu namtolcheen kan hoogganamu ta'a.\nIs this an entailment, contradiction, or neutral?""}]}]"
Seensa karra teeknooloojiitti gara egeree nii seenna.	Teeknooloojiin akka hin milkoofne ittisuu barbaanna.	contradiction	[TextBlock(text='Kuni kontiraadikishinii dha. Pireemisiin teeknooloojiin gara fuula duraatti akka nu geessu dubbata, garuu haaypoothesisiin teeknooloojiin akka hin milkoofne ittisuu akka barbaannu dubbata. Kanaafuu, yaanni pireemisii fi haaypoothesisii wal-dhabdi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Seensa karra teeknooloojiitti gara egeree nii seenna.\nHypothesis: Teeknooloojiin akka hin milkoofne ittisuu barbaanna.\nIs this an entailment, contradiction, or neutral?'}]}]
Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.	Yoo baay’ate, jiiniiwwan walakkaa qofti diimaa-cuqulisatti jijjiiramuu danda’u.	contradiction	"[TextBlock(text='Kun falmii (contradiction) dha. \n\nWaliigalteen ""Fakkeenyaaf, yoo baay\'ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu"" jedha. Kunis jiiniiwwan hundi osoo hin hafiin diimaa-cuqulisatti jijjiiramuu isaanii agarsiisa.\n\nGaruu, tilmaamni ""Yoo baay\'ate, jiiniiwwan walakkaa qofti diimaa-cuqulisatti jijjiiramuu danda\'u"" jedha. Kunis jiiniiwwan muraasni (walakkaan) qofa osoo hin taane, hundi akka hin jijjiiramne agarsiisa. \n\nKanaafuu, waliigalteen jiiniiwwan hundi akka jijjiiramaniif ibsa, tilmaamni garuu walakkaa qofa akka jijjiiramaniif ibsa waan ta\'eef, yaanni lamaan kun wal-falmii (contradiction) qaba.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.\nHypothesis: Yoo baay’ate, jiiniiwwan walakkaa qofti diimaa-cuqulisatti jijjiiramuu danda’u.\nIs this an entailment, contradiction, or neutral?'}]}]
Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.	Jiiniiwwaniif halluu jijjiiruun ni danda'ama.	entailment	"[TextBlock(text='Kana irratti hundaa\'uun, kaayyoon fi qabiyyeen himamaa walitti bu\'uu hin fakkaatu. Kanaafuu, deebiin ""neutral"" ta\'a. Sababni isaas:\n\nFakkeenyaafni waa\'ee jiiniiwwan hedduu yoo baay\'atan diimaa-cuqulisatti jijjiiramuu dubbata. Kunis jiiniiwwan hundi halluu jijjiiramuu danda\'u jechuudha. \n\nGaruu, himannaan ""Jiiniiwwaniif halluu jijjiiruun ni danda\'ama"" jechuun jiiniiwwan muraasaaf (hunda miti) halluu jijjiiruun akka danda\'amu agarsiisa. \n\nKanaafuu, fakkeenyaafni waa\'ee jiiniiwwan hunda, yommuu baay\'atan haala kamiin akka jijjiiramanii dubbatu, himannaan garuu waa\'ee jiiniiwwan muraasa qofa halluu jijjiirachuu irratti xiyyeeffata. Kana jechuun himannaa fi fakkeenyaafni guutummaatti wal hin huumne. Itti dabaluunis, himannaan fakkeenyaaf sana hin mormu. Kanaafuu, deebiin ""neutral"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.\nHypothesis: Jiiniiwwaniif halluu jijjiiruun ni danda'ama.\nIs this an entailment, contradiction, or neutral?""}]}]"
Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.	Yeroo tokko tokko jiiniin sunis gara halluu cuqulisaas ta’uu danda’a.	neutral	"[TextBlock(text='Kana irratti hundaa\'uun, kaayyoon fi yaadni guddaan akka armaan gadiitti ibsame:\n\nPremise: Fakkeenyaaf, yoo baay\'ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.\nHypothesis: Yeroo tokko tokko jiiniin sunis gara halluu cuqulisaas ta\'uu danda\'a.\n\nKana irraa kan hubatamu, yaadni guddaan (premise) jiiniiwwan hundi yeroo baay\'ee diimaa-cuqulisatti akka jijjiiraman ibsa. Garuu, kaayyoon (hypothesis) immoo yeroo tokko tokko jiiniin sunis gara halluu cuqulisaatti akka jijjiiramuu danda\'u ibsa.\n\nKanaafuu, yaadni guddaan (premise) fi kaayyoon (hypothesis) wal-dhabuu (contradiction) agarsiisu. Sababni isaas, yaadni guddaan jiiniiwwan hundi diimaa-cuqulisatti akka jijjiiraman yoo ibsu, kaayyoon garuu jiiniin tokko tokko halluu cuqulisaatti akka jijjiiramuu danda\'an ibsa waan ta\'eef.\n\nDeebiin sirrii ""contradiction"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Fakkeenyaaf, yoo baay’ate, jiiniiwwan hundinuu diimaa-cuqulisatti jijjiiramu.\nHypothesis: Yeroo tokko tokko jiiniin sunis gara halluu cuqulisaas ta’uu danda’a.\nIs this an entailment, contradiction, or neutral?'}]}]
