premise	hypothesis	label	opus	prompt
Lakki isaan ammallee daawwannaa irra jiru dhuma jaatamaa irraa eegalee daawwannaa taasisaa turan.	Dhiheenya kana daawwannaa isaanii xumuraniiru.	contradiction	"[TextBlock(text='Neither.\n\nSababni isaas:\n- Yaadni ""Lakki isaan ammallee daawwannaa irra jiru"" jedhu isaan daawwannaa irra akka jiran agarsiisa.\n- Garuu ""dhuma jaatamaa irraa eegalee daawwannaa taasisaa turan"" jechuun yeroo ammaa osoo hin taane, darbe irratti akka dubbatu agarsiisa. \n- Kanaafuu daawwannaan isaanii amma xumurameeraa miti jennee murteessuu hin dandeenyu. Yaadni kun odeeffannoo gahaa hin kennu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lakki isaan ammallee daawwannaa irra jiru dhuma jaatamaa irraa eegalee daawwannaa taasisaa turan.\nQuestion: Dhiheenya kana daawwannaa isaanii xumuraniiru. True, False, or Neither?\nAnswer:'}]}]
Akkamitti erobiksii hojjetta turte.	Akkamitti erobiksii akka hojjettu ibsuu dandeessaa?	entailment	"[TextBlock(text='Neither.\n\nSababni isaas, gaaffiin ""Akkamitti erobiksii akka hojjettu ibsuu dandeessaa?"" jedhu deebii ""Eyyee"" ykn ""Lakki"" gaafata malee ibsa akkamitti erobiksii akka hojjetu hin gaafatu. Keeyyanni ""Akkamitti erobiksii hojjetta turte."" jedhu waa\'ee darbe dubbata, garuu gaaffiin ammaa waa\'ee dandeettii nama gaafatamee kan ammaa dubbata. Kanaafuu, gaaffii fi keeyyanni wal hin simu, deebiin isaas ""Eyyee"" ykn ""Lakki"" ta\'uu hin danda\'u.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akkamitti erobiksii hojjetta turte.\nQuestion: Akkamitti erobiksii akka hojjettu ibsuu dandeessaa? True, False, or Neither?\nAnswer:'}]}]
Akkamitti erobiksii hojjetta turte.	Sochii onnee fi ujummoolee dhiigaa tokko tokko waan na barbaachisuuf erobiksii irratti fedhiin qaba.	neutral	"[TextBlock(text='True.\n\nErobiksiin sochii qaamaa waan ta\'eef, ujummoolee dhiigaa fi onnee akka cimsuuf gargaara. Kanaafuu, erobiksii irratti fedhii qabaachuun faayidaa qaba. Deebiin ""True"" sirriidha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akkamitti erobiksii hojjetta turte.\nQuestion: Sochii onnee fi ujummoolee dhiigaa tokko tokko waan na barbaachisuuf erobiksii irratti fedhiin qaba. True, False, or Neither?\nAnswer:'}]}]
Akkamitti erobiksii hojjetta turte.	Maaloo waa'ee erobiksii dubbachuu dhiisaa.	contradiction	"[TextBlock(text='True.\n\nGaaffiin ""Maaloo waa\'ee erobiksii dubbachuu dhiisaa"" jedhu deebii ""True"" qaba. Sababni isaas, gaaffiin kun waa\'ee erobiksii dubbachuu akka dhiifnu nu gaafata waan ta\'eef. Kanaafuu, deebiin sirrii ta\'e ""True"" dha.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Akkamitti erobiksii hojjetta turte.\nQuestion: Maaloo waa'ee erobiksii dubbachuu dhiisaa. True, False, or Neither?\nAnswer:""}]}]"
Tole sun gaarii dha ani waa'ee sanaa hin yaadnen ture eeyyee.	Sun yaada gadhee ani torban darbe gatedha.	contradiction	"[TextBlock(text='Neither.\n\nSababni isaas, yaada gadhee ati torban darbe gatte jechuun himaa keessatti hin ibsamne. Himichi ""Tole sun gaarii dha ani waa\'ee sanaa hin yaadnen ture eeyyee"" jedha malee, yaada gadhee yoom akka gatte hin ibsu.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tole sun gaarii dha ani waa'ee sanaa hin yaadnen ture eeyyee.\nQuestion: Sun yaada gadhee ani torban darbe gatedha. True, False, or Neither?\nAnswer:""}]}]"
Tole sun gaarii dha ani waa'ee sanaa hin yaadnen ture eeyyee.	Sun qabxii gaarii dha.	entailment	"[TextBlock(text='True.\n\n""Tole sun gaarii dha"" jechuun ""That is a good point"" jechuudha. Kanaafuu, gaaffii ""Sun qabxii gaarii dha. True, False, or Neither?"" jedhuuf deebiin ""True"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tole sun gaarii dha ani waa'ee sanaa hin yaadnen ture eeyyee.\nQuestion: Sun qabxii gaarii dha. True, False, or Neither?\nAnswer:""}]}]"
Tole sun gaarii dha ani waa'ee sanaa hin yaadnen ture eeyyee.	Yaadi wal-faallaa ati kaafte qabxii gaarii dha.	neutral	"[TextBlock(text='Neither.\n\nSababni isaas, gaaffii keessatti yaada wal-faalaa kaafame hin jiru. Keeyyanni ""Tole sun gaarii dha ani waa\'ee sanaa hin yaadnen ture eeyyee"" kan jedhu qofa dha malee, yaada wal-faalaa kaafame hin qabu.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tole sun gaarii dha ani waa'ee sanaa hin yaadnen ture eeyyee.\nQuestion: Yaadi wal-faallaa ati kaafte qabxii gaarii dha. True, False, or Neither?\nAnswer:""}]}]"
Kunuunsa guyyaa torbanitti guyyaa lama kunuunsa guyyaa angafaa lammii jedhaniiti waamu garuu gara giddugala angafa lammii deemti.	Kunuunsi guyyaa daa'imman umuriin isaanii waggaa shan gadi ta'e qofaaf guyyaa hunda banaadha.	contradiction	"[TextBlock(text=""Neither.\n\nSababa:\nYaadni kun deebii ifa ta'e hin qabu. Keeyyanni waa'ee kunuunsa guyyaa daa'imman umuriin isaanii waggaa shan gadi ta'e homaa hin ibsu. Keeyyanni waa'ee kunuunsa guyyaa torbanitti guyyaa lama banamuufi gara giddugala angafa lammii deemuu dubbata malee waa'ee umuriin daa'immanii homaa hin ibsu. Kanaaf deebiin 'True' ykn 'False' ta'uu hin danda'u."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kunuunsa guyyaa torbanitti guyyaa lama kunuunsa guyyaa angafaa lammii jedhaniiti waamu garuu gara giddugala angafa lammii deemti.\nQuestion: Kunuunsi guyyaa daa'imman umuriin isaanii waggaa shan gadi ta'e qofaaf guyyaa hunda banaadha. True, False, or Neither?\nAnswer:""}]}]"
Kunuunsa guyyaa torbanitti guyyaa lama kunuunsa guyyaa angafaa lammii jedhaniiti waamu garuu gara giddugala angafa lammii deemti.	Maanguddoonni lammii yoo danda’an torbanitti al lamaa ol akka deemaniif ni hayyamamaaf.	neutral	"[TextBlock(text='Neither.\n\nKaayyoon keenya kan ibsame kunuunsa guyyaa torbanitti guyyaa lama kunuunsa guyyaa angafaa lammii jedhaniiti waamu garuu gara giddugala angafa lammii deemuu dha. Garuu waa\'ee maanguddoonni lammii yoo danda\'an torbanitti al lamaa ol akka deemaniif hayyamuu hin ibsine. Kanaaf deebiin ""Neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kunuunsa guyyaa torbanitti guyyaa lama kunuunsa guyyaa angafaa lammii jedhaniiti waamu garuu gara giddugala angafa lammii deemti.\nQuestion: Maanguddoonni lammii yoo danda’an torbanitti al lamaa ol akka deemaniif ni hayyamamaaf. True, False, or Neither?\nAnswer:'}]}]
Kunuunsa guyyaa torbanitti guyyaa lama kunuunsa guyyaa angafaa lammii jedhaniiti waamu garuu gara giddugala angafa lammii deemti.	Kunuunsa guyyaa maanguddootaa jechuun waamu garuu wiirtuu maanguddootaa jedhama.	entailment	"[TextBlock(text='True.\n\nKunuunsa guyyaa maanguddootaa jechuun waamu garuu wiirtuu maanguddootaa jedhama. Kana jechuun:\n- Kunuunsa guyyaa torbanitti guyyaa lama kennamu maanguddootaaf taasifamuuf ""kunuunsa guyyaa maanguddootaa"" jedhama.\n- Garuu bakka itti geggeeffamu ""wiirtuu maanguddootaa"" (adult day care center) jedhama malee ""gara giddugala angafa lammii"" hin jedhamu.\n\nKanaaf deebiin ""True"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kunuunsa guyyaa torbanitti guyyaa lama kunuunsa guyyaa angafaa lammii jedhaniiti waamu garuu gara giddugala angafa lammii deemti.\nQuestion: Kunuunsa guyyaa maanguddootaa jechuun waamu garuu wiirtuu maanguddootaa jedhama. True, False, or Neither?\nAnswer:'}]}]
Sun galma isaanii ture oo.	Wanti isaan carraaqaa turaniif kanuma.	entailment	"[TextBlock(text='Neither.\n\nSababni isaas, himoota lamaan keessaa wal-dhabdee hin qabu. Himni jalqabaa ""Sun galma isaanii ture oo."" jedha, kunis waan isaan galma godhatan ibsa. Himni lammaffaan immoo ""Wanti isaan carraaqaa turaniif kanuma."" jedha, kunis sababii isaan waan tokko godhaniif ibsa. Garuu, himoota lamaanuu keessatti waa\'ee waan wal-fakkaatuutu ibsameera malee wal-dhabdee hin qabu. Kanaafuu, deebiin ""Neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sun galma isaanii ture oo.\nQuestion: Wanti isaan carraaqaa turaniif kanuma. True, False, or Neither?\nAnswer:'}]}]
Sun galma isaanii ture oo.	Sun gonkumaa waan isaan barbaadan hin turre.	contradiction	"[TextBlock(text='True.\n\nSababni isaas, ""Sun galma isaanii ture oo"" jechuun sun waan isaan barbaadan ture jechuu dha. Kanaafuu, ""Sun gonkumaa waan isaan barbaadan hin turre"" jechuun deebii sirrii ta\'e kennuuf ni danda\'ama.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sun galma isaanii ture oo.\nQuestion: Sun gonkumaa waan isaan barbaadan hin turre. True, False, or Neither?\nAnswer:'}]}]
Sun galma isaanii ture oo.	Kaayyoo isaanii galmaan gahaniiru.	neutral	"[TextBlock(text='Neither.\n\nSababni isaas, himni ""Sun galma isaanii ture oo"" jechuun kaayyoo isaanii galmaan gahuun isaanii hin ibsu. Galma isaanii ture jechuun kaayyoo isaanii galmaan gahan moo hin geenye jechuun hin danda\'amu. Waa\'ee kaayyoo isaanii galmaan gahuun isaanii odeeffannoo gahaa hin kennu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sun galma isaanii ture oo.\nQuestion: Kaayyoo isaanii galmaan gahaniiru. True, False, or Neither?\nAnswer:'}]}]
To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.	Dhukaasa qawwee dogoggoraa hunda keessaa walakkaan isaa harka tokkoon fayyadamuu irraa kan maddudha.	neutral	"[TextBlock(text='Deebiin sirrii ta\'e ""True"" dha.\n\nDhukaasa qawwee dogoggoraa hunda keessaa walakkaan isaa harka tokkoon fayyadamuu irraa kan maddudha jechuun deebii sirrii ta\'e. Sababni isaas, to\'annoo qawwee jechuun harka lama fayyadamuu jechuudha. Kanaafuu, yoo harka tokkoon qawwee qabanne, to\'annoo qawwee dogoggoraa ta\'a. Kunis dhukaasa qawwee dogoggoraa hedduu fida.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.\nQuestion: Dhukaasa qawwee dogoggoraa hunda keessaa walakkaan isaa harka tokkoon fayyadamuu irraa kan maddudha. True, False, or Neither?\nAnswer:'}]}]
To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.	To'annaa Qawweetiif karaan hundarra gaariin miila lamaan fayyadamuudha.	contradiction	"[TextBlock(text='Deebiin ""Neither"" ta\'a. Sababni isaas:\n\nTo\'annoo qawwee jechuun harka lama fayyadamuu jechuudha. Kana jechuun to\'annoo qawweetiif harka fayyadamuun hin danda\'amu. \n\nGaruu deebii keessatti ""To\'annaa Qawweetiif karaan hundarra gaariin miila lamaan fayyadamuudha"" jedha. Kunis sirrii miti. Sababni isaas to\'annoo qawweetiif miila fayyadamuun hin danda\'amu. \n\nKanaafuu, deebiin ""To\'annaa Qawweetiif karaan hundarra gaariin miila lamaan fayyadamuudha"" jedhu sirrii miti. Garuu deebiin ""false"" ta\'us hin ta\'u, sababni isaas to\'annoo qawweetiif miila fayyadamuun hin danda\'amu jechuun sirrii waan hin taaneef. \n\nKanaafuu deebiin gaaffii kanaa ""Neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.\nQuestion: To'annaa Qawweetiif karaan hundarra gaariin miila lamaan fayyadamuudha. True, False, or Neither?\nAnswer:""}]}]"
To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.	Yoo to'annoo qawwee shaakaluu barbaadde harka lamaan fayyadami.	entailment	"[TextBlock(text='False.\n\nSababni isaas, ""To\'annoo qawwee jechuun harka lama fayyadamuu jechuudha"" jedha. Kana jechuun to\'annoo qawwee yoo shaakaluu barbaadde harka lamaan fayyadamuun hin danda\'amu. Harka tokkoon qofa fayyadamuun barbaachisaadha.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""To’annoo qawwee jechuun harka lama fayyadamuu jechuudha.\nQuestion: Yoo to'annoo qawwee shaakaluu barbaadde harka lamaan fayyadami. True, False, or Neither?\nAnswer:""}]}]"
Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.	Eessaa akka dhufe hin beeku garuu saffisaa dha.	entailment	"[TextBlock(text='Neither.\n\nDubbiin ""Eessaa akka dhufe hin beeku garuu saffisaa dha"" jedhu deebii kennameef hin galu. Sababni isaas:\n\n1. Gaaffiin ""Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku"" jedhu waa\'ee eessaa akka dhufe osoo hin beekiin battaluma bakka tokkoo akka dhufe dubbata.\n\n2. Garuu deebiin ""Eessaa akka dhufe hin beeku garuu saffisaa dha"" jedhu waa\'ee saffisaa ta\'uu isaa dubbata, kunis gaaffii duraanii waliin wal hin simu.\n\nKanaafuu, gaaffii fi deebiin kennaman wal hin siman. Deebiin ""True"" ykn ""False"" ta\'uu hin danda\'u. Deebiin sirrii ta\'e ""Neither"" dha, sababni isaas gaaffii fi deebiin wal hin simneefi.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.\nQuestion: Eessaa akka dhufe hin beeku garuu saffisaa dha. True, False, or Neither?\nAnswer:'}]}]
Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.	Saffisaan dhufa garuu eessaa dhufuu akka malu akkanatti beeka.	neutral	"[TextBlock(text='Neither.\n\nSababni isaas:\n1. Battaluma bakka tokko irraa akka dhufu dubbatameera, garuu eessaa akka dhufe hin beekamu.\n2. Saffisaan akka dhufu dubbatameera, garuu eessaa dhufuu akka malu hin ibsamne.\n\nKanaafuu deebiin ""True"" ykn ""False"" ta\'uu hin dandeenye. Odeeffannoon kennaman gahaa miti deebii sirrii kennuuf. Akkasumas odeeffannoo walfaalaa ta\'e hin jiru. Kanaaf deebiin gaaffii kanaaf ""Neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.\nQuestion: Saffisaan dhufa garuu eessaa dhufuu akka malu akkanatti beeka. True, False, or Neither?\nAnswer:'}]}]
Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.	Suutan dhufa yeroo itti dhufu sirriitti nan beeka.	contradiction	"[TextBlock(text='Neither.\n\nSababni isaas, dubbiin ""Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku"" jedhu waa\'ee eessaa akka dhuftan ibsa. Garuu inni ""Suutan dhufa yeroo itti dhufu sirriitti nan beeka"" jedhu immoo waa\'ee yeroo dhuftan beekuu keessan ibsa.\n\nKanaafuu, himoota lamaanuu wal hin madaalani. Tokkoffaan bakka irraa dhuftan ilaallata, inni lammaffaan immoo yeroo dhuftan ilaallata. Bu\'aan isaas deebiin gaaffii kanaa \'true\' ykn \'false\' ta\'uu hin dandeessu. Deebiin sirrii ta\'e \'neither\' dha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akkasumas ah, garuu battaluma bakka tokko irraa dhufa, garuu eessaa akka dhufe hin beeku.\nQuestion: Suutan dhufa yeroo itti dhufu sirriitti nan beeka. True, False, or Neither?\nAnswer:'}]}]
Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.	Waa'ee sanaa waan baay'ee hin beeku.	entailment	"[TextBlock(text='True.\n\nSababni isaas, ""Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu"" jechuun waa\'ee wanticha waan baay\'ee hin beekne agarsiisa. Kanaafuu deebiin ""True"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.\nQuestion: Waa'ee sanaa waan baay'ee hin beeku. True, False, or Neither?\nAnswer:""}]}]"
Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.	Dhimma jaalalaa keessatti ani wallaalaadha.	neutral	"[TextBlock(text='Deebiin sirrii ta\'e ""Neither"" dha. Sababni isaas:\n\n1. Gaaffiin ""Dhimma jaalalaa keessatti ani wallaalaadha"" kan jedhu gaaffii haaraa waan ta\'eef, deebii ""True"" ykn ""False"" hin fudhatu. \n\n2. Gaaffiin jalqabaa waa\'ee dhugaa dubbachuu irratti kan xiyyeeffate yoo ta\'u, gaaffiin lammataa garuu dhimma jaalalaa irratti kan xiyyeeffatedha. Kanaafuu, gaaffileen kun wal hin simann.\n\n3. Odeeffannoo kennameera irraa ka\'uudhaan dhimma jaalalaa irratti wallaalaa ta\'uu ykn wallaalaa hin taane jedhamee murteessuun hin danda\'amu. \n\nWaan kana ta\'eef, gaaffii kanaaf deebiin ""Neither"" ta\'uu qaba jechuun yaada koo nan kaa\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.\nQuestion: Dhimma jaalalaa keessatti ani wallaalaadha. True, False, or Neither?\nAnswer:'}]}]
Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.	Waggootaaf qo'achaan jira.	contradiction	"[TextBlock(text='Neither.\n\nSababa:\nDubbiin ""Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu"" jedhu waa\'ee qo\'annoo waggootaaf taasifamaa jiru homaa hin ibsu. Kanaafuu deebiin ""True"" ykn ""False"" ta\'uu hin danda\'u. Dubbiin kun waa\'ee wanta namichi beekuu fi hin beekne irratti kan xiyyeeffate malee yeroo hammam qo\'atamaa akka ture hin ibsu. Kanaafuu deebiin gaaffii kanaaf ""Neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Lakki, dhugaa dubbachuuf ani wantichaan wal hin beeku jedheen hin yaadu.\nQuestion: Waggootaaf qo'achaan jira. True, False, or Neither?\nAnswer:""}]}]"
Eeyyen isheen baayyee gaarii turte ishee beekta.	Isheen nama dinqisiistuu akka turte waan beektu natti fakkaata.	neutral	"[TextBlock(text='True.\n\nSababni isaas:\n- Dubbiin ""Eeyyen isheen baayyee gaarii turte ishee beekta"" jedhu isheen nama gaarii akka turte agarsiisa.\n- Gaaffiin ""Isheen nama dinqisiistuu akka turte waan beektu natti fakkaata"" jedhu yaada kana cimsuuf deebii ""True"" barbaada. Namni gaarii yoo ta\'e, nama dinqisiisuu hin danda\'u.\n\nKanaafuu, deebiin ""True"" ta\'uu isaa dubbii jalqabaa irraa hubachuu dandeenya.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Eeyyen isheen baayyee gaarii turte ishee beekta.\nQuestion: Isheen nama dinqisiistuu akka turte waan beektu natti fakkaata. True, False, or Neither?\nAnswer:'}]}]
Eeyyen isheen baayyee gaarii turte ishee beekta.	Lakki isheen gara-jabeettii turte.	contradiction	"[TextBlock(text='Neither.\n\nThe given statement ""Eeyyen isheen baayyee gaarii turte ishee beekta"" translates to ""Yes, she was very good, you know her."" This doesn\'t directly confirm or deny whether she was brave (gara-jabeettii). \n\nWithout additional context about her character, we can\'t conclusively say the statement ""Lakki isheen gara-jabeettii turte"" (No, she was brave) is true or false based solely on the information provided. The initial statement focuses on her being good, but doesn\'t specify in what way, so bravery is neither confirmed nor ruled out.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Eeyyen isheen baayyee gaarii turte ishee beekta.\nQuestion: Lakki isheen gara-jabeettii turte. True, False, or Neither?\nAnswer:'}]}]
Eeyyen isheen baayyee gaarii turte ishee beekta.	Eeyyee baayyee gaarii turte.	entailment	"[TextBlock(text='True.\n\nThe given statement ""Eeyyen isheen baayyee gaarii turte ishee beekta"" translates to ""Yes, she was very good, you know her."" This implies that the speaker agrees with the statement ""Eeyyee baayyee gaarii turte"" which means ""Yes, she was very good.""\n\nTherefore, the answer to the question ""Eeyyee baayyee gaarii turte. True, False, or Neither?"" is True.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Eeyyen isheen baayyee gaarii turte ishee beekta.\nQuestion: Eeyyee baayyee gaarii turte. True, False, or Neither?\nAnswer:'}]}]
Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.	Iddoo duwwaa bitachuuf yaada dhiheesse.	contradiction	"[TextBlock(text='Neither.\n\nYaada ati dhiheessite ""Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse."" jechuudha, iddoo duwwaa bitachuu ilaalchisee waan hin ibsineef.\n\nKanaafuu, yaada ati dhiheessite keessatti iddoo duwwaa bitachuu ilaalchisee wanti ibsame hin jiru. Deebiin ""True"" ykn ""False"" ta\'uu hin danda\'u. Deebiin sirrii ta\'e ""Neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.\nQuestion: Iddoo duwwaa bitachuuf yaada dhiheesse. True, False, or Neither?\nAnswer:'}]}]
Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.	Innis Haxooftuu barbaaduuf yaada dhiheesse.	entailment	"[TextBlock(text='Deebiin ""Neither"" ta\'a. Sababni isaas:\n\n1. Gaaffiin ""Innis Haxooftuu barbaaduuf yaada dhiheesse"" kan jedhu himaa duraa irratti kan hundaa\'e miti. Himaani duraani waa\'ee yaada haxooftuu argachuu irratti kan ka\'e yoo ta\'u, gaaffiin garuu waa\'ee yaada haxooftuu barbaaduuf dhiheessuu irratti kan ka\'edha. Kanaafuu, gaaffii fi himaa gidduu walitti dhufeenyi ifa ta\'e hin jiru.\n\n2. Himaa jalqabaa keessatti eenyutu yaada dhiheesse ifa miti. ""ati"" jechuun nama 2ffaa (2nd person) kan agarsiisu yoo ta\'u, gaaffiin garuu waa\'ee nama 3ffaa (3rd person) ""Inni"" kan jedhuu gaafata. Kanaafuu, gaaffiin deebii ""True"" ykn ""False"" kennuuf ragaa gahaa hin qabu.\n\nWaan gaaffii fi himaa gidduu walitti dhufeenyi ifa ta\'e hin jirreef, akkasumas ragaan gahaan waan hin jirreef deebiin gaaffii kanaa ""Neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.\nQuestion: Innis Haxooftuu barbaaduuf yaada dhiheesse. True, False, or Neither?\nAnswer:'}]}]
Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.	Dhiiga sana Haxooftuudhan qulqulleessuu barbaade.	neutral	"[TextBlock(text='Deebiin gaaffii kanaaf ""Neither"" ta\'a. Sababni isaas:\n\n1. Gaaffiin kun waa\'ee dhiiga qulqulleessuu irratti kan xiyyeeffate yoo ta\'u, garuu yaanni ati duraan dhiheessite waa\'ee fayyadama haxooftuu irratti ture, osoo dhiiga irratti hin xiyyeeffatin. \n\n2. Gaaffii fi yaada dhiheessite gidduutti walitti dhufeenyi ifa ta\'e hin mul\'atu. Gaaffiin dhiiga qulqulleessuu irratti kan xiyyeeffate yoo ta\'u, yaadni ati dhiheessite garuu waa\'ee fayyadama haxooftuu irratti ture.\n\n3. Gaaffiin ""dhugaa"" ykn ""soba"" jedhee deebii kennisiisuu hin dandeenye, sababni isaas gaaffii fi yaada dhiheessite gidduutti walitti dhufeenyi ifa ta\'e hin jiru.  \n\nKanaafuu, gaaffii kana ""dhugaa"" ykn ""soba"" jechuun deebisuu hin danda\'amu. Deebiin sirrii ta\'e ""Neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Eeyyen akkuma ati fayyadamtu uh um a uh um haxooftuu akka argattu yaada dhiheesse.\nQuestion: Dhiiga sana Haxooftuudhan qulqulleessuu barbaade. True, False, or Neither?\nAnswer:'}]}]
Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.	Dhukaasni kun yoo xiqqaate bakka ani jiraadhu irraa fageenya maayilii 100 irratti ture.	contradiction	"[TextBlock(text=""Neither.\n\nSababni isaas:\n- Gaaffiin waa'ee fageenya dhukaasa baname gaafate, garuu deebiin 'true', 'false', ykn 'neither' jechuun deebisuu hin danda'amu.\n- Yaanni keessatti kenname dhukaasichi daandii saffisaa mana namichaa irraa gara bilookii sadii fagaatu irratti akka baname dubbata. Bilookiin sadii maayilii 100 caalaa xiqqaadha.\n- Kanaafuu deebiin gaaffii kanaaf lakkoofsaan (fakkeenyaaf maayilii 0.3) ykn bilookaan (bilookii 3) deebisuu danda'a malee 'true', 'false' ykn 'neither' jechuun deebisuu hin danda'amu."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.\nQuestion: Dhukaasni kun yoo xiqqaate bakka ani jiraadhu irraa fageenya maayilii 100 irratti ture. True, False, or Neither?\nAnswer:'}]}]
Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.	Dhukaasni mana kootti dhihoo waan tureef ala ba'uuf na sodaachisa.	neutral	"[TextBlock(text=""True.\n\nSababni isaas:\n- Dhukaasni daandii saffisaa mana isaanii irraa gara bilookii sadii fagaatu irratti baname.\n- Dhukaasni baayyee hamaa waan ta'eef ala ba'uun sodaachisaa ta'a.\n\nKanaafuu, dhukaasni mana isaaniitti dhihoo waan tureef ala ba'uuf isaan sodaachisuu himni armaan olii ni ibsa."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Bakki kun dhugumatti baayyee hamaadha, daandii saffisaa mana keenya irraa gara bilookii sadii fagaatu irratti dhukaasni baname.\nQuestion: Dhukaasni mana kootti dhihoo waan tureef ala ba'uuf na sodaachisa. True, False, or Neither?\nAnswer:""}]}]"
