Unnamed: 0,premise,hypothesis,label,output
261,"Easily integrated into British society, it was a non-Catholic church school that allowed graduating Israeli children from Eastern Europe to move to the affluent Westmount neighbourhood or relocate to Toronto.",Eastern European Jews get along well with everyone.,contradiction,Neutral
262,"Easily integrated into British society, it was a non-Catholic church school that allowed graduating Israeli children from Eastern Europe to move to the affluent Westmount neighbourhood or relocate to Toronto.",The Jews are unwelcome to the rest of the community.,neutral,Contradiction
263,"Easily integrated into British society, it was a non-Catholic church school that allowed graduating Israeli children from Eastern Europe to move to the affluent Westmount neighbourhood or relocate to Toronto.",The Jews were made easy by the Anglo community.,entailment,Neutral.
264,"If possible, learn the game in advance.",Don't plot at first; it will ruin the fun later.,contradiction,Neutral
265,"If possible, learn the game in advance.","Try to understand the plot in advance, if you can.",entailment,Neutral.
266,"If possible, learn the game in advance.",You'll have an easier class if you understand the plot of the book,neutral,Neutral
267,"Its burial chambers, 27 meters (88 feet) underground, are made of limestone and cover 1,200 square meters (13,000 square feet).",He is buried more than twenty meters underground.,entailment,Entailment
268,"Its burial chambers, 27 meters (88 feet) underground, are made of limestone and cover 1,200 square meters (13,000 square feet).",He was an important public figure.,neutral,Neutral
269,"Its burial chambers, 27 meters (88 feet) underground, are made of limestone and cover 1,200 square meters (13,000 square feet).",Its burial vaults are made of wood.,contradiction,Contradiction
270,Remember to hide all items carried away from the monkeys.,Hide your possessions from the monkeys.,entailment,Entailment
271,Remember to hide all items carried away from the monkeys.,"The monkey has taken an interest in many things, including yours.",neutral,Neutral
272,Remember to hide all items carried away from the monkeys.,You don't have to hide your things from the monkeys.,contradiction,Contradiction
273,"About fourteen hundred years before the king's court was sent, Milreu was a great house in the land of a nobleman.",Milreu was 10 miles from reaching anything.,neutral,Neutral
274,"About fourteen hundred years before the king's court was sent, Milreu was a great house in the land of a nobleman.",Milreu was out in the field.,entailment,Contradiction
275,"About fourteen hundred years before the king's court was sent, Milreu was a great house in the land of a nobleman.",Milreu was right in the heart of the city.,contradiction,Contradiction.
276,The warm ocean varies between 18o and 24o C (64-75o F).,Temperatures in the oceans fluctuate constantly but never go below freezing.,entailment,Neutral.
277,The warm ocean varies between 18o and 24o C (64-75o F).,The temperature of the sea remains constant throughout the year.,contradiction,Contradiction
278,The warm ocean varies between 18o and 24o C (64-75o F).,"Note that the temprecha is greatest during the day, when it is warm.",neutral,Neutral.
279,Kinabalu National Park is one of six protected areas in the country,Kinabalu National Park is home to ten elephants and six rhinos.,neutral,Neutral.
280,Kinabalu National Park is one of six protected areas in the country,"The country has protected the meneo, including Kinabalu National Park.",entailment,Neutral.
281,Kinabalu National Park is one of six protected areas in the country,There are a total of three protected areas in the nation.,contradiction,Contradiction
282,You'll see a video of Anna and Amsterdam's storyline in the basement along with photos and bronzes from the time.,You won't see the pictures.,contradiction,Contradiction
283,You'll see a video of Anna and Amsterdam's storyline in the basement along with photos and bronzes from the time.,You will see a picture.,entailment,Entailment
284,You'll see a video of Anna and Amsterdam's storyline in the basement along with photos and bronzes from the time.,You will see one of the first pictures.,neutral,Neutral
285,"Treasure Beach is the only resort to speak of, with modest hotels overlooking three sandy beaches.",There is little choice of hotels for those visiting Treasure Beach.,entailment,Entailment
286,"Treasure Beach is the only resort to speak of, with modest hotels overlooking three sandy beaches.",There is one four - star hotel for tourists visiting Treasure Beach.,neutral,Contradiction
287,"Treasure Beach is the only resort to speak of, with modest hotels overlooking three sandy beaches.",Treasure Beach is one of the many attractions in the area.,contradiction,Contradiction
288,Summer brings warmer weather and warmer seas and makes it ideal for water sports,It's always 100 degrees or more in the summer.,contradiction,Contradiction
289,Summer brings warmer weather and warmer seas and makes it ideal for water sports,That's 75 in the summer.,neutral,Neutral.
290,Summer brings warmer weather and warmer seas and makes it ideal for water sports,Summers are hot and humid.,entailment,Neutral.
291,"Among the pools is one inhabited by Visitors who toss a coin in hopes of cutting off the head of a single turtle, a sure way to achieve good fortune.",People never throw money away because it's bad luck.,contradiction,Contradiction
292,"Among the pools is one inhabited by Visitors who toss a coin in hopes of cutting off the head of a single turtle, a sure way to achieve good fortune.",People throw pennies in even though the sign says they shouldn't.,neutral,Contradiction
293,"Among the pools is one inhabited by Visitors who toss a coin in hopes of cutting off the head of a single turtle, a sure way to achieve good fortune.",People toss coins into the water.,entailment,Entailment.
294,"The port city of Nifplio makes a perfect base for visiting the area, or perhaps a place to have lunch during your visit.",Nafplio has beautiful scenery.,neutral,Neutral
295,"The port city of Nifplio makes a perfect base for visiting the area, or perhaps a place to have lunch during your visit.",Nafplio is a bad place.,contradiction,Contradiction
296,"The port city of Nifplio makes a perfect base for visiting the area, or perhaps a place to have lunch during your visit.",Nafplio is the perfect home.,entailment,Neutral
297,"In Prinsengracht, Otto Frank and his family hid in the attics of their business for two years before they were discovered.",Otto Frank was kidnapped the next day.,contradiction,Contradiction
298,"In Prinsengracht, Otto Frank and his family hid in the attics of their business for two years before they were discovered.",Otto Frank went into hiding for more than 25 months.,entailment,Contradiction
299,"In Prinsengracht, Otto Frank and his family hid in the attics of their business for two years before they were discovered.",Otto Frank hid until the Nazis caught up with him.,neutral,Entailment
300,Many city and local governments have additional inspection requirements.,Local governments create their own laws.,neutral,Neutral.
301,Many city and local governments have additional inspection requirements.,Local governments don't have any requirements.,contradiction,Contradiction
302,Many city and local governments have additional inspection requirements.,There are additional inspection issues depending on the local governments.,entailment,Entailment
303,The information security team produces between 8 and 12 sessions per month.,The security team has an average of 9 sessions per month.,neutral,Neutral
304,The information security team produces between 8 and 12 sessions per month.,The security team holds a session every day of the month.,contradiction,Contradiction
305,The information security team produces between 8 and 12 sessions per month.,The safety group holds several sessions a year.,entailment,Neutral.
306,"However, the original Engineering was completed ahead of schedule.",The engineer had an earlier time,entailment,Contradiction
307,"However, the original Engineering was completed ahead of schedule.",Engineering occurred only in the final stage.,contradiction,Contradiction
308,"However, the original Engineering was completed ahead of schedule.","Without preparation time, engineering can rush to the next steps.",neutral,Contradiction
309,"As a result, government decision makers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.",Government representatives are changing their tactics.,entailment,Entailment
310,"As a result, government decision makers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.",Government representatives try to increase their authority by taking differences into account.,neutral,Neutral
311,"As a result, government decision makers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.",representatives of the government have refused to change their way of life,contradiction,Contradiction
312,Case files need to be translated for clients who read a language other than English.,Case files are allowed to be in English.,contradiction,Contradiction
313,Case files need to be translated for clients who read a language other than English.,Case files may be written in Chinese or Russian.,neutral,Neutral.
314,Case files need to be translated for clients who read a language other than English.,Case files may be stored in other languages.,entailment,Neutral
315,Other current or planned efforts include:,The efforts of many are on the way.,neutral,Entailment
316,Other current or planned efforts include:,We haven't planned anything for the future.,contradiction,Contradiction
317,Other current or planned efforts include:,We have something planned.,entailment,Entailment
318,"Add to this such factors as short deadlines, unending deletion of files, and failure to access necessary documents.",They deleted computer files from IBM.,neutral,Neutral
319,"Add to this such factors as short deadlines, unending deletion of files, and failure to access necessary documents.",They deleted the original computer file.,entailment,Entailment
320,"Add to this such factors as short deadlines, unending deletion of files, and failure to access necessary documents.",They kept all the original files.,contradiction,Contradiction
321,"Then, the same representative who walked in the first time visited the new provider to answer questions and discuss the problems represented in the sample of claims.",delegates visited for an hour,neutral,Contradiction
322,"Then, the same representative who walked in the first time visited the new provider to answer questions and discuss the problems represented in the sample of claims.",There was a representative visit.,entailment,Entailment
323,"Then, the same representative who walked in the first time visited the new provider to answer questions and discuss the problems represented in the sample of claims.",He hasn't gone for a walk yet.,contradiction,Contradiction
324,"Not only does saving affect the amount of savings, but savings also affect the choice of savings.",Whether a person saves money or not is determined by his possessions.,entailment,Contradiction
325,"Not only does saving affect the amount of savings, but savings also affect the choice of savings.",wealth and savings are often unrelated,contradiction,Contradiction
326,"Not only does saving affect the amount of savings, but savings also affect the choice of savings.",Wealthy people are more likely to save a large portion of their income.,neutral,Neutral.
327,"For example, one company we spied on had a two-company partnership that wanted the company to be able to combine new business and renovation to meet the needs of a growing business.","Although there were two mergers, there was no need for the company to go through a restructuring of the rating system.",contradiction,Contradiction
328,"For example, one company we spied on had a two-company partnership that wanted the company to be able to combine new business and renovation to meet the needs of a growing business.",Mergers and restructurings created a chaotic work environment.,neutral,Neutral
329,"For example, one company we spied on had a two-company partnership that wanted the company to be able to combine new business and renovation to meet the needs of a growing business.",We looked at a company that had won two deals and needed a quick restructuring to meet their business needs.,entailment,Contradiction
330,"plan, we were concerned that the payment would be approved before we could confirm that the transport had actually taken place.",We knew the payback would take forever.,contradiction,Contradiction
331,"plan, we were concerned that the payment would be approved before we could confirm that the transport had actually taken place.",We assumed the payment would be made before the confirmation.,entailment,Entailment
332,"plan, we were concerned that the payment would be approved before we could confirm that the transport had actually taken place.",We thought the payment might be premature and fraudulent.,neutral,Entailment
333,"Technology is closely linked to the business process in these organizations because technology is seen as a means to facilitate business, not just a tool.",Advanced scheduling software is one of the key technologies businesses are considering.,neutral,Neutral
334,"Technology is closely linked to the business process in these organizations because technology is seen as a means to facilitate business, not just a tool.","Technology is merely a tool, not a business tool.",contradiction,Contradiction
335,"Technology is closely linked to the business process in these organizations because technology is seen as a means to facilitate business, not just a tool.",This business is more focused on technology.,entailment,Contradiction
336,Two concepts that emerge from the literature may be useful in setting the tone for future research.,Texts can change the way we analyze samples.,neutral,Neutral
337,Two concepts that emerge from the literature may be useful in setting the tone for future research.,Books can change the course of research for years to come,entailment,Neutral
338,Two concepts that emerge from the literature may be useful in setting the tone for future research.,There's nothing else to do in terms of changing the research.,contradiction,Contradiction
339,The line marked with boxes indicates the level of well-being of the email along with the lines marked with diamonds indicates the technical disadvantages (as negative) of transferring work to another party.,Lines calculates that the welfare rate of mailers is 10%.,neutral,Contradiction
340,The line marked with boxes indicates the level of well-being of the email along with the lines marked with diamonds indicates the technical disadvantages (as negative) of transferring work to another party.,Lines don't show anything but the way.,contradiction,Contradiction
341,The line marked with boxes indicates the level of well-being of the email along with the lines marked with diamonds indicates the technical disadvantages (as negative) of transferring work to another party.,The lines show the amount of prosperity in all the postmen.,entailment,Contradiction
342,"Based on this risk assessment, Centrelink established specific prevention strategies aimed at educating targeted audiences and employers on income reporting requirements.",Centrelink did not know how to deal with the problem.,contradiction,Contradiction
343,"Based on this risk assessment, Centrelink established specific prevention strategies aimed at educating targeted audiences and employers on income reporting requirements.",Centrelink had a lot of strategies to teach people how to report income because the government lost a lot of money in errors.,neutral,Neutral
344,"Based on this risk assessment, Centrelink established specific prevention strategies aimed at educating targeted audiences and employers on income reporting requirements.",Centrelink had many strategies to teach people how to report income.,entailment,Entailment
345,This allowed design demonstrations before companies made costly investments in manufacturing equipment and instruments to build a production model representative of the demonstration phases.,So they could demonstrate how the model worked.,entailment,Entailment
346,This allowed design demonstrations before companies made costly investments in manufacturing equipment and instruments to build a production model representative of the demonstration phases.,They could convince the company that it was unwise to build a new garage.,neutral,Neutral.
347,This allowed design demonstrations before companies made costly investments in manufacturing equipment and instruments to build a production model representative of the demonstration phases.,They didn't know how to show the effects of investing.,contradiction,Contradiction
348,South Carolina's concerted efforts produced further successes the following year.,No one in South Carolina worked together.,contradiction,Contradiction
349,South Carolina's concerted efforts produced further successes the following year.,The SC worked together.,entailment,Entailment
350,South Carolina's concerted efforts produced further successes the following year.,Members of the Democratic and Republican parties are working together.,neutral,Neutral
351,"According to a Board official, the Board's Section 605 (b) disclosure document was not provided separately to the Small Business Administration (SBA) General Counsel for Advocacy.",The board did not give the SBA a certificate and left the matter to the auditor's office.,neutral,Contradiction
352,"According to a Board official, the Board's Section 605 (b) disclosure document was not provided separately to the Small Business Administration (SBA) General Counsel for Advocacy.",The board did not issue the SBA certificates.,entailment,Contradiction
353,"According to a Board official, the Board's Section 605 (b) disclosure document was not provided separately to the Small Business Administration (SBA) General Counsel for Advocacy.",The board issued SBA certificates daily to anyone who directly applied.,contradiction,Contradiction
354,"When a match is held for hotel and other payments, verification of the actual trip will be done.",Many hotels accept card payments,neutral,Neutral
355,"When a match is held for hotel and other payments, verification of the actual trip will be done.",The trip itself will be justified by the restaurant's expense.,entailment,Contradiction
356,"When a match is held for hotel and other payments, verification of the actual trip will be done.",There is no way to ascertain whether or not the actual voyage took place.,contradiction,Contradiction
357,"For example, one large city we visited is home to more than 600 software companies.",Capital cities are prime locations for software companies.,neutral,Neutral
358,"For example, one large city we visited is home to more than 600 software companies.",One large city is home to a number of software companies.,entailment,Entailment
359,"For example, one large city we visited is home to more than 600 software companies.",Software companies target capital cities for legal reasons.,contradiction,Neutral
360,"In measurement efficiency, perfection cannot be achieved.",You can be perfect if you try hard.,contradiction,Contradiction
361,"In measurement efficiency, perfection cannot be achieved.",It cannot be perfect.,entailment,Entailment
362,"In measurement efficiency, perfection cannot be achieved.",You cannot be perfect because we all have our faults.,neutral,Neutral.
363,The man who was in the house and rented Hazmi and Mihdhar a room in 2000 is a law-abiding citizen with a long history of contact with the police.,Hazmi and Mihdhar bought a house without consulting anyone.,contradiction,Contradiction
364,The man who was in the house and rented Hazmi and Mihdhar a room in 2000 is a law-abiding citizen with a long history of contact with the police.,"Hazmi and Mihdhar rented a room for a year, for $500 a day.",neutral,Neutral.
365,The man who was in the house and rented Hazmi and Mihdhar a room in 2000 is a law-abiding citizen with a long history of contact with the police.,Hazmi and Mihdhar rented a room.,entailment,Entailment
366,"For their journey to Bosnia, see Investigative Report, an interview with an al Qaeda member from Saudi Arabia, October 3, 2001.",An al Qaeda member traveled to Bosnia 18 times in 2001.,neutral,Neutral.
367,"For their journey to Bosnia, see Investigative Report, an interview with an al Qaeda member from Saudi Arabia, October 3, 2001.",The al Qaeda affiliate went to Bosnia.,entailment,Entailment
368,"For their journey to Bosnia, see Investigative Report, an interview with an al Qaeda member from Saudi Arabia, October 3, 2001.",There is no evidence of any al Qaeda member going to Bosnia.,contradiction,Contradiction
369,Jane asked the New York agent assigned to Mihdhar's search to sign a FISA acceptance form showing the agent understood how she should handle FISA information.,Jane asked for a FISA consent form to be signed by a federal judge.,neutral,Contradiction
370,Jane asked the New York agent assigned to Mihdhar's search to sign a FISA acceptance form showing the agent understood how she should handle FISA information.,Jane requested that the FISA form be signed.,entailment,Entailment
371,Jane asked the New York agent assigned to Mihdhar's search to sign a FISA acceptance form showing the agent understood how she should handle FISA information.,Jane said no admission to FISA has significance.,contradiction,Contradiction
372,Nothing is known about any of them except for the security detail that was essential to the actual inspection station.,Shocking evidence was uncovered during the inspection.,contradiction,Contradiction
373,Nothing is known about any of them except for the security detail that was essential to the actual inspection station.,Surveillance is largely dependent on what the agent is thinking.,neutral,Neutral
374,Nothing is known about any of them except for the security detail that was essential to the actual inspection station.,Surveillance was unable to detect any evidence against them.,entailment,Neutral
375,"Khallad has put forward a second theory, namely that the three traveled together to Karachi.",Khallad said that he did not know anything about the three.,contradiction,Contradiction
376,"Khallad has put forward a second theory, namely that the three traveled together to Karachi.",Khallad said the three could travel together.,entailment,Neutral
377,"Khallad has put forward a second theory, namely that the three traveled together to Karachi.",Khallad said there was a 50% chance the three went to Karachi together in October.,neutral,Contradiction
378,"Investigative report, interviewed by Binalshibh, October 1, 2002.",Binalshibh was questioned by an FBI task force.,neutral,Neutral
379,"Investigative report, interviewed by Binalshibh, October 1, 2002.",Binalshibh was examined in 2002.,entailment,Entailment
380,"Investigative report, interviewed by Binalshibh, October 1, 2002.",Binalshibh was not released and disappeared.,contradiction,Neutral
381,"Mihdhar was granted a new visa, two days after a meeting with the CIA-FBI in New York.",Mihdhar had a US visa to enter the country.,entailment,Entailment
382,"Mihdhar was granted a new visa, two days after a meeting with the CIA-FBI in New York.","Mihdhar did not get a visa, so he did not come to the United States.",contradiction,Contradiction
383,"Mihdhar was granted a new visa, two days after a meeting with the CIA-FBI in New York.",Midhari was granted a visa because he was not a threat.,neutral,Neutral
384,"Despite two years of investigation, the FBI was unable to locate the collaborator or discover his true identity.",The FBI couldn't even find the man after he left Florida in 2001.,neutral,Neutral
385,"Despite two years of investigation, the FBI was unable to locate the collaborator or discover his true identity.",The FBI had no way of knowing who the brother was.,entailment,Neutral.
386,"Despite two years of investigation, the FBI was unable to locate the collaborator or discover his true identity.",The FBI found out who he was and put him in jail.,contradiction,Contradiction
387,"In the 11th American case, the last regular contact from the aircraft was at 8:13 a.m.",There were contacts from 11 Americas.,entailment,Contradiction
388,"In the 11th American case, the last regular contact from the aircraft was at 8:13 a.m.",There were calls from 11 Americans every 15 minutes.,neutral,Contradiction
389,"In the 11th American case, the last regular contact from the aircraft was at 8:13 a.m.",There was no communication from the 11 Americas.,contradiction,Contradiction
390,"Realizing that it would require immediate assistance and extensive cooperation from the German government, which would be difficult to obtain.","If completed, the investigation may reveal the hiding place of the three fugitives.",neutral,Neutral
391,"Realizing that it would require immediate assistance and extensive cooperation from the German government, which would be difficult to obtain.",The German government may have had a hard time conducting a quick and definitive investigation.,entailment,Entailment
392,"Realizing that it would require immediate assistance and extensive cooperation from the German government, which would be difficult to obtain.",Investigations will be easier for the government to enforce.,contradiction,Contradiction
393,His capacity was insufficient but little was done to correct this.,They made no major changes to their surveillance program.,neutral,Neutral
394,His capacity was insufficient but little was done to correct this.,They made no effort to change the situation.,entailment,Entailment
395,His capacity was insufficient but little was done to correct this.,They went to the highest standards to fix everything.,contradiction,Contradiction
396,The critic's e-mail shows that he was conflating a wide range of warnings and legal restrictions on the dissemination of information with laws on the use of information from the investigative agencies and criminal agencies.,Critics offered an unmistakable criticism.,contradiction,Neutral
397,The critic's e-mail shows that he was conflating a wide range of warnings and legal restrictions on the dissemination of information with laws on the use of information from the investigative agencies and criminal agencies.,The critic was unclear about many things.,entailment,Entailment
398,The critic's e-mail shows that he was conflating a wide range of warnings and legal restrictions on the dissemination of information with laws on the use of information from the investigative agencies and criminal agencies.,The critic's report was so confused that no one could read it.,neutral,Contradiction
399,"Some officers were assigned to assist in the Stairwell rescue; others were selected to expedite the rescue inside the plaza, the Concourse, and the PATH station.",The officers got their own jobs.,entailment,Entailment
400,"Some officers were assigned to assist in the Stairwell rescue; others were selected to expedite the rescue inside the plaza, the Concourse, and the PATH station.",The officers simply rushed randomly to where they were needed.,contradiction,Contradiction
401,"Some officers were assigned to assist in the Stairwell rescue; others were selected to expedite the rescue inside the plaza, the Concourse, and the PATH station.",Officers were assigned duties according to skill.,neutral,Neutral
402,"On September 9, big news came from Afghanistan.",We received news from Afghanistan.,entailment,Entailment
403,"On September 9, big news came from Afghanistan.",We didn't hear anything from Afghanistan until October.,contradiction,Contradiction
404,"On September 9, big news came from Afghanistan.",We were told about the attack on September 9.,neutral,Neutral.
405,"The lack of communication capability was a key factor in the World Trade Center, the Pentagon, and Somerset County, Pennsylvania, loss zones, where many organizations and many authorities responded.",Communications worked very well on 9/11.,contradiction,Contradiction
406,"The lack of communication capability was a key factor in the World Trade Center, the Pentagon, and Somerset County, Pennsylvania, loss zones, where many organizations and many authorities responded.",People had a hard time communicating in the World Trade Center because there was no electricity and telephone lines were down.,neutral,Neutral.
407,"The lack of communication capability was a key factor in the World Trade Center, the Pentagon, and Somerset County, Pennsylvania, loss zones, where many organizations and many authorities responded.",People had a hard time communicating in the World Trade Center.,entailment,Entailment
408,"A search of readily available data can unlock driver's licenses, vehicle registrations, and telephone directories.",The researchers also requested permission to access academic databases.,neutral,Neutral
409,"A search of readily available data can unlock driver's licenses, vehicle registrations, and telephone directories.",Several types of information were available from existing databases.,entailment,Entailment
410,"A search of readily available data can unlock driver's licenses, vehicle registrations, and telephone directories.",There was no way to get any information about the subjects from existing sources.,contradiction,Contradiction
411,"Claiming to be suspicious of all activities, the manager withdrew and did not engage with Hazmi and Mihdhar, but not before receiving the help they needed.",Msimamazi spoke to security guards at the time and refused to help in the case.,contradiction,Contradiction
412,"Claiming to be suspicious of all activities, the manager withdrew and did not engage with Hazmi and Mihdhar, but not before receiving the help they needed.",The superintendent offered help despite his reluctance.,entailment,Entailment
413,"Claiming to be suspicious of all activities, the manager withdrew and did not engage with Hazmi and Mihdhar, but not before receiving the help they needed.",The aid consisted of money and help in obtaining travel documents.,neutral,Neutral
414,"In 2003, these names were dropped; international terrorism now gets one name, 315.",Every word about terrorism is crowned with the highest importance,neutral,Neutral
415,"In 2003, these names were dropped; international terrorism now gets one name, 315.",All forms of terrorism are labeled the same.,entailment,Contradiction
416,"In 2003, these names were dropped; international terrorism now gets one name, 315.",Any act of terrorism is judged differently depending on the individual.,contradiction,Contradiction
417,"This officer, who witnessed the collapse of the South Tower, told the ESU units in the North Tower in his rescue training.",No one was left in the North Tower after the South Tower collapsed.,contradiction,Contradiction
418,"This officer, who witnessed the collapse of the South Tower, told the ESU units in the North Tower in his rescue training.",The South Tower collapsed 30 minutes before the officer spoke to the ESU units in the North Tower.,neutral,Contradiction
419,"This officer, who witnessed the collapse of the South Tower, told the ESU units in the North Tower in his rescue training.",An officer witnessed the collapse of the South Tower.,entailment,Entailment
420,Indianapolis is the best place for actors to work for many people.,Actors love Indianapolis because of all the movie studios there.,neutral,Neutral.
421,Indianapolis is the best place for actors to work for many people.,"If you're an actor, you should consider moving to Indianapolis.",entailment,Entailment
422,Indianapolis is the best place for actors to work for many people.,"It's hard to get a job in Indianapolis if you're in acting and film, because Indianapolis is a tech city.",contradiction,Contradiction
423,"We provide support by phone twenty-four hours a day, seven days a week through our online pandemic prevention tool, as well as through a direct line for parents.",The only way to get in touch with us is by letter or e-mail.,contradiction,Contradiction
424,"We provide support by phone twenty-four hours a day, seven days a week through our online pandemic prevention tool, as well as through a direct line for parents.","We are available by phone, 24 hours a day.",entailment,Entailment
425,"We provide support by phone twenty-four hours a day, seven days a week through our online pandemic prevention tool, as well as through a direct line for parents.",We get over a hundred calls every Monday through Friday.,neutral,Neutral
426,"After all, these boxes will remain sealed long after all the other gifts have been opened.",These are your boxes and,neutral,Neutral
427,"After all, these boxes will remain sealed long after all the other gifts have been opened.",These boxes will be opened before any other gifts.,contradiction,Contradiction
428,"After all, these boxes will remain sealed long after all the other gifts have been opened.",These boxes will not be opened for a while.,entailment,Entailment
429,"If we keep the price low, we need your help as a small charity partner to reach our resolution.","To keep our ticket prices under $10, we need all our viewers to donate $25.",neutral,Contradiction
430,"If we keep the price low, we need your help as a small charity partner to reach our resolution.","We could lower our prices if we wanted to, without your money, but our boss loves his luxuries.",contradiction,Contradiction
431,"If we keep the price low, we need your help as a small charity partner to reach our resolution.",Your donation helps us to keep prices low.,entailment,Entailment
432,"has helped make it possible for us to provide guidance, encouragement and entertainment to nearly 400 children in the Indianapolis area.","For our fundraiser, we were able to invite Beyonce to come to the Indianapolis Orphans Festival.",neutral,Neutral
433,"has helped make it possible for us to provide guidance, encouragement and entertainment to nearly 400 children in the Indianapolis area.","We had hoped to give the children a Christmas party, but we have never been able to do anything for them.",contradiction,Contradiction
434,"has helped make it possible for us to provide guidance, encouragement and entertainment to nearly 400 children in the Indianapolis area.","We were able to help a lot of Indianapolis kids,",entailment,Entailment
435,"Initially, individuals can participate by making an unconditional donation of $1,000 or more to the Chancellor's Circle, or over $500 or more to Chancellors Associates.",People can participate after making a small donation of $50 .,contradiction,Contradiction
436,"Initially, individuals can participate by making an unconditional donation of $1,000 or more to the Chancellor's Circle, or over $500 or more to Chancellors Associates.",People can bet if they give a lot of money.,entailment,Neutral
437,"Initially, individuals can participate by making an unconditional donation of $1,000 or more to the Chancellor's Circle, or over $500 or more to Chancellors Associates.",Many individuals prefer to give support to Cancer Partners,neutral,Neutral
438,Your gift now may result in a tax deduction at the end of the year.,"Donations of less than $1,000 are tax-deductible.",neutral,Neutral.
439,Your gift now may result in a tax deduction at the end of the year.,"Unfortunately, our tax advisors will advise you against making such a donation.",contradiction,Contradiction
440,Your gift now may result in a tax deduction at the end of the year.,The help you receive may be taxable.,entailment,Contradiction
441,"As you know, members of this group include friends and associates who donate $1,000 or more to the law school.",Some members of the group have donated over $100 to the school.,neutral,Entailment
442,"As you know, members of this group include friends and associates who donate $1,000 or more to the law school.","We have people in this group who have donated over $1,000 to the law school.",entailment,Entailment
443,"As you know, members of this group include friends and associates who donate $1,000 or more to the law school.","We are planning to ask this group to make a financial donation to the school, something we have never done before.",contradiction,Contradiction
444,"As a child growing up in the '50s, one of my happiest memories was attending a production of Civic Hall.","I hated going to theaters as a kid, that's why I became a scientist.",contradiction,Contradiction
445,"As a child growing up in the '50s, one of my happiest memories was attending a production of Civic Hall.",I loved going to the movies as a child,entailment,Neutral
446,"As a child growing up in the '50s, one of my happiest memories was attending a production of Civic Hall.",My favorite show was Beauty and the Beast.,neutral,Neutral
447,"If each person receives this letter, he contributes only $18 (U.S.).","Everyone who receives this letter: don't donate your money, it's a scam",contradiction,Contradiction
448,"If each person receives this letter, he contributes only $18 (U.S.).","If you donate $18, we will give you a gift.",neutral,Neutral
449,"If each person receives this letter, he contributes only $18 (U.S.).",We hope that all who received the letter will be able to make a donation of $18.,entailment,Entailment
450,"Just clear the bottom, check the applicable option, make any changes to your address if necessary and send it in a sealed envelope.",Please do not make any changes to your address.,contradiction,Contradiction
451,"Just clear the bottom, check the applicable option, make any changes to your address if necessary and send it in a sealed envelope.","There is a white envelope wrapped, with your address on it.",neutral,Neutral
452,"Just clear the bottom, check the applicable option, make any changes to your address if necessary and send it in a sealed envelope.","You are free to change your address, if you see fit.",entailment,Entailment
453,The School of Nursing needs your generous gifts to sustain and advance its educational quality.,"Please donate $100 million to the School of Nursing, or you will lose your statue.",neutral,Contradiction
454,The School of Nursing needs your generous gifts to sustain and advance its educational quality.,"The School of Nursing has met all its financial goals, so it does not need any additional funds.",contradiction,Contradiction
455,The School of Nursing needs your generous gifts to sustain and advance its educational quality.,We look forward to your donation to the School of Nursing.,entailment,Entailment
456,80% of respondents will report an increase in skills in conflict resolution.,More than half of polytheists report an increase in conflict resolution skills,entailment,Neutral
457,80% of respondents will report an increase in skills in conflict resolution.,Only a quarter of partners will report an increase in conflict detection skills.,contradiction,Neutral
458,80% of respondents will report an increase in skills in conflict resolution.,There are over 100 individual members,neutral,Neutral
459,Please do not move to our lost donor list.,It would be a shame if you didn't contribute.,entailment,Neutral
460,Please do not move to our lost donor list.,"The list of past donors has been published for the world to see, so trust me you don't want that kind of embarrassment!",neutral,Contradiction
461,Please do not move to our lost donor list.,"We have many donors, so please stop donating.",contradiction,Contradiction
462,Access to our grounds will be open to anyone with a computer and a modem.,People don't need anything to acquire land.,contradiction,Contradiction
463,Access to our grounds will be open to anyone with a computer and a modem.,People need computers and modems to get into the basics.,entailment,Entailment
464,Access to our grounds will be open to anyone with a computer and a modem.,People are required to carry their computer modem when entering the stadium in order to be allowed in.,neutral,Contradiction
465,Ticket sales and subscriptions can't afford our full season.,"As long as we grow ticket sales, our entire season will be funded.",contradiction,Contradiction
466,Ticket sales and subscriptions can't afford our full season.,Our entire season requires more than just ticket sales and sign-ups.,entailment,Entailment
467,Ticket sales and subscriptions can't afford our full season.,Ticket sales and bookings account for seventy percent of all season usage,neutral,Contradiction
468,"WHAT THEY MEAN, EVERY GIFT is a difference!",Each donation is recorded and announced in our monthly magazine.,neutral,Neutral
469,"WHAT THEY MEAN, EVERY GIFT is a difference!",Every gift given counts for something,entailment,Entailment
470,"WHAT THEY MEAN, EVERY GIFT is a difference!",Only gifts over $100 make a difference.,contradiction,Contradiction
471,"We have a long way to go before we reach our goal of $365,000 from friends and members like you.","Our target has exceeded $300,000.",entailment,Contradiction
472,"We have a long way to go before we reach our goal of $365,000 from friends and members like you.",We hope to double our money.,neutral,Neutral
473,"We have a long way to go before we reach our goal of $365,000 from friends and members like you.",We don't have a financial seal.,contradiction,Contradiction
