question	answer	opus	prompt	verbalized
iPhone ya Brandon ni ya zamani mara nne zaidi ya iPhone ya Ben. iPhone ya Ben ni ya zamani mara mbili zaidi ya iPhone ya Suzy. Iwapo iPhone ya Suzy imekaa mwaka 1, iPhone ya Brandon imekaa kwa miaka mingapi?	8	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \niPhone ya Brandon ni ya zamani mara nne zaidi ya iPhone ya Ben. iPhone ya Ben ni ya zamani mara mbili zaidi ya iPhone ya Suzy. Iwapo iPhone ya Suzy imekaa mwaka 1, iPhone ya Brandon imekaa kwa miaka mingapi?\n'}]}]	8
Zimwi mkubwa, Perg, alikaa sehemu ya juu zaidi ya mlima Farbo, akiwa na hasira zaidi kwa kitu chochote ndani ya umbali wa futi 1000. Polly aliweza kutupa mkuki wa dhahabu, silaha pekee inayojulikana inayoweza kumfikia zimwi huyo, kwa umbali wa futi 400, vizuri ndani ya ufikiaji wa miale ya zimwi. Lakini Polly aliposhikilia johari, aliweza kutupa mkuki huo mara tatu zaidi ya umbali wa wakati ambapo hajashikilia johari. Akishikilia johari, ni umbali gani zaidi usioweza kufikiwa na miale ya zimwi ambao Polly angesimama na bado kuweza kumgonga zimwi huyo kwa mkuki wa dhahabu?	200	[TextBlock(text='200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nZimwi mkubwa, Perg, alikaa sehemu ya juu zaidi ya mlima Farbo, akiwa na hasira zaidi kwa kitu chochote ndani ya umbali wa futi 1000. Polly aliweza kutupa mkuki wa dhahabu, silaha pekee inayojulikana inayoweza kumfikia zimwi huyo, kwa umbali wa futi 400, vizuri ndani ya ufikiaji wa miale ya zimwi. Lakini Polly aliposhikilia johari, aliweza kutupa mkuki huo mara tatu zaidi ya umbali wa wakati ambapo hajashikilia johari. Akishikilia johari, ni umbali gani zaidi usioweza kufikiwa na miale ya zimwi ambao Polly angesimama na bado kuweza kumgonga zimwi huyo kwa mkuki wa dhahabu?\n'}]}]	200
Bibiye Jones alioka keki 5 za tufaha kwa ajili ya chamcha ya afisa wa kuzima moto. Alikata kila keki kwa vipande 8 na kupanga keki tano kwenye meza ya chakula cha kujipakulia ili wageni waweze kujipakulia. Mwishoni mwa jioni, baada ya wageni kuchukua na kula vipande vyao vya keki, kulikuwa na vipande 14 vya keki ambavyo vilikuwa vimesalia. Wageni walikula vipande vingapi?	26	[TextBlock(text='26', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBibiye Jones alioka keki 5 za tufaha kwa ajili ya chamcha ya afisa wa kuzima moto. Alikata kila keki kwa vipande 8 na kupanga keki tano kwenye meza ya chakula cha kujipakulia ili wageni waweze kujipakulia. Mwishoni mwa jioni, baada ya wageni kuchukua na kula vipande vyao vya keki, kulikuwa na vipande 14 vya keki ambavyo vilikuwa vimesalia. Wageni walikula vipande vingapi?\n'}]}]	26
Kulingana na maelezo yake ya lishe, mfuko wa chipsi una kalori 250 kwa kila sehemu iliyopakuliwa. Iwapo mfuko wa gramu 300 una sehemu 5 za kupakuliwa, unaweza kula gramu ngapi iwapo lengo lako la kalori kila siku ni 2000 na tayari umekula kalori 1800?	48	[TextBlock(text='80', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKulingana na maelezo yake ya lishe, mfuko wa chipsi una kalori 250 kwa kila sehemu iliyopakuliwa. Iwapo mfuko wa gramu 300 una sehemu 5 za kupakuliwa, unaweza kula gramu ngapi iwapo lengo lako la kalori kila siku ni 2000 na tayari umekula kalori 1800?\n'}]}]	80
Charlie anataka kuuza mishumaa ya nta ya nyuki. Kwa kila pauni ya nta ya nyuki, anaweza kutengeneza mishumaa 10. Pauni moja ya nta ya nyuki na tambi zote zinagharimu $10.00. Akiuza kila mshumaa kwa $2.00 kwa kila moja, jumla ya faida yake akitengeneza na kuuza mishumaa 20 itakuwa ngapi?	20	[TextBlock(text='20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nCharlie anataka kuuza mishumaa ya nta ya nyuki. Kwa kila pauni ya nta ya nyuki, anaweza kutengeneza mishumaa 10. Pauni moja ya nta ya nyuki na tambi zote zinagharimu $10.00. Akiuza kila mshumaa kwa $2.00 kwa kila moja, jumla ya faida yake akitengeneza na kuuza mishumaa 20 itakuwa ngapi?\n'}]}]	20
Meredith ni mwanablogu huria ambaye huandika kuhusu mada za afya na kuwasilishia wateja kila siku kama kazi yake ya muda wote. Makala ya blogu huchukua wastani ya saa 4 kuyafanyia utafiti na kuandika. Wiki iliyopita, aliandika makala 5 Jumatatu na Jumanne akaandika makala mara 2/5 zaidi siku ya Jumatatu. Jumatano, aliandika makala mara mbili ya zaidi ya aliyoandika Jumanne. Piga hesabu ya jumla ya saa alitumia kuandika makala katika siku hizo tatu.	104	[TextBlock(text='56', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMeredith ni mwanablogu huria ambaye huandika kuhusu mada za afya na kuwasilishia wateja kila siku kama kazi yake ya muda wote. Makala ya blogu huchukua wastani ya saa 4 kuyafanyia utafiti na kuandika. Wiki iliyopita, aliandika makala 5 Jumatatu na Jumanne akaandika makala mara 2/5 zaidi siku ya Jumatatu. Jumatano, aliandika makala mara mbili ya zaidi ya aliyoandika Jumanne. Piga hesabu ya jumla ya saa alitumia kuandika makala katika siku hizo tatu.\n'}]}]	56
Candice aliweka karatasi 80 zenye vibandiko kwenye pochi lake kabla ya kuondoka kwenda kazini katika duka lake la kahawa. Akiwa njiani, alisimama katika duka na kununua kifurushi cha karatasi zenye Kibandiko; Akiwa kazini, aliweka katarasi moja yenye kibandiko kwenye vikombe 220 tofauti vya kahawa. Iwapo alikuwa amesalia na karatasi 23 zenye vibandiko kwa jumla, karatasi ngapi zenye vibandiko zilikuwa katika kifurushi alichonunua?	163	[TextBlock(text='183', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nCandice aliweka karatasi 80 zenye vibandiko kwenye pochi lake kabla ya kuondoka kwenda kazini katika duka lake la kahawa. Akiwa njiani, alisimama katika duka na kununua kifurushi cha karatasi zenye Kibandiko; Akiwa kazini, aliweka katarasi moja yenye kibandiko kwenye vikombe 220 tofauti vya kahawa. Iwapo alikuwa amesalia na karatasi 23 zenye vibandiko kwa jumla, karatasi ngapi zenye vibandiko zilikuwa katika kifurushi alichonunua?\n'}]}]	183
John ananunua tai nyekundu mara mbili zaidi ya tai za buluu. Bei ya tai nyekundu ni 50% zaidi ya bei ya tai za buluu. Alitumia $200 kununua tai za buluu ambazo zinauzwa $40 kila moja. Alitumia pesa ngapi kununua tai?	800	[TextBlock(text='14000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohn ananunua tai nyekundu mara mbili zaidi ya tai za buluu. Bei ya tai nyekundu ni 50% zaidi ya bei ya tai za buluu. Alitumia $200 kununua tai za buluu ambazo zinauzwa $40 kila moja. Alitumia pesa ngapi kununua tai?\n'}]}]	14000
Tracy alitumia kipande cha waya wenye urefu wa futi 4 kushikilia mimea ya nyanya kwenye shamba. Waya huo ulikatwa katika vipande vyenye urefu wa inchi 6. Alipata vipande vingapi?	8	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nTracy alitumia kipande cha waya wenye urefu wa futi 4 kushikilia mimea ya nyanya kwenye shamba. Waya huo ulikatwa katika vipande vyenye urefu wa inchi 6. Alipata vipande vingapi?\n'}]}]	8
Richard anaishi katika jengo la ghorofa lenye orofa 15. Kila orofa lina nyumba 8, na 3/4 ya jengo hilo linamilikiwa. Jumla ya idadi ya nyumba ambazo hazijamilikiwa katika jengo hilo ni ngapi?	30	[TextBlock(text='30', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRichard anaishi katika jengo la ghorofa lenye orofa 15. Kila orofa lina nyumba 8, na 3/4 ya jengo hilo linamilikiwa. Jumla ya idadi ya nyumba ambazo hazijamilikiwa katika jengo hilo ni ngapi?\n'}]}]	30
Lloyd ana shamba la mayai. Kuku wake hutaga mayai 252 kwa siku na huwa anauza mayai hayo $2 kwa kila dazeni. Lloyd hupata pesa ngapi kutoka kwa mayai kila wiki?	294	[TextBlock(text='5292', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nLloyd ana shamba la mayai. Kuku wake hutaga mayai 252 kwa siku na huwa anauza mayai hayo $2 kwa kila dazeni. Lloyd hupata pesa ngapi kutoka kwa mayai kila wiki?\n'}]}]	5292
Meli ya Tom inaweza kusafiri kwa kasi ya maili 10 kwa saa. Anasafiri kuanzia saa 7 mchana hadi saa 10 jioni. Kisha anasafiri akirudi kwa kasi ya maili 6 kwa saa. Itamchukua muda gani kurudi?	5	[TextBlock(text='5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMeli ya Tom inaweza kusafiri kwa kasi ya maili 10 kwa saa. Anasafiri kuanzia saa 7 mchana hadi saa 10 jioni. Kisha anasafiri akirudi kwa kasi ya maili 6 kwa saa. Itamchukua muda gani kurudi?\n'}]}]	5
Mkoba wa kitabu wa Uriah unakuwa mzito sana kwake. Anahitaji kuondoa pauni 15 kwenye mkoba huo. Vitabu vyake vya futuhi vina uzani wa pauni 1/4 kila kimoja na wanasesere wake wana uzani wa pauni 1/2 kila mmoja. Akiondoa vitabu 30 vya futuhi, anahitaji kuondoa wanasesere wangapi?	15	[TextBlock(text='15', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMkoba wa kitabu wa Uriah unakuwa mzito sana kwake. Anahitaji kuondoa pauni 15 kwenye mkoba huo. Vitabu vyake vya futuhi vina uzani wa pauni 1/4 kila kimoja na wanasesere wake wana uzani wa pauni 1/2 kila mmoja. Akiondoa vitabu 30 vya futuhi, anahitaji kuondoa wanasesere wangapi?\n'}]}]	15
Makanika hutoza viwango tofauti katika kukarabati tairi za malori na magari. Kwa kila tairi ya lori ambayo imekarabatiwa, makanika atatoza $60 na kwa kila tairi ya gari ambayo imekarabatiwa, makanika atatoza $40. Alhamisi, makanika huyo alikarabati tairin 6 za lori na tairi 4 za gari. Ijumaa, makanika huyo alikarabati tairi 12 za gari na hakukarabati tairi zozote za lori. Mapato zaidi ambayo makanika huyo alipata siku ambayo alipata mapato mengi zaidi ni ngapi?	40	[TextBlock(text='200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMakanika hutoza viwango tofauti katika kukarabati tairi za malori na magari. Kwa kila tairi ya lori ambayo imekarabatiwa, makanika atatoza $60 na kwa kila tairi ya gari ambayo imekarabatiwa, makanika atatoza $40. Alhamisi, makanika huyo alikarabati tairin 6 za lori na tairi 4 za gari. Ijumaa, makanika huyo alikarabati tairi 12 za gari na hakukarabati tairi zozote za lori. Mapato zaidi ambayo makanika huyo alipata siku ambayo alipata mapato mengi zaidi ni ngapi?\n'}]}]	200
Dada wa Doubtfire wanaendesha wakielekea nyumbani na watoto 7 wa paka waliochukua kutoka makao ya wanyama katika eneo lao kisha mama yao akawapigia simu kuwa paka wao wawili wa nyumba wamezaa watoto. Anasema kuwa Patchy, paka wa kwanza, ana watoto ambao idadi yao ni mara tatu ya watoto wa paka waliotwaa, huku Trixie, paka mwingine, ana watoto 12. Familia ya Doubtfire sasa ina watoto wangapi wa paka?	40	[TextBlock(text='40', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDada wa Doubtfire wanaendesha wakielekea nyumbani na watoto 7 wa paka waliochukua kutoka makao ya wanyama katika eneo lao kisha mama yao akawapigia simu kuwa paka wao wawili wa nyumba wamezaa watoto. Anasema kuwa Patchy, paka wa kwanza, ana watoto ambao idadi yao ni mara tatu ya watoto wa paka waliotwaa, huku Trixie, paka mwingine, ana watoto 12. Familia ya Doubtfire sasa ina watoto wangapi wa paka?\n'}]}]	40
Jean ana pipi 30. Jean anakula pipi 2 kati ya pipi hizo. Kwa pipi zilizosalia,Jean anataka kuweka pipi 2 kwenye mfuko moja. Jean anaweza kujaza mifuko mingapi?	14	[TextBlock(text='14', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJean ana pipi 30. Jean anakula pipi 2 kati ya pipi hizo. Kwa pipi zilizosalia,Jean anataka kuweka pipi 2 kwenye mfuko moja. Jean anaweza kujaza mifuko mingapi?\n'}]}]	14
Pete anapanga kwenda kwa filamu wiki hii. Kila mara huwa anapata tikiti ya $7 na bisi ya $7. Iwapo ana dola 42 za kutumia kwa wiki, ni mara ngapi anaweza kwenda kwenye filamu?	3	[TextBlock(text='3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nPete anapanga kwenda kwa filamu wiki hii. Kila mara huwa anapata tikiti ya $7 na bisi ya $7. Iwapo ana dola 42 za kutumia kwa wiki, ni mara ngapi anaweza kwenda kwenye filamu?\n'}]}]	3
Daraja la mbao linaweza kubeba pauni zisizozidi 5000. Lori la uwasilishaji lililojaa na maboksi yanayofanana, kila boksi likiwa na uzani wa pauni 15, litapita juu ya daraja hilo. Jumla ya uzani wa dereva na lori tupu ni pauni 3755. Idadi ya juu zaidi ya maboksi yanayoweza kupakiwa kwenye lori bila kuzidi kikomo cha uzani wa daraja hilo ni ngapi?	83	[TextBlock(text='83', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDaraja la mbao linaweza kubeba pauni zisizozidi 5000. Lori la uwasilishaji lililojaa na maboksi yanayofanana, kila boksi likiwa na uzani wa pauni 15, litapita juu ya daraja hilo. Jumla ya uzani wa dereva na lori tupu ni pauni 3755. Idadi ya juu zaidi ya maboksi yanayoweza kupakiwa kwenye lori bila kuzidi kikomo cha uzani wa daraja hilo ni ngapi?\n'}]}]	83
Stephen aliagiza mboga mtandaoni. Bili yake ya mwisho ilikuwa $40.00. Kwa sababu hii ilikuwa kupitia muuzaji wa kuwasilisha bidhaa, walitoza ada ya 25% kwenye jumla yake ya mwisho na kumtoza $3.00 kama ada ya uwasilishaji. Stephen pia aliongeza $4.00 ya bahshishi. Baada ya ada za ziada, bei ya mwisho ya mboga za Stephen ilikuwa ngapi?	57	[TextBlock(text='53', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nStephen aliagiza mboga mtandaoni. Bili yake ya mwisho ilikuwa $40.00. Kwa sababu hii ilikuwa kupitia muuzaji wa kuwasilisha bidhaa, walitoza ada ya 25% kwenye jumla yake ya mwisho na kumtoza $3.00 kama ada ya uwasilishaji. Stephen pia aliongeza $4.00 ya bahshishi. Baada ya ada za ziada, bei ya mwisho ya mboga za Stephen ilikuwa ngapi?\n'}]}]	53
Kichaka cha rasiberi kina makundi 6 yenye matunda 20 kwa kila kundi na matunda 67 yametapakaa moja moja kwenye kichaka hicho. Juna rasiberi ngapi kwa jumla?	187	[TextBlock(text='187', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKichaka cha rasiberi kina makundi 6 yenye matunda 20 kwa kila kundi na matunda 67 yametapakaa moja moja kwenye kichaka hicho. Juna rasiberi ngapi kwa jumla?\n'}]}]	187
Kikapu kina machungwa 25 na 1 miongoni mwao limeharibika, 20% hayajaiva, 2 ni chachu na mengine ni mazuri. Machungwa mangapi ni mazuri?	17	[TextBlock(text='17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKikapu kina machungwa 25 na 1 miongoni mwao limeharibika, 20% hayajaiva, 2 ni chachu na mengine ni mazuri. Machungwa mangapi ni mazuri?\n'}]}]	17
Janet anamnunulia binti yake bruki. Analipa $500 ya kitambaa cha kuitengeneza na kisha $800 nyingine ya mtengeneza vito wa kuitengeneza. Baada ya hapo, analipa 10% ya hiyo kuiwekea bima. Alilipa pesa ngapi kwa jumla?	1430	[TextBlock(text='1430', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJanet anamnunulia binti yake bruki. Analipa $500 ya kitambaa cha kuitengeneza na kisha $800 nyingine ya mtengeneza vito wa kuitengeneza. Baada ya hapo, analipa 10% ya hiyo kuiwekea bima. Alilipa pesa ngapi kwa jumla?\n'}]}]	1430
Mercy akifanya kazi katika kampuni moja kwa miaka 40, atapata malipo ya uzeeni ya kila mwaka ya $50,000 kwa mwaka. Kuanzia baada ya miaka 20, anakuwa na haki ya kupata 5% ya thamani ya malipo ya uzeeni kila mwaka. Akiacha kazi baada ya miaka 30, malipo yake ya uzeeni ya kila mwaka yatakuwa ngapi?	25000	[TextBlock(text='75000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMercy akifanya kazi katika kampuni moja kwa miaka 40, atapata malipo ya uzeeni ya kila mwaka ya $50,000 kwa mwaka. Kuanzia baada ya miaka 20, anakuwa na haki ya kupata 5% ya thamani ya malipo ya uzeeni kila mwaka. Akiacha kazi baada ya miaka 30, malipo yake ya uzeeni ya kila mwaka yatakuwa ngapi?\n'}]}]	75000
Aleena alijisajili kwenye huduma ya utiririshaji ambayo humtoza $140 kila mwezi. Iwapo kampuni ya utiririshaji ilimtoza kiwango hicho cha awali kwa nusu ya kwanza ya mwaka na kisha kumtoza kiwango kidogo kwa 10% kwa nusu nyingine ya mwaka huo, piga hesabu ya jumla ya kiwango ambacho alikuwa amelipia huduma ya utiririshaji mwishoni mwa mwaka huo.	1596	[TextBlock(text='1176', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nAleena alijisajili kwenye huduma ya utiririshaji ambayo humtoza $140 kila mwezi. Iwapo kampuni ya utiririshaji ilimtoza kiwango hicho cha awali kwa nusu ya kwanza ya mwaka na kisha kumtoza kiwango kidogo kwa 10% kwa nusu nyingine ya mwaka huo, piga hesabu ya jumla ya kiwango ambacho alikuwa amelipia huduma ya utiririshaji mwishoni mwa mwaka huo.\n'}]}]	1176
Sophia anafikiria kwenda safari kwa kutumia gari lake, na angependa kujua umbali ambao anaweza kwenda kwa tangi moja ya mafuta ya gari. Amesafiri maili 100 tangu mara ya mwisho alipojaza tangi yake, na alihitaji kuongeza galoni 4 za mafuta ya gari ili kujaza tangi yake tena. Kitabu cha mwongozo cha gari lake kinasema kuwa tangi yake inabeba galoni 12 za mafuta ya gari. Sophia anaweza kuendesha maili ngapi kwa kutumia tangi moja ya mafuta ya gari?	300	[TextBlock(text='300', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSophia anafikiria kwenda safari kwa kutumia gari lake, na angependa kujua umbali ambao anaweza kwenda kwa tangi moja ya mafuta ya gari. Amesafiri maili 100 tangu mara ya mwisho alipojaza tangi yake, na alihitaji kuongeza galoni 4 za mafuta ya gari ili kujaza tangi yake tena. Kitabu cha mwongozo cha gari lake kinasema kuwa tangi yake inabeba galoni 12 za mafuta ya gari. Sophia anaweza kuendesha maili ngapi kwa kutumia tangi moja ya mafuta ya gari?\n'}]}]	300
Jim hutumia saa 2 kutazama televisheni na kisha kuamua kwenda kitandani na kusoma kitabu kwa nusu ya muda huo. Yeye hufanya hii mara 3 kwa wiki. Huwa anatumia saa ngapi kutazama televisheni na kusoma kitabu kwa wiki 4?	36	[TextBlock(text='18', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJim hutumia saa 2 kutazama televisheni na kisha kuamua kwenda kitandani na kusoma kitabu kwa nusu ya muda huo. Yeye hufanya hii mara 3 kwa wiki. Huwa anatumia saa ngapi kutazama televisheni na kusoma kitabu kwa wiki 4?\n'}]}]	18
Kuna shule nne zinazoshindana katika shindano la mpira wa kikapu. Kila shule imetuma timu ya wasichana ya mpira wa kikapu na timu ya wavulana ya mpira wa kikapu na kila timu ina wachezaji 5. Kila shule pia imetuma kocha wa kila timu. Kwa jumla, shule zote zimewatuma watu wangapi?	48	[TextBlock(text='44', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKuna shule nne zinazoshindana katika shindano la mpira wa kikapu. Kila shule imetuma timu ya wasichana ya mpira wa kikapu na timu ya wavulana ya mpira wa kikapu na kila timu ina wachezaji 5. Kila shule pia imetuma kocha wa kila timu. Kwa jumla, shule zote zimewatuma watu wangapi?\n'}]}]	44
Mwindaji wa hazina alipata hazina iliyozikwa ambayo ilikuwa imejaa na vito. Kulikuwa na almasi 175, rubi chache kuliko almasi kwa 35, na idadi ya zumaridi ilikuwa mara mbili zaidi ya idadi ya rubi. Kulikuwa na jumla ya vito vingapi katika hazina hiyo?	595	[TextBlock(text='700', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMwindaji wa hazina alipata hazina iliyozikwa ambayo ilikuwa imejaa na vito. Kulikuwa na almasi 175, rubi chache kuliko almasi kwa 35, na idadi ya zumaridi ilikuwa mara mbili zaidi ya idadi ya rubi. Kulikuwa na jumla ya vito vingapi katika hazina hiyo?\n'}]}]	700
Idadi ya wavulana katika shule ya R. Wertz ni mara mbili zaidi ya idadi ya wasichana. Iwapo kuna wasichana 60 na wanafunzi 5 kwa kila mwanafunzi, shule hiyo ina walimu wangapi?	36	[TextBlock(text='36', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nIdadi ya wavulana katika shule ya R. Wertz ni mara mbili zaidi ya idadi ya wasichana. Iwapo kuna wasichana 60 na wanafunzi 5 kwa kila mwanafunzi, shule hiyo ina walimu wangapi?\n'}]}]	36
Bailey huanza kwa kiasi fulani cha pesa. Kisha hupokea marupurupu ya kila wiki ya $5 kwa wiki 8. Mwishoni mwa wiki 8, iwapo ana jumla ya $100, Bailey alianza na pesa ngapi?	60	[TextBlock(text='60', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBailey huanza kwa kiasi fulani cha pesa. Kisha hupokea marupurupu ya kila wiki ya $5 kwa wiki 8. Mwishoni mwa wiki 8, iwapo ana jumla ya $100, Bailey alianza na pesa ngapi?\n'}]}]	60
Judy hufunza madarasa 5 ya densi, kila siku, siku za wiki na madarasa 8 Jumamosi. Ikiwa kila darasa lina wanafunzi 15 na anatoza $15.00 kwa kila mwanafunzi, huwa anatengeneza pesa ngapi kwa wiki 1?	7425	[TextBlock(text='2250', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJudy hufunza madarasa 5 ya densi, kila siku, siku za wiki na madarasa 8 Jumamosi. Ikiwa kila darasa lina wanafunzi 15 na anatoza $15.00 kwa kila mwanafunzi, huwa anatengeneza pesa ngapi kwa wiki 1?\n'}]}]	2250
Kelian ana mapishi mawili ya kuandaa milo, moja lina maelekezo 20 na la pili lina maelekezo mara tatu zaidi ya mapishi ya kwanza. Kelian anahitajika kusoma maelekezo mangapi ili kuandaa milo miwili?	60	[TextBlock(text='80', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKelian ana mapishi mawili ya kuandaa milo, moja lina maelekezo 20 na la pili lina maelekezo mara tatu zaidi ya mapishi ya kwanza. Kelian anahitajika kusoma maelekezo mangapi ili kuandaa milo miwili?\n'}]}]	80
Tommy anafanya mchango wa hisa yake kwa kuuza keki za kahawia kwa $3 kwa kila slesi na keki za jibini kwa $4 kwa kila slesi. Tommy aliuza slesi 43 za keki za kahawia na slesi 23 za keki ya jibini, Tommy alichangisha pesa ngapi?	221	[TextBlock(text='267', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nTommy anafanya mchango wa hisa yake kwa kuuza keki za kahawia kwa $3 kwa kila slesi na keki za jibini kwa $4 kwa kila slesi. Tommy aliuza slesi 43 za keki za kahawia na slesi 23 za keki ya jibini, Tommy alichangisha pesa ngapi?\n'}]}]	267
Shiela alinunua simu tano za mkononi kwa $150 kwa kila moja kwa malipo ya polepole ya miezi 3. Riba ya 2% itatozwa kwa kila simu. Sheila atalipa pesa ngapi kila mwezi kwa miezi 3?	255	[TextBlock(text='520', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nShiela alinunua simu tano za mkononi kwa $150 kwa kila moja kwa malipo ya polepole ya miezi 3. Riba ya 2% itatozwa kwa kila simu. Sheila atalipa pesa ngapi kila mwezi kwa miezi 3?\n'}]}]	520
Artie ana sehemu ya kuuza maua katika Soko la Wakulima. Huwa anauza aina tatu za maua: matageta, petunia na begonia. Huwa anauza matageta kwa $2.74 kwa kila chungu, petunia kwa $1.87 kwa kila chungu na begonia kwa $2.12 kwa kila chungu. Artie hana pesa zozote za thamani ya chini hivyo anaamua kufanya bei zake zote kufika dola inayokaribia. Iwapo Artie atauza nyungu 12 za matageta, nyungu 9 za petunia na nyungu 17 za begonia, atatengeneza pesa ngapi?	88	[TextBlock(text='85', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nArtie ana sehemu ya kuuza maua katika Soko la Wakulima. Huwa anauza aina tatu za maua: matageta, petunia na begonia. Huwa anauza matageta kwa $2.74 kwa kila chungu, petunia kwa $1.87 kwa kila chungu na begonia kwa $2.12 kwa kila chungu. Artie hana pesa zozote za thamani ya chini hivyo anaamua kufanya bei zake zote kufika dola inayokaribia. Iwapo Artie atauza nyungu 12 za matageta, nyungu 9 za petunia na nyungu 17 za begonia, atatengeneza pesa ngapi?\n'}]}]	85
Luke ametulia kwenye ufuo wa bahari akijenga kasri za mchanga. Hatimaye anagundua kuwa kila kiwango cha kasri ya mchanga kitakuwa na nusu ya futi mraba ya kiwango kilichoko chini yake. Akiunda kasri ya mchanga yenye viwango 4 ambapo kiwango cha juu kina futi mraba 16, wastani wa futi mraba ya kiwango ni ngapi?	60	[TextBlock(text='32', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nLuke ametulia kwenye ufuo wa bahari akijenga kasri za mchanga. Hatimaye anagundua kuwa kila kiwango cha kasri ya mchanga kitakuwa na nusu ya futi mraba ya kiwango kilichoko chini yake. Akiunda kasri ya mchanga yenye viwango 4 ambapo kiwango cha juu kina futi mraba 16, wastani wa futi mraba ya kiwango ni ngapi?\n'}]}]	32
