question	answer	command_r	prompt	verbalized
Ekisota ekiwandula omuliro ekyaganja ennyo ekiyitibwa Perg, kyatuula ku ntikko y'olusozi Farbo, ne kiwandula omuliro ku buli kintu ekyali mu bugazi bwa ffuuti 1000. Polly yalina obusobozi okukasuka effulu lya zzaabu, ekyokulwanyisa kyokka ekyali kisobola okusaanyaawo ekisota ekiwanda omuliro, mu buwanvu bwa ffuuti 400, nga lisobola kutuuka mu kifo ekisota we kiwanda omuliro. Naye Polly bwe yakwata ejjinja lya safiro yalia asobola okukasuka effumu ne lyeyongerayo wala nga likubisaamu emirundi esatu ku we likoma nga takutte jjinja lya safiro. Singa akwata ejjinja lino, buwanvu ki mw'alina okuyimirira nga Polly ali wabweru w'ekitundu ekituukamu omuliro gw'ekisota ekiwanda omuliro, naye n'asobola okufumita ekisota ekiwanda omuliro ng'akozesa effumu lya zzaabu?	200	500	"Answer only and the answer should only contain integers. 
Ekisota ekiwandula omuliro ekyaganja ennyo ekiyitibwa Perg, kyatuula ku ntikko y'olusozi Farbo, ne kiwandula omuliro ku buli kintu ekyali mu bugazi bwa ffuuti 1000. Polly yalina obusobozi okukasuka effulu lya zzaabu, ekyokulwanyisa kyokka ekyali kisobola okusaanyaawo ekisota ekiwanda omuliro, mu buwanvu bwa ffuuti 400, nga lisobola kutuuka mu kifo ekisota we kiwanda omuliro. Naye Polly bwe yakwata ejjinja lya safiro yalia asobola okukasuka effumu ne lyeyongerayo wala nga likubisaamu emirundi esatu ku we likoma nga takutte jjinja lya safiro. Singa akwata ejjinja lino, buwanvu ki mw'alina okuyimirira nga Polly ali wabweru w'ekitundu ekituukamu omuliro gw'ekisota ekiwanda omuliro, naye n'asobola okufumita ekisota ekiwanda omuliro ng'akozesa effumu lya zzaabu?
"	500
Jjajja mukyala Jones yafumba ppaayi za apo 5 ez'ekyemisana ky'omusajja azikiza omuliro. Buli ppaayi yagisalamu ebitundu 8 n'asindika ppaayi zonna ettaano ku mmeeza egabulirwako eri abagenyi beetoolereko.Akawungeezi we kaggweerako, ng'abagenyi bamalirizza okutoolako n'okulya obutundu bwabwe obwa ppaayi, waali wasigaddewo obutundu bwa ppaayi 14.  Abagenyi baalya obutundu bwa ppaayi bumeka?	26	2	"Answer only and the answer should only contain integers. 
Jjajja mukyala Jones yafumba ppaayi za apo 5 ez'ekyemisana ky'omusajja azikiza omuliro. Buli ppaayi yagisalamu ebitundu 8 n'asindika ppaayi zonna ettaano ku mmeeza egabulirwako eri abagenyi beetoolereko.Akawungeezi we kaggweerako, ng'abagenyi bamalirizza okutoolako n'okulya obutundu bwabwe obwa ppaayi, waali wasigaddewo obutundu bwa ppaayi 14.  Abagenyi baalya obutundu bwa ppaayi bumeka?
"	2
Okusinziira ku bikwata ku byenya, akasawo k'obummonde obusiike kamalawo amaanyi ga kalori 250 buli lulya. Akasawo aka ggulaamu 300 bwe kaba kalimu endya 5, gulaamu mmeka z'osobola okulya bwe kiba nti amaanyi ga kalori agakuyamba okumulungula emmere 2000 aga buli lunaku waakakozesaako kalori 1800?	48	6	"Answer only and the answer should only contain integers. 
Okusinziira ku bikwata ku byenya, akasawo k'obummonde obusiike kamalawo amaanyi ga kalori 250 buli lulya. Akasawo aka ggulaamu 300 bwe kaba kalimu endya 5, gulaamu mmeka z'osobola okulya bwe kiba nti amaanyi ga kalori agakuyamba okumulungula emmere 2000 aga buli lunaku waakakozesaako kalori 1800?
"	6
Charlie ayagala okutunda emisubbaawa egikolebwa mu bisasala by'omubisi gw'enjuki. Buli kigero kya pound eky'ebisasala asobola okukolamu emisubbaawa 10. Ekigero kya pound kimu n'olutambi lw'omusubbaawa bigula $10.00 mu babitunda. Singa buli musubbaawa agutunda $2.00, afuna magoba ki ssinga atunda emisubbaawa 20?	20	20	"Answer only and the answer should only contain integers. 
Charlie ayagala okutunda emisubbaawa egikolebwa mu bisasala by'omubisi gw'enjuki. Buli kigero kya pound eky'ebisasala asobola okukolamu emisubbaawa 10. Ekigero kya pound kimu n'olutambi lw'omusubbaawa bigula $10.00 mu babitunda. Singa buli musubbaawa agutunda $2.00, afuna magoba ki ssinga atunda emisubbaawa 20?
"	20
Meredith bulooga awandiika ku miramwa gy'ebyobulamu ng'agisindikira abantu abagisoma buli lunaku ng'omulimu gwe ogw'enkalakkalira. Emboozi emutwalaira ekigero eky'omu makkati kya ssaawa 4 okunoonyereza n'okugiwandiikako. Wiiki ewedde, yawandiika emboozi 5 ku Mmande, ne ku Lwokubiri n'akola emboozi ezikubisaamu 2/5 ku ezo ze yakola ku Mmande. Ku Lwokusatu, yawandiika emboozi ezikubisaamu emirundi ebiri ku ezo ze yawandiika ku Lwokubiri. Bala afune omugatte gw'essaawa ze yakozesa  ng'awandiika emboozi mu nnaku zonsatule.	104	4 5 2/5 1/2	"Answer only and the answer should only contain integers. 
Meredith bulooga awandiika ku miramwa gy'ebyobulamu ng'agisindikira abantu abagisoma buli lunaku ng'omulimu gwe ogw'enkalakkalira. Emboozi emutwalaira ekigero eky'omu makkati kya ssaawa 4 okunoonyereza n'okugiwandiikako. Wiiki ewedde, yawandiika emboozi 5 ku Mmande, ne ku Lwokubiri n'akola emboozi ezikubisaamu 2/5 ku ezo ze yakola ku Mmande. Ku Lwokusatu, yawandiika emboozi ezikubisaamu emirundi ebiri ku ezo ze yawandiika ku Lwokubiri. Bala afune omugatte gw'essaawa ze yakozesa  ng'awandiika emboozi mu nnaku zonsatule.
"	2
Candice yateeka obupapula obuliko amasanda 80 mu kasawo ke ak'omu ngalo bwe yali tannasimbula kugenda ku mulimu gy'akola ogw'okutunda caayi wa kaawa. Yayimiriramu ku dduuka n'agula omuzingo gw'obupapula obuliko amasanda obulala; Ku mulimu yagenda akwasa akapapula kamu kamu ku buli kikopo kya kaawa ku ebyo 220 bye yateekako. Bw'aba yasigazaawo obupapula obuliko amasanda 23 omugatte, obupapula bumeka obwali mu muzingo gwe yagula?	163	48	"Answer only and the answer should only contain integers. 
Candice yateeka obupapula obuliko amasanda 80 mu kasawo ke ak'omu ngalo bwe yali tannasimbula kugenda ku mulimu gy'akola ogw'okutunda caayi wa kaawa. Yayimiriramu ku dduuka n'agula omuzingo gw'obupapula obuliko amasanda obulala; Ku mulimu yagenda akwasa akapapula kamu kamu ku buli kikopo kya kaawa ku ebyo 220 bye yateekako. Bw'aba yasigazaawo obupapula obuliko amasanda 23 omugatte, obupapula bumeka obwali mu muzingo gwe yagula?
"	48
Ettaayi emmyufu John z'agula zikubisaamu eza bbulu z'agula emirundi ebiri. Ettaayi emmyufu zigula 50% okusinga ku za bbulu. Yasaasaanya $200 ku ttaayi za bbulu ezigula $40 buli emu. Yasaasaanya ssente mmeka ku mataayi?	800	2	"Answer only and the answer should only contain integers. 
Ettaayi emmyufu John z'agula zikubisaamu eza bbulu z'agula emirundi ebiri. Ettaayi emmyufu zigula 50% okusinga ku za bbulu. Yasaasaanya $200 ku ttaayi za bbulu ezigula $40 buli emu. Yasaasaanya ssente mmeka ku mataayi?
"	2
Tracy yakozesa waya ya ffuuti 4 okulandiza ennyaanya mu nnimiro. Waya yasalibwamu ebitundu bya yinci 6. Yaggyamu ebitundu bimeka?	8	24	"Answer only and the answer should only contain integers. 
Tracy yakozesa waya ya ffuuti 4 okulandiza ennyaanya mu nnimiro. Waya yasalibwamu ebitundu bya yinci 6. Yaggyamu ebitundu bimeka?
"	24
Richard abeera mu kalina epangisibwa ya myaliriro 15. Buli mwaliriro guliko emizigo 8, era ebitundu 3/4 eby'ekizimbe birimu abapangisa. Emizigo emeka egitannayingirwa ku kizimbe kino?	30	24	"Answer only and the answer should only contain integers. 
Richard abeera mu kalina epangisibwa ya myaliriro 15. Buli mwaliriro guliko emizigo 8, era ebitundu 3/4 eby'ekizimbe birimu abapangisa. Emizigo emeka egitannayingirwa ku kizimbe kino?
"	24
Lloyd allina ffaamu y'amagi. Enkoko ze zibiika amagi 252 buli lunaku n'agatunda ku $2 buli ddaziini. Lloyd akola ssente mmeka mu wiiki okuva mu magi?	294	504	"Answer only and the answer should only contain integers. 
Lloyd allina ffaamu y'amagi. Enkoko ze zibiika amagi 252 buli lunaku n'agatunda ku $2 buli ddaziini. Lloyd akola ssente mmeka mu wiiki okuva mu magi?
"	504
Emmeeri ya Tom esobola okutambula mmayiro 10 buli ssaawa. Asaabala okuva ku ssaawa 1 okutuusa ku 4 PM. Oluvannyuma addayo ku misinde gya mmayiro 6 buli ssaawa. Kibutwalira essaawa mmeka okuddayo?	5	4:00 PM - 6:00 PM	"Answer only and the answer should only contain integers. 
Emmeeri ya Tom esobola okutambula mmayiro 10 buli ssaawa. Asaabala okuva ku ssaawa 1 okutuusa ku 4 PM. Oluvannyuma addayo ku misinde gya mmayiro 6 buli ssaawa. Kibutwalira essaawa mmeka okuddayo?
"	0
Ensawo ya Uriah ey'ebitabo emufuukidde nzito ddala. Yeetaaga okutoolako obuzito bwa paawundi 15 ku yo. Obutabo bwe obw'emboozi z'ebifaananyi buzitowa paawundi ebitundu 1/4 buli kamu ate ebyokuzannyisa bye bizitowa paawundi 1/2 buli kimu. Singa aggyamu obutabo bw'emboozi z'ebifaananyi 30, yeetaaga okuggyamu ebyokusannyisa bimeka?	15	45	"Answer only and the answer should only contain integers. 
Ensawo ya Uriah ey'ebitabo emufuukidde nzito ddala. Yeetaaga okutoolako obuzito bwa paawundi 15 ku yo. Obutabo bwe obw'emboozi z'ebifaananyi buzitowa paawundi ebitundu 1/4 buli kamu ate ebyokuzannyisa bye bizitowa paawundi 1/2 buli kimu. Singa aggyamu obutabo bw'emboozi z'ebifaananyi 30, yeetaaga okuggyamu ebyokusannyisa bimeka?
"	45
Makanika agereka ssente ez'enjawulo bw'aba asiba emipiira gy'emmotoka enene n'entono. Buli mupiira gwa mmotoka nnene gw'asiba, makanika aguggyako $60 ate ogw'emmotoka entono aguggyako $40. Ku Lwokuna makanika asiba emipiira 6 egy'emmotoka ennene n'emipiira 4 egy'emmotoka entono. Ku Lwokutaano asiba emipiira 12 egy'emmotoka entono n'atasibaayo gwa mmotoka nnene n'ogumu. Makanika yakung'aanya ssente mmeka ku lunaku lwe yasinga okukola?	40	24	"Answer only and the answer should only contain integers. 
Makanika agereka ssente ez'enjawulo bw'aba asiba emipiira gy'emmotoka enene n'entono. Buli mupiira gwa mmotoka nnene gw'asiba, makanika aguggyako $60 ate ogw'emmotoka entono aguggyako $40. Ku Lwokuna makanika asiba emipiira 6 egy'emmotoka ennene n'emipiira 4 egy'emmotoka entono. Ku Lwokutaano asiba emipiira 12 egy'emmotoka entono n'atasibaayo gwa mmotoka nnene n'ogumu. Makanika yakung'aanya ssente mmeka ku lunaku lwe yasinga okukola?
"	24
Abawala ba Doubtfire bavuga badda waka ne kkapa ento 7 ze basazeewo okulunda nga baziggya ku ffaamu y'ebisolo emu ku kyalo wabula mu kiseera kye kimu maama waabwe n'abakubira okubategeeza nti kkapa zaabwe ez'awaka bbiri  zizadde. Agamba nti Patchy, kkapa esooka, ezadde bukkapa obukubisaamu emirundi esatu mu obwo bwe baggye ku kyalo, ate kkapa endala eya Trixie, ezadde 12. Bukkapa obuto bumeka kati ffamire ya ba Doubtfire bw'erina?	40	2	"Answer only and the answer should only contain integers. 
Abawala ba Doubtfire bavuga badda waka ne kkapa ento 7 ze basazeewo okulunda nga baziggya ku ffaamu y'ebisolo emu ku kyalo wabula mu kiseera kye kimu maama waabwe n'abakubira okubategeeza nti kkapa zaabwe ez'awaka bbiri  zizadde. Agamba nti Patchy, kkapa esooka, ezadde bukkapa obukubisaamu emirundi esatu mu obwo bwe baggye ku kyalo, ate kkapa endala eya Trixie, ezadde 12. Bukkapa obuto bumeka kati ffamire ya ba Doubtfire bw'erina?
"	2
Jean alina bu switi bwa lollipop 30. Jean alyako bu lollipop 2. Ku bw'asigazzaawo, Jean ayagala okupakira bu switi 2 obwa lollipop mu nsawo emu emu. Ensawo mmeka Jean z'anajjuza?	14	42	"Answer only and the answer should only contain integers. 
Jean alina bu switi bwa lollipop 30. Jean alyako bu lollipop 2. Ku bw'asigazzaawo, Jean ayagala okupakira bu switi 2 obwa lollipop mu nsawo emu emu. Ensawo mmeka Jean z'anajjuza?
"	42
Peter ateekateeka okugenda mu firimu wiiki eno. Ebiseera ebisinga afuna tiketi eya $7 n'ekiberenge kya $7. Singa aba ne doola 42 ez'okusaasaanya mu wiiki, mirundi emeka gy'ayinza okugenda mu firimu?	3	49	"Answer only and the answer should only contain integers. 
Peter ateekateeka okugenda mu firimu wiiki eno. Ebiseera ebisinga afuna tiketi eya $7 n'ekiberenge kya $7. Singa aba ne doola 42 ez'okusaasaanya mu wiiki, mirundi emeka gy'ayinza okugenda mu firimu?
"	49
Olutindo olw'embaawo lwetikka obuzito obutasukka mu paawundi 5000. Ekimotoka ekyetikka ebibookisi ebifaanagana, nga buli kimu kizitowa paawundi 15, kya kuyita ku lutindo. Obuzito obwa ddereeva n'obw'ekimotoka nga kyereere buli paawundi 3755. Kikomo kya bbookisi mmeka ezisobola okutuukebwa ku mmotoka eno n'etasukka buzito bw'erina obutasussa okuyita ku lutindo?	83	2145	"Answer only and the answer should only contain integers. 
Olutindo olw'embaawo lwetikka obuzito obutasukka mu paawundi 5000. Ekimotoka ekyetikka ebibookisi ebifaanagana, nga buli kimu kizitowa paawundi 15, kya kuyita ku lutindo. Obuzito obwa ddereeva n'obw'ekimotoka nga kyereere buli paawundi 3755. Kikomo kya bbookisi mmeka ezisobola okutuukebwa ku mmotoka eno n'etasukka buzito bw'erina obutasussa okuyita ku lutindo?
"	2145
Stephen yakola wooda y'ebyokulya ng'ayita ku mutimbagano. Ssente z'alina okusasula zaggweera mu $40.00.  Olwokuba eyita mu mutembeeyi avuga ebintu ebiba biguliddwa n'abituusa ku babiguze, bayongereko ssente za 25% ku mugatte gwe ne bamusasuza ssente endala $3.00 ez'okumutuusaako  ebintu bye.Stephen yagattako n'ez'okusiima $4.00. Oluvannyuma lw'okugattako ssente ez'ennyongereza, Ssente mmeka Stephen ze yasasulira ebyokulya?	57	$12	"Answer only and the answer should only contain integers. 
Stephen yakola wooda y'ebyokulya ng'ayita ku mutimbagano. Ssente z'alina okusasula zaggweera mu $40.00.  Olwokuba eyita mu mutembeeyi avuga ebintu ebiba biguliddwa n'abituusa ku babiguze, bayongereko ssente za 25% ku mugatte gwe ne bamusasuza ssente endala $3.00 ez'okumutuusaako  ebintu bye.Stephen yagattako n'ez'okusiima $4.00. Oluvannyuma lw'okugattako ssente ez'ennyongereza, Ssente mmeka Stephen ze yasasulira ebyokulya?
"	12
Ensiko y'enkenene erina obusaka 6 nga buli kamu kalimu emiti gy'enkenene 20 n'emiti emirala 67 gisaasaanye okwetooloola ensiko. Waliyo omugatte gwa nkenene mmeka mu nsiko?	187	43	"Answer only and the answer should only contain integers. 
Ensiko y'enkenene erina obusaka 6 nga buli kamu kalimu emiti gy'enkenene 20 n'emiti emirala 67 gisaasaanye okwetooloola ensiko. Waliyo omugatte gwa nkenene mmeka mu nsiko?
"	43
Ekibbo kirimu emicungwa 25 nga ku gyo 1 muvundu, 20% ku gyo teginnayengera, 2 gikaawa n'egisigadde mirundi. Emicungwa emirungi giri emeka?	17	18	"Answer only and the answer should only contain integers. 
Ekibbo kirimu emicungwa 25 nga ku gyo 1 muvundu, 20% ku gyo teginnayengera, 2 gikaawa n'egisigadde mirundi. Emicungwa emirungi giri emeka?
"	18
Janet agullira muwala we akamuli k'oku lugoye. Asasula $500 okugula ebyokukakozesa n'endala $800 ez'obukozi. Oluvannyuma asasula 10% ku zo okukateeka mu yinsuwa. Yasasula mmeka?	1430	50	"Answer only and the answer should only contain integers. 
Janet agullira muwala we akamuli k'oku lugoye. Asasula $500 okugula ebyokukakozesa n'endala $800 ez'obukozi. Oluvannyuma asasula 10% ku zo okukateeka mu yinsuwa. Yasasula mmeka?
"	50
Marcy bw'aba akolerea kkampuni y'emu okumala emyaka 40, afuna akasiimo ka $50,000 omwaka. Okutandikira ku myaka 20, aweebwa 5% ez'omuwendo gw'akasiimo aka buli mwaka. bw'avaayo oluvannyuma lw'emyaka 30, akasiimo ke ak'omwaka kanaabeera ka mmeka?	25000	30000	"Answer only and the answer should only contain integers. 
Marcy bw'aba akolerea kkampuni y'emu okumala emyaka 40, afuna akasiimo ka $50,000 omwaka. Okutandikira ku myaka 20, aweebwa 5% ez'omuwendo gw'akasiimo aka buli mwaka. bw'avaayo oluvannyuma lw'emyaka 30, akasiimo ke ak'omwaka kanaabeera ka mmeka?
"	30000
Aleena yeeyunga ku buweereza obumuyunga ku kulaba pulogulaamu z'oku mitimbagano obutereevu ng'asasula $140 buli mwezi. Singa kkampuni eno eba yamusasuza ssente ezisookerwako  mu kitundu ky'omwaka ekisooka oluvannyuma n'emusasuza ng'etoddeko 10%  mu kitundu ekirala eky'omwaka, bala ofune omugatte gwa ssente ze yasasula omwaka we gwaggweerako.	1596	252	"Answer only and the answer should only contain integers. 
Aleena yeeyunga ku buweereza obumuyunga ku kulaba pulogulaamu z'oku mitimbagano obutereevu ng'asasula $140 buli mwezi. Singa kkampuni eno eba yamusasuza ssente ezisookerwako  mu kitundu ky'omwaka ekisooka oluvannyuma n'emusasuza ng'etoddeko 10%  mu kitundu ekirala eky'omwaka, bala ofune omugatte gwa ssente ze yasasula omwaka we gwaggweerako.
"	252
Sophia alowooza ku kutambulako mu mmotoka ye, era ayagala okumanya ayinza kuvuga kyenkana ki ng'akozesa ttanka ya ggaasi emu. Avuze mmayiro 100 okuva lwe yakoma okujjuza ttanka ye, era yali yeetaaga okuteekamu ggaloni za ggaasi 4 okugijjuza nate. Emmotoka ye esoma nti egendamu ggaloni 12 eza ggaasi. Sophia asobola kuvuga mmayiro mmeka ku ttanka 1 eya ggaasi?	300	11	"Answer only and the answer should only contain integers. 
Sophia alowooza ku kutambulako mu mmotoka ye, era ayagala okumanya ayinza kuvuga kyenkana ki ng'akozesa ttanka ya ggaasi emu. Avuze mmayiro 100 okuva lwe yakoma okujjuza ttanka ye, era yali yeetaaga okuteekamu ggaloni za ggaasi 4 okugijjuza nate. Emmotoka ye esoma nti egendamu ggaloni 12 eza ggaasi. Sophia asobola kuvuga mmayiro mmeka ku ttanka 1 eya ggaasi?
"	11
Jim amala essaawa 2 ng'alaba TV oluvannyuma n'asalawo okugenda ku buliri n'asoma okumala ekitundu ky'obudde bw'amaze ku TV. Kino akikola emirundi 3 mu wiiki.  Amala essaawa mmeka ku TV ne mu kusoma mu wiiki 4?	36	4	"Answer only and the answer should only contain integers. 
Jim amala essaawa 2 ng'alaba TV oluvannyuma n'asalawo okugenda ku buliri n'asoma okumala ekitundu ky'obudde bw'amaze ku TV. Kino akikola emirundi 3 mu wiiki.  Amala essaawa mmeka ku TV ne mu kusoma mu wiiki 4?
"	4
Waliwo amasomero 4 agavuganya mu mpaka z'ensero. Buli ssomero lisindise ttiimu y'ensero ey'abawala n'ey'abalenzi era buli ttiimu erimu abazannyi 5. Buli ssomero era lisindiseeyo n'omutendesi ku buli ttiimu. Omugatte gwa bantu bameka amasomero gonna ge gasindise?	48	12	"Answer only and the answer should only contain integers. 
Waliwo amasomero 4 agavuganya mu mpaka z'ensero. Buli ssomero lisindise ttiimu y'ensero ey'abawala n'ey'abalenzi era buli ttiimu erimu abazannyi 5. Buli ssomero era lisindiseeyo n'omutendesi ku buli ttiimu. Omugatte gwa bantu bameka amasomero gonna ge gasindise?
"	12
Omunoonyi w'ebyobugagga ebikusike yasanga ekibookisi ekiziike mu ttaka nga kijjuddemu amayinja ag'omuwendo. mwalimu amayinja ga diamond 175, aga ruby ng'obubgi bwago busingibwako aga diamond 35, ate aga emeralds nga gakubisaany aga ruby emirundi ebiri. amayinja ag'omuwendo ameka agaali mu kibookisi?	595	175	"Answer only and the answer should only contain integers. 
Omunoonyi w'ebyobugagga ebikusike yasanga ekibookisi ekiziike mu ttaka nga kijjuddemu amayinja ag'omuwendo. mwalimu amayinja ga diamond 175, aga ruby ng'obubgi bwago busingibwako aga diamond 35, ate aga emeralds nga gakubisaany aga ruby emirundi ebiri. amayinja ag'omuwendo ameka agaali mu kibookisi?
"	175
Omuwendo gw'abalenzi gukubisaamu ag'abawala emirundi ebiri ku ssomero lya Dr. Wertz. Bwe waba waliyo abawala 60 nga buli musomesa aweebwa abaana 5, waliyo abasomesa bameka?	36	25	"Answer only and the answer should only contain integers. 
Omuwendo gw'abalenzi gukubisaamu ag'abawala emirundi ebiri ku ssomero lya Dr. Wertz. Bwe waba waliyo abawala 60 nga buli musomesa aweebwa abaana 5, waliyo abasomesa bameka?
"	25
Bailey aliko omuwendo gwa ssente gw'atandika nmagwo. Oluvannyuma n'afuna ensako eya buli wiiki ya $5 okumala wiiki 8. wiiki 8 we ziggweerako, bw'aba alina omugatte gwa $100, Bailey yatandika na ssente mmeka?	60	2	"Answer only and the answer should only contain integers. 
Bailey aliko omuwendo gwa ssente gw'atandika nmagwo. Oluvannyuma n'afuna ensako eya buli wiiki ya $5 okumala wiiki 8. wiiki 8 we ziggweerako, bw'aba alina omugatte gwa $100, Bailey yatandika na ssente mmeka?
"	2
"Judy asomesa ebibiina 5 eby'amazina buli lunaku mu nnaku enjereere. Asomesa ebibiina 8 ku Lwomukaaga. Buli kibiina bwe kiba kirimu abayizi 15 nga buli muyizi amusomesereza $15.00, akola ssente mmeka mu wiiki 1?
 

"	7425	100	"Answer only and the answer should only contain integers. 
Judy asomesa ebibiina 5 eby'amazina buli lunaku mu nnaku enjereere. Asomesa ebibiina 8 ku Lwomukaaga. Buli kibiina bwe kiba kirimu abayizi 15 nga buli muyizi amusomesereza $15.00, akola ssente mmeka mu wiiki 1?
 


"	100
Kelian alina engeri bbiri ez'okufumbamu emmere. Emu erimu by'alina okugoberera 20 ate eyookubiri erimu by'alina okugoberera ebikubisaamu eby'esooka emirundi ebiri. Ebigobererwa bimeka Kelian by'alina okugoberera okufumba engeri z'okufumba zombi?	60	20	"Answer only and the answer should only contain integers. 
Kelian alina engeri bbiri ez'okufumbamu emmere. Emu erimu by'alina okugoberera 20 ate eyookubiri erimu by'alina okugoberera ebikubisaamu eby'esooka emirundi ebiri. Ebigobererwa bimeka Kelian by'alina okugoberera okufumba engeri z'okufumba zombi?
"	20
Tommy asondera kibiina kye ekigaba obuyambi ng'atunda kkeeki za brownie nga buli kawayi akatunda $3 ne kkeeki za cheese ku $4 buli kawayi. Tommy bw'atunda kkeeki za brownie 43 n'obuwayi bwa kkeeki za cheese 23, akuŋŋaanya ssente mmeka?	221	72	"Answer only and the answer should only contain integers. 
Tommy asondera kibiina kye ekigaba obuyambi ng'atunda kkeeki za brownie nga buli kawayi akatunda $3 ne kkeeki za cheese ku $4 buli kawayi. Tommy bw'atunda kkeeki za brownie 43 n'obuwayi bwa kkeeki za cheese 23, akuŋŋaanya ssente mmeka?
"	72
Shiela yagula amasimu 5 nga buli emu egula $150 ng'azisasulira mu myezi 3. Buli emu ya kwongezebwamu amagoba ga 2%. Shiela anaasasula mmeka buli mwezi okumala emyezi 3?	255	60	"Answer only and the answer should only contain integers. 
Shiela yagula amasimu 5 nga buli emu egula $150 ng'azisasulira mu myezi 3. Buli emu ya kwongezebwamu amagoba ga 2%. Shiela anaasasula mmeka buli mwezi okumala emyezi 3?
"	60
Artie alina akati akatimbeko ebimuli mu katale k'abalimi. Atunda ebimuli bya mirundi esatu okuli: ebya marigold, petunia n'ebya begonia. Ebiseera ebisinga atunda ebya marigold ku $2.74 buli kasuwa, ebya petunia n'abitunda ku $1.87 buli kasuwa n'ebya begonia n'abitunda $2.12 buli kasuwa. Artie talina nkyukakyuka gy'akoze olwaleero, asazeewo okuteeka emiwendo gyonna gy'atunda ku ddoola eri okumpi. Artie singa atunda ensuwa 12 ez'ebimuli bya marigold, ensuwa 9 ez'ebimuli bya petunia n'ensuwa 17 ez'ebimuli bya begonia, anaakola ssente mmeka?	88	58.96	"Answer only and the answer should only contain integers. 
Artie alina akati akatimbeko ebimuli mu katale k'abalimi. Atunda ebimuli bya mirundi esatu okuli: ebya marigold, petunia n'ebya begonia. Ebiseera ebisinga atunda ebya marigold ku $2.74 buli kasuwa, ebya petunia n'abitunda ku $1.87 buli kasuwa n'ebya begonia n'abitunda $2.12 buli kasuwa. Artie talina nkyukakyuka gy'akoze olwaleero, asazeewo okuteeka emiwendo gyonna gy'atunda ku ddoola eri okumpi. Artie singa atunda ensuwa 12 ez'ebimuli bya marigold, ensuwa 9 ez'ebimuli bya petunia n'ensuwa 17 ez'ebimuli bya begonia, anaakola ssente mmeka?
"	58
Luke atwala obudde ku lubalama lw'ennyanja ng'azimba obuyumba abulinga embiri ng'akozesa omusenyu. Oluvannyuma akizuula nti buli ddaala ly'olubiri lw'omusenyu lwa kuba n'obuwanvu bwa makkati g'obwo obuli wansi. Singa akola embiri z'omusenyu 4 nga zenkanankana nga zonna zikoma ku buwanvu bwa square footage 16, Amakkati g'obuwanvu bw'embiri z'omusenyu ze gali ki?	60	2016	"Answer only and the answer should only contain integers. 
Luke atwala obudde ku lubalama lw'ennyanja ng'azimba obuyumba abulinga embiri ng'akozesa omusenyu. Oluvannyuma akizuula nti buli ddaala ly'olubiri lw'omusenyu lwa kuba n'obuwanvu bwa makkati g'obwo obuli wansi. Singa akola embiri z'omusenyu 4 nga zenkanankana nga zonna zikoma ku buwanvu bwa square footage 16, Amakkati g'obuwanvu bw'embiri z'omusenyu ze gali ki?
"	2016
Cecilia yaakagula embwa enyo. Okusinziira ku musawo we ow'ebisolo, alina okulabirira embwa ng'agiwa ekikopo 1 eky'emmere y'embwa buli lunaku mu nnaku 180 ezisooka. Oluvannyuma alina okuwa embwa ebikopo 2 eby'emmere y'embwa buli lunaku mu bulamu bwayo bwonna. Singa ensawo y'emmere y'embwa ebaamu ebikopo 110, ensawo z'emmere y'embwa mmeka Cecilia z'anaakozesa mu mwaka gusooka?	5	200	"Answer only and the answer should only contain integers. 
Cecilia yaakagula embwa enyo. Okusinziira ku musawo we ow'ebisolo, alina okulabirira embwa ng'agiwa ekikopo 1 eky'emmere y'embwa buli lunaku mu nnaku 180 ezisooka. Oluvannyuma alina okuwa embwa ebikopo 2 eby'emmere y'embwa buli lunaku mu bulamu bwayo bwonna. Singa ensawo y'emmere y'embwa ebaamu ebikopo 110, ensawo z'emmere y'embwa mmeka Cecilia z'anaakozesa mu mwaka gusooka?
"	200
Raymond bwa'aba engoye z'ayoza ziri kitundu ky'eza Sarah z'ayoza, ne Sarah ng'a ng'ayoza engoye ezikubisaamu emirundi 4 mu David z'ayoza. Bala ofune omuwendo gw'engoye Raymond ne David gwe booza bwe kiba nti Sarah eyoza za buzito bwa paawundi 400.	100	4 400	"Answer only and the answer should only contain integers. 
Raymond bwa'aba engoye z'ayoza ziri kitundu ky'eza Sarah z'ayoza, ne Sarah ng'a ng'ayoza engoye ezikubisaamu emirundi 4 mu David z'ayoza. Bala ofune omuwendo gw'engoye Raymond ne David gwe booza bwe kiba nti Sarah eyoza za buzito bwa paawundi 400.
"	4400
Vincent asobola okugula ebimuli mu miteeko gya 3 ku $2.50 oba mu miteeko gya bimuli 2 ku $1. Afissaawo ssente mmeka bw'agulaebimuli 18 ku bbeeyi ennungiko?	6	6	"Answer only and the answer should only contain integers. 
Vincent asobola okugula ebimuli mu miteeko gya 3 ku $2.50 oba mu miteeko gya bimuli 2 ku $1. Afissaawo ssente mmeka bw'agulaebimuli 18 ku bbeeyi ennungiko?
"	6
